what goes up must come down
Direct
0.6 0.6
432 388.8
Began 650.2576 220 538 -0.3240741 0.3858024
Stationary 650.2883 220 538 -0.3240741 0.3858024
Stationary 650.319 220 538 -0.3240741 0.3858024
Stationary 650.3497 220 538 -0.3240741 0.3858024
Stationary 650.3805 220 538 -0.3240741 0.3858024
Stationary 650.4113 220 538 -0.3240741 0.3858024
Stationary 650.442 220 538 -0.3240741 0.3858024
Stationary 650.4728 220 538 -0.3240741 0.3858024
Stationary 650.5035 220 538 -0.3240741 0.3858024
Stationary 650.5342 220 538 -0.3240741 0.3858024
Stationary 650.5649 220 538 -0.3240741 0.3858024
Moved 650.5957 220 528.2016 -0.3240741 0.3606007
Moved 650.6264 220 521.6536 -0.3240741 0.3437591
Moved 650.6571 220 514.9095 -0.3240741 0.3264132
Moved 650.6879 220 507.2303 -0.3240741 0.3066623
Moved 650.7186 220 500.5065 -0.3240741 0.2893685
Moved 650.7493 232.2993 491.9003 -0.2956036 0.2672331
Moved 650.7802 238.6763 482.0983 -0.2808419 0.2420222
Moved 650.8109 250.2727 472.7273 -0.2539984 0.2179199
Moved 650.8416 262.5594 460.4406 -0.225557 0.1863184
Moved 650.8723 279.832 447.112 -0.1855741 0.152037
Moved 650.9031 285.5744 442.8192 -0.1722815 0.1409958
Moved 650.9338 295.5665 437.2167 -0.1491515 0.1265862
Moved 650.9645 306.0541 430.473 -0.1248748 0.109241
Moved 650.9952 315.5251 424.1062 -0.1029512 0.0928657
Moved 651.026 324.5 415.5 -0.08217593 0.07073037
Moved 651.0567 336.2526 407.8105 -0.05497093 0.05095297
Moved 651.0874 346.727 400.2048 -0.03072456 0.03139084
Moved 651.1182 357.1837 392.4082 -0.006519308 0.01133793
Moved 651.1489 364.6967 386.5355 0.01087199 -0.00376666
Moved 651.1797 378.9806 377.4116 0.04393667 -0.02723356
Moved 651.2104 392.5 368 0.07523149 -0.05144041
Moved 651.2411 394.8888 366.0556 0.08076102 -0.05644143
Moved 651.2719 399 361.0652 0.09027779 -0.06927686
Moved 651.3026 400.3797 359.6204 0.09347141 -0.0729929
Moved 651.3334 400 357.8748 0.09259263 -0.07748263
Moved 651.3641 380.7417 357 0.04801313 -0.07973259
Moved 651.3948 342.7265 357 -0.03998488 -0.07973259
Moved 651.4256 306.4665 357 -0.1239202 -0.07973259
Moved 651.4563 266.9228 357 -0.2154566 -0.07973259
Moved 651.4871 243.8858 357 -0.2687829 -0.07973259
Moved 651.5178 217.9263 357 -0.3288744 -0.07973259
Moved 651.5486 195.7405 354.9135 -0.3802302 -0.08509898
Moved 651.5793 188.7247 353.3624 -0.3964705 -0.08908864
Moved 651.61 186.9284 353 -0.4006286 -0.09002065
Moved 651.6407 185.0604 353 -0.4049527 -0.09002065
Moved 651.6716 183.6271 353 -0.4082706 -0.09002065
Moved 651.7023 184 366.0311 -0.4074074 -0.05650437
Moved 651.733 184 372.9754 -0.4074074 -0.03864359
Moved 651.7637 209.9987 397.4985 -0.3472253 0.02443015
Moved 651.7944 219.5984 406.6558 -0.3250038 0.04798292
Moved 651.8252 240.4933 422.4948 -0.2766359 0.08872094
Moved 651.856 273.9276 449.1063 -0.1992417 0.1571664
Moved 651.8867 282.5699 456.3082 -0.1792364 0.1756898
Moved 651.9174 297.0787 465.3858 -0.145651 0.1990375
Moved 651.9481 313.2919 475.9752 -0.1081205 0.2262735
Moved 651.9789 325.1446 485.6085 -0.08068373 0.2510505
Moved 652.0096 335.212 493.808 -0.0573797 0.2721398
Moved 652.0403 340.8226 498.8226 -0.04439215 0.2850375
Moved 652.071 345.787 502 -0.03290037 0.2932098
Moved 652.1019 348 504.6586 -0.0277778 0.3000477
Moved 652.1326 351.4857 508.4857 -0.01970897 0.3098912
Moved 652.1633 353.5 509.5 -0.0150463 0.3124999
Moved 652.194 354 510.3869 -0.01388888 0.314781
Moved 652.2248 355.375 510 -0.01070594 0.3137859
Ended 652.2556 355.375 510 -0.01070594 0.3137859
Began 653.3007 343 347 -0.03935183 -0.1054527
Stationary 653.3314 343 347 -0.03935183 -0.1054527
Stationary 653.3621 343 347 -0.03935183 -0.1054527
Stationary 653.3928 343 347 -0.03935183 -0.1054527
Stationary 653.4236 343 347 -0.03935183 -0.1054527
Stationary 653.4543 343 347 -0.03935183 -0.1054527
