healthy food is good for you
Direct
0.6 0.6
432 388.8
Began 352.4228 419 340 0.1365741 -0.1234569
Stationary 352.4535 419 340 0.1365741 -0.1234569
Stationary 352.4843 419 340 0.1365741 -0.1234569
Moved 352.515 404.0915 353.4177 0.1020637 -0.08894634
Moved 352.5458 388.4965 369.2897 0.06596407 -0.04812319
Moved 352.5765 365.0297 398.2518 0.01164277 0.02636784
Moved 352.6072 340.6295 424.0446 -0.04483904 0.09270719
Moved 352.638 313.3938 451.6062 -0.1078848 0.1635962
Moved 352.6687 295.0197 466.5573 -0.1504172 0.2020506
Moved 352.6995 282.3259 474.337 -0.1798011 0.2220602
Moved 352.7302 276.58 477.71 -0.193102 0.2307356
Moved 352.7609 271.4496 478 -0.2049778 0.2314814
Moved 352.7916 265.5 478 -0.21875 0.2314814
Moved 352.8224 249.6507 451.4411 -0.2554382 0.1631715
Moved 352.8532 237.5845 430.1691 -0.2833692 0.1084595
Moved 352.8839 229.6998 412.0994 -0.3016208 0.06198392
Moved 352.9147 225.5 404.5 -0.3113426 0.04243823
Moved 352.9454 224 399.1372 -0.3148148 0.028645
Moved 352.9762 224 396.5186 -0.3148148 0.02190978
Moved 353.007 240.2592 390.9352 -0.2771777 0.007549254
Moved 353.0377 274.5 389 -0.1979167 0.002572016
Moved 353.0684 356.4821 396.6205 -0.008143187 0.02217218
Moved 353.0992 412.2518 406.5267 0.1209533 0.04765087
Moved 353.1299 443.2838 407 0.1927865 0.04886827
Moved 353.1607 471 409.5 0.2569444 0.05529835
Moved 353.1914 479.2422 409 0.2760235 0.05401234
Moved 353.2222 484.604 409 0.2884351 0.05401234
Moved 353.2529 486 409 0.2916667 0.05401234
Moved 353.2837 476.1368 417.0451 0.2688353 0.0747044
Moved 353.3144 444.835 442.0247 0.1963772 0.1389522
Moved 353.3452 409.4705 461.2648 0.114515 0.1884381
Moved 353.3759 377.8128 476.0936 0.0412333 0.226578
Moved 353.4066 352.9482 488.6646 -0.01632367 0.258911
Moved 353.4374 342.3617 494.0922 -0.04082943 0.2728708
Moved 353.4681 337.8979 497.1021 -0.05116229 0.2806124
Moved 353.4989 336 499 -0.05555556 0.2854938
Stationary 353.5296 336 499 -0.05555556 0.2854938
Moved 353.5604 336 486.0518 -0.05555556 0.2521908
Moved 353.5911 356.8954 456.1917 -0.007186483 0.1753901
Moved 353.6219 374.5 420 0.03356477 0.08230445
Moved 353.6526 392.3947 388.2764 0.07498771 0.0007109386
Moved 353.6833 403.7478 371.5531 0.101268 -0.0423017
Moved 353.7141 406.8866 366.2268 0.1085338 -0.05600109
Moved 353.7448 408 365 0.1111111 -0.05915646
Moved 353.7756 401.1174 385.6477 0.09517928 -0.006050219
Moved 353.8063 377.6559 429.6882 0.04087011 0.1072227
Moved 353.8371 365.8732 456.2536 0.01359532 0.1755493
Moved 353.8679 357.0455 479.2272 -0.006839136 0.2346377
Moved 353.8986 356 495.3443 -0.009259283 0.2760913
Ended 353.9294 356 503.5 -0.009259283 0.2970678
Began 354.4213 309 369 -0.1180555 -0.04886839
Stationary 354.452 309 369 -0.1180555 -0.04886839
Stationary 354.4827 309 369 -0.1180555 -0.04886839
Moved 354.5135 352.6545 378.4739 -0.01700347 -0.02450134
Moved 354.5442 386.8946 392.2405 0.06225606 0.01090666
Moved 354.575 423.1577 411.2587 0.1461984 0.05982155
Moved 354.6057 451.3333 431.8974 0.2114196 0.1129047
Moved 354.6364 475.1723 453.9008 0.2666025 0.1694977
Moved 354.6672 491 469 0.3032407 0.2083333
Moved 354.6979 504.2478 483.3098 0.333907 0.2451384
Moved 354.7287 510.8456 491.8456 0.3491797 0.2670925
Moved 354.7594 515.3418 499.5127 0.3595874 0.2868124
Moved 354.7902 516.5 503 0.3622685 0.2957818
Moved 354.8209 516 504.0087 0.3611111 0.2983761
Moved 354.8517 498.9221 506 0.3215789 0.3034978
Moved 354.8824 451.0891 488.137 0.2108543 0.257554
Moved 354.9131 373.5 455 0.03125002 0.172325
Moved 354.9439 336.0543 426.8284 -0.05542983 0.09986728
Moved 354.9746 313.5811 407.0695 -0.107451 0.04904703
Moved 355.0054 299.9086 394.9086 -0.1391004 0.01776907
Ended 355.0361 296.127 391.127 -0.1478541 0.008042692
Began 355.5588 497 514 0.3171296 0.324074
Stationary 355.5895 497 514 0.3171296 0.324074
