win first prize in the contest
Began 771.1429 568 502 0.4814814 0.2932098
Stationary 771.1737 568 502 0.4814814 0.2932098
Stationary 771.2045 568 502 0.4814814 0.2932098
Moved 771.2352 553.0598 502 0.4468975 0.2932098
Moved 771.2659 528.4738 493.1228 0.3899855 0.2703775
Moved 771.2967 486.207 490 0.2921458 0.2623456
Moved 771.3274 423.0067 488.3916 0.145849 0.2582088
Moved 771.3582 369.9243 487 0.02297292 0.2546296
Moved 771.3889 328.7887 482.9824 -0.07224833 0.2442963
Moved 771.4196 310.5528 481.1105 -0.114461 0.2394818
Moved 771.4503 302.4732 480 -0.1331639 0.2366254
Moved 771.4811 299.7363 480 -0.1394994 0.2366254
Moved 771.5118 297.9298 480 -0.143681 0.2366254
Moved 771.5425 296.9973 480 -0.1458397 0.2366254
Stationary 771.5733 297 480 -0.1458333 0.2366254
Moved 771.604 295.7852 480 -0.1486455 0.2366254
Stationary 771.6348 296 480 -0.1481481 0.2366254
Stationary 771.6655 296 480 -0.1481481 0.2366254
Stationary 771.6962 296 480 -0.1481481 0.2366254
Moved 771.727 321.7117 483.9982 -0.08863042 0.2469088
Moved 771.7577 351.3915 489.4391 -0.01992697 0.2609031
Moved 771.7884 392.8304 494.3192 0.07599642 0.2734547
Moved 771.8192 417.2361 498.7817 0.1324911 0.2849324
Moved 771.8499 432.8024 500 0.1685241 0.2880658
Moved 771.8806 443.5419 501.6355 0.193384 0.2922724
Moved 771.9114 450.2619 503.131 0.2089396 0.2961187
Moved 771.9421 455.0437 503 0.2200085 0.2957818
Moved 771.9728 457.9129 503 0.2266501 0.2957818
Moved 772.0036 460 503 0.2314815 0.2957818
Moved 772.0343 461.1203 503 0.2340748 0.2957818
Stationary 772.065 461 503 0.2337964 0.2957818
Stationary 772.0958 461 503 0.2337964 0.2957818
Moved 772.1265 461 493.6364 0.2337964 0.2716984
Moved 772.1572 442.1025 477.3707 0.190052 0.2298629
Moved 772.188 364.109 399.1089 0.00951151 0.0285724
Moved 772.2188 323.5827 359.5827 -0.0842993 -0.07308975
Moved 772.2495 298.3583 334.7986 -0.142689 -0.136835
Moved 772.2802 267.0823 305.0823 -0.2150872 -0.2132658
Moved 772.3109 240.8004 279.267 -0.275925 -0.279663
Moved 772.3417 223.3136 258.9763 -0.3164037 -0.3318512
Moved 772.3724 216.1928 249.2892 -0.3328871 -0.3567666
Moved 772.4031 214 246.222 -0.3379629 -0.3646553
Moved 772.4338 213 244.5 -0.3402778 -0.3690844
Stationary 772.4646 213 244.5 -0.3402778 -0.3690844
Stationary 772.4953 213 244.5 -0.3402778 -0.3690844
Moved 772.5261 213 264.3936 -0.3402778 -0.3179179
Moved 772.5568 213 291.1602 -0.3402778 -0.2490736
Moved 772.5875 221.2883 317.4592 -0.321092 -0.1814322
Moved 772.6182 226.3246 346.7854 -0.3094338 -0.1060047
Moved 772.649 229.0289 378.3182 -0.3031738 -0.02490189
Moved 772.6797 231.6779 400.7456 -0.2970418 0.03278187
Moved 772.7104 234 426.713 -0.2916667 0.09957047
Moved 772.7412 237 444.5873 -0.2847222 0.1455435
Moved 772.772 240.1866 458.7465 -0.2773458 0.1819611
Moved 772.8027 242.6995 469.7979 -0.271529 0.2103854
Moved 772.8334 244.5646 479.6938 -0.2672115 0.235838
Moved 772.8641 246 485.879 -0.2638889 0.2517464
Moved 772.8949 247 490.3188 -0.2615741 0.2631656
Moved 772.9256 248 493.5 -0.2592593 0.2713476
Moved 772.9564 248.757 495 -0.2575071 0.2752057
Ended 772.9871 249 495 -0.2569445 0.2752057
Began 773.2944 478 530 0.2731481 0.3652262
Stationary 773.3251 478 530 0.2731481 0.3652262
Stationary 773.3559 478 530 0.2731481 0.3652262
Moved 773.3867 464.2233 484.437 0.2412577 0.2480374
Moved 773.4174 432.1071 392.6892 0.1669147 0.01206068
Moved 773.4481 416.3443 342.369 0.1304266 -0.1173638
Moved 773.4788 406.9136 306.5681 0.1085963 -0.2094443
Moved 773.5096 402.9673 287.8364 0.09946127 -0.2576225
Moved 773.5403 400.0839 271.3356 0.09278674 -0.3000629
Moved 773.571 398.2187 262.6562 0.08846929 -0.3223865
Moved 773.6017 397 256.6749 0.0856481 -0.3377703
Moved 773.6325 397 253.7982 0.0856481 -0.3451692
Ended 773.6632 397 253.7982 0.0856481 -0.3451692
Began 774.0321 328 524 -0.07407407 0.3497942
Stationary 774.0629 328 524 -0.07407407 0.3497942
Stationary 774.0936 328 524 -0.07407407 0.3497942
Moved 774.1243 365.4737 468.2895 0.01267056 0.2065058
Moved 774.155 399.7665 420.6965 0.09205221 0.08409582
Moved 774.1857 412.5389 402.1018 0.1216178 0.03627007
Moved 774.2165 422.1433 387.7611 0.1438503 -0.0006144724
Moved 774.2472 426.2397 380.7604 0.1533325 -0.01862043
Moved 774.278 428 376.507 0.1574074 -0.02956037
Moved 774.3087 419.2303 372.2028 0.1371071 -0.04063077
Moved 774.3395 404.0037 372 0.1018604 -0.04115226
Moved 774.3701 331.142 404.038 -0.066801 0.04124995
Moved 774.4009 290.1843 428.8771 -0.1616105 0.1051366
Moved 774.4316 269.3825 443.5705 -0.2097628 0.1429281
Moved 774.4623 259.9072 451.0928 -0.2316964 0.1622757
Moved 774.493 255.0967 456.8066 -0.2428317 0.1769715
Moved 774.5238 252 459.7692 -0.25 0.1845914
Moved 774.5546 251 461 -0.2523148 0.1877571
Moved 774.5853 250 463.2051 -0.2546296 0.1934286
Ended 774.616 250 463.2051 -0.2546296 0.1934286
Began 775.1693 303 262 -0.1319445 -0.3240741
Stationary 775.2 303 262 -0.1319445 -0.3240741
Stationary 775.2307 303 262 -0.1319445 -0.3240741
Moved 775.2615 374.1057 352.8822 0.03265222 -0.09032363
Moved 775.2922 449.3191 429.151 0.2067572 0.105841
Moved 775.323 467.2715 448.9835 0.2483138 0.1568504
Moved 775.3537 477.1595 461.7393 0.2712026 0.1896587
Moved 775.3844 482.2125 468.2125 0.2828993 0.2063078
Moved 775.4152 485.0191 472.0192 0.2893961 0.2160986
Moved 775.4459 485.8955 473 0.2914248 0.2186213
Moved 775.4766 486 463.8707 0.2916667 0.1951407
Moved 775.5073 461.0295 359.3396 0.2338646 -0.07371502
Moved 775.5381 445.5042 293.8516 0.1979265 -0.2421512
Moved 775.5688 438.9637 262.6376 0.1827865 -0.3224343
Moved 775.5995 435.3307 249.323 0.1743768 -0.3566795
Moved 775.6303 433.5818 243.1636 0.1703282 -0.3725217
Moved 775.661 432.7074 238.7074 0.168304 -0.3839831
Moved 775.6918 431.9172 238 0.166475 -0.3858025
Moved 775.7225 428.8368 238 0.1593444 -0.3858025
Moved 775.7532 409.5516 281.3105 0.1147028 -0.2744071
Moved 775.784 385.7511 362.9238 0.05960901 -0.06449641
Moved 775.8147 372.3127 432.7617 0.02850155 0.1151276
Moved 775.8455 368.2901 452.1296 0.01919011 0.1649424
Moved 775.8762 365.2754 466.174 0.0122115 0.2010646
Moved 775.9069 364 473.2036 0.009259283 0.219145
Moved 775.9377 361.868 477.2641 0.00432392 0.2295886
Moved 775.9684 359.9577 480.0423 -9.799997E-05 0.2367343
Moved 775.9991 357.0855 481.9145 -0.006746551 0.2415495
Moved 776.0299 354.2168 483.7832 -0.01338705 0.2463558
Moved 776.0606 350.3453 485 -0.02234876 0.2494856
Moved 776.0913 343.4011 488.1996 -0.03842349 0.2577151
Moved 776.1221 329.6427 492.0715 -0.0702716 0.2676734
Moved 776.1528 314.5473 494 -0.1052145 0.2726337
Moved 776.1836 300.7788 496.4442 -0.1370862 0.2789202
Moved 776.2143 292.0391 498.3203 -0.1573169 0.2837456
Moved 776.245 285.6138 499 -0.1721902 0.2854938
Moved 776.2758 279.5132 500 -0.186312 0.2880658
Moved 776.3065 274.7686 500 -0.1972948 0.2880658
Moved 776.3372 269.0325 500 -0.210573 0.2880658
Moved 776.368 256.193 474.7474 -0.2402939 0.2231157
Moved 776.3987 247.3577 447.1923 -0.2607461 0.1522435
Moved 776.4294 243.2568 420.3109 -0.270239 0.08310408
Moved 776.4602 243 401.9079 -0.2708333 0.03577122
Moved 776.4909 243 392.5646 -0.2708333 0.01174012
Moved 776.5217 243 385.89 -0.2708333 -0.005426995
Moved 776.5524 243 383.0786 -0.2708333 -0.01265796
Moved 776.5831 243 381 -0.2708333 -0.01800419
Moved 776.6138 252.2975 381 -0.2493114 -0.01800419
Moved 776.6446 256.5661 381 -0.2394303 -0.01800419
Moved 776.6753 270.3176 399.3812 -0.2075981 0.02927254
Moved 776.7061 283.1053 414.7895 -0.1779969 0.06890297
Moved 776.7368 296.7783 436.1119 -0.1463466 0.1237447
Moved 776.7676 310.2827 454.924 -0.1150864 0.1721296
Moved 776.7983 318.3667 466.55 -0.09637336 0.202032
Moved 776.829 324.4645 474.1968 -0.08225803 0.2216996
Moved 776.8597 329.6062 480.6063 -0.07035593 0.2381847
Moved 776.8904 332.4739 483.4739 -0.06371772 0.2455605
Moved 776.9212 333.5 485.5 -0.06134262 0.2507715
Ended 776.952 333 485 -0.06249999 0.2494856
PhraseEnd 778.4887
