the punishment should fit the crime
Moved 1106.248 320 513 -0.09259259 0.321502
Ended 1106.278 320 513 -0.09259259 0.321502
Began 1106.801 212 368 -0.3425926 -0.05144041
Stationary 1106.832 212 368 -0.3425926 -0.05144041
Stationary 1106.863 212 368 -0.3425926 -0.05144041
Stationary 1106.894 212 368 -0.3425926 -0.05144041
Stationary 1106.924 212 368 -0.3425926 -0.05144041
Moved 1106.955 234.2768 368 -0.2910258 -0.05144041
Moved 1106.986 262.3655 368 -0.2260058 -0.05144041
Moved 1107.016 287.1087 368 -0.1687299 -0.05144041
Moved 1107.047 309.7041 368 -0.1164257 -0.05144041
Moved 1107.078 327.6689 368 -0.07484064 -0.05144041
Moved 1107.109 344.3159 368 -0.03630588 -0.05144041
Moved 1107.14 366.1633 368 0.01426697 -0.05144041
Moved 1107.17 382.1414 368 0.05125324 -0.05144041
Moved 1107.201 394.2195 368 0.07921188 -0.05144041
Moved 1107.232 412.5933 378.5975 0.1217437 -0.02418345
Moved 1107.263 447.4948 399.9026 0.2025343 0.03061377
Moved 1107.293 486.1912 431.8102 0.2921093 0.1126804
Moved 1107.324 503.6719 451.8062 0.3325737 0.1641106
Moved 1107.355 514.5326 466.2989 0.3577143 0.201386
Moved 1107.386 523.8331 484.944 0.3792434 0.2493414
Moved 1107.416 526 505.7872 0.3842592 0.3029504
Moved 1107.447 526 517.44 0.3842592 0.3329217
Moved 1107.478 515.5145 529.1069 0.3599873 0.3629291
Moved 1107.509 505.6684 538.2653 0.3371953 0.3864847
Moved 1107.539 492.688 546.656 0.3071481 0.4080658
Moved 1107.57 480.0891 550 0.2779839 0.4166666
Moved 1107.601 466.9597 550 0.2475918 0.4166666
Moved 1107.632 458.006 550 0.2268656 0.4166666
Moved 1107.662 446.4831 541.9932 0.2001922 0.396073
Moved 1107.693 435.985 534.2388 0.1758912 0.3761284
Moved 1107.724 427.9258 524.1572 0.1572356 0.3501985
Moved 1107.755 417.2473 509.3709 0.1325168 0.3121679
Moved 1107.785 410.4122 497.0203 0.1166949 0.2804018
Moved 1107.816 402.131 484.2183 0.09752532 0.2474749
Moved 1107.847 395.1495 471.299 0.08136461 0.2142464
Moved 1107.878 387.7007 457.4014 0.06412198 0.1785013
Moved 1107.908 385.1039 449.2077 0.05811075 0.1574271
Moved 1107.939 385 446.3553 0.05787035 0.1500907
Moved 1107.97 385 442.881 0.05787035 0.1411547
Moved 1108.001 385 440.1218 0.05787035 0.134058
Moved 1108.031 389.4686 437.3616 0.06821424 0.1269589
Moved 1108.062 396.7922 434.6039 0.08516719 0.1198659
Moved 1108.093 401.6646 432.1677 0.09644599 0.1135999
Moved 1108.124 408.7473 428.4176 0.1128408 0.1039546
Moved 1108.155 430.0246 415.411 0.162094 0.07050145
Moved 1108.185 437.6916 410.7477 0.1798416 0.05850732
Moved 1108.216 452 400.5 0.2129629 0.03215016
Moved 1108.247 465.0168 392.2374 0.2430945 0.01089853
Moved 1108.278 485.0442 380.9747 0.289454 -0.01806919
Moved 1108.308 495.7173 373.9696 0.3141604 -0.03608648
Moved 1108.339 511.9708 362.4175 0.3517843 -0.06579866
Moved 1108.37 520.9106 356.0596 0.3724784 -0.08215139
Moved 1108.401 528.2109 351.5261 0.3893772 -0.09381156
Moved 1108.431 532.1643 348.8357 0.3985285 -0.1007313
Moved 1108.462 534.9299 347 0.4049304 -0.1054527
Moved 1108.493 536.3097 345.6903 0.4081243 -0.1088213
Moved 1108.524 537 345 0.4097222 -0.1105968
Moved 1108.554 503.2733 329.485 0.3316511 -0.1505014
Moved 1108.585 425.1527 323 0.1508164 -0.1671811
Moved 1108.616 376.8614 334.5693 0.03903101 -0.1374247
Moved 1108.647 345.9541 339.7398 -0.03251364 -0.1241261
Moved 1108.677 321.1708 346.6382 -0.08988242 -0.1063833
Moved 1108.708 302.1701 349.4043 -0.1338654 -0.09926885
Moved 1108.739 290.3124 350 -0.161314 -0.09773669
Moved 1108.77 285.4163 351 -0.1726475 -0.09516476
Moved 1108.8 282.6485 351 -0.1790543 -0.09516476
Moved 1108.831 280.9393 352.0607 -0.1830108 -0.09243662
Stationary 1108.862 280.9393 352.0607 -0.1830108 -0.09243662
Moved 1108.893 281 353.0653 -0.1828704 -0.08985268
Ended 1108.923 281 353.0653 -0.1828704 -0.08985268
Began 1110.031 306 365 -0.125 -0.05915646
Stationary 1110.061 306 365 -0.125 -0.05915646
Stationary 1110.092 306 365 -0.125 -0.05915646
Stationary 1110.123 306 365 -0.125 -0.05915646
Moved 1110.154 330.6455 388.8149 -0.06795014 0.002095807
Moved 1110.184 355.8813 409.7051 -0.009533913 0.05582578
Moved 1110.215 383.142 431.4437 0.05356938 0.1117379
Moved 1110.246 413.1777 455.8565 0.1230965 0.174528
Moved 1110.277 437.987 473.2783 0.1805254 0.219337
Moved 1110.307 455.9493 485.2995 0.2221048 0.2502558
Moved 1110.338 468.2822 496.2117 0.2506532 0.2783221
Moved 1110.369 475.2584 502.2584 0.2668019 0.2938744
Moved 1110.4 479.2596 505.2596 0.2760639 0.3015936
Moved 1110.43 480 508.0156 0.2777778 0.3086819
Moved 1110.461 480 508.7653 0.2777778 0.3106101
Moved 1110.492 470.9479 510 0.2568239 0.3137859
Moved 1110.523 444.6871 513.9313 0.1960349 0.3238972
Moved 1110.553 406.4879 518.4016 0.1076108 0.335395
Moved 1110.584 374.1908 520.4468 0.03284901 0.3406554
Moved 1110.615 349.7922 520 -0.02362922 0.3395061
Moved 1110.646 336.3617 520 -0.0547183 0.3395061
Moved 1110.676 327.7717 520 -0.07460245 0.3395061
Moved 1110.707 325.8414 520 -0.07907081 0.3395061
Ended 1110.738 325.8414 520 -0.07907081 0.3395061
Began 1111.691 346 522 -0.03240739 0.3446501
Stationary 1111.722 346 522 -0.03240739 0.3446501
Stationary 1111.753 346 522 -0.03240739 0.3446501
Moved 1111.784 355.1481 503.7037 -0.01123116 0.2975918
Moved 1111.814 374.3468 472.834 0.03321022 0.2181943
Moved 1111.845 391.6693 441.6613 0.07330865 0.1380177
Moved 1111.876 401.9118 419.5685 0.09701819 0.08119457
Moved 1111.907 406.8057 404.9713 0.1083465 0.04365046
Moved 1111.938 409.5 392.5 0.1145834 0.01157403
Moved 1111.968 409 383.474 0.113426 -0.01164103
Moved 1111.999 394.8029 378.9859 0.08056214 -0.02318449
Moved 1112.03 372.9182 379 0.02990315 -0.02314815
Moved 1112.06 337.8512 410.5627 -0.05127032 0.05803167
Moved 1112.091 312.4937 429.568 -0.1099682 0.1069135
Moved 1112.122 285.5828 452.4172 -0.1722621 0.1656821
Moved 1112.153 270.0671 465.7774 -0.2081779 0.2000446
Moved 1112.183 255.4339 479.6529 -0.2420512 0.2357327
Moved 1112.214 247.6769 487.3231 -0.2600071 0.2554605
Moved 1112.245 243.1675 493.8325 -0.2704456 0.2722029
Moved 1112.276 241.17 496 -0.2750696 0.2777777
Moved 1112.307 239.4191 498.5809 -0.2791224 0.2844157
Moved 1112.337 237.6655 500.3345 -0.2831818 0.2889262
Stationary 1112.368 238 500 -0.2824074 0.2880658
Moved 1112.399 237 501 -0.2847222 0.2906378
Stationary 1112.43 237 501 -0.2847222 0.2906378
Ended 1112.46 237 501 -0.2847222 0.2906378
Began 1114.367 281 243 -0.1828704 -0.3729424
Stationary 1114.398 281 243 -0.1828704 -0.3729424
Stationary 1114.429 281 243 -0.1828704 -0.3729424
Stationary 1114.459 281 243 -0.1828704 -0.3729424
Stationary 1114.49 281 243 -0.1828704 -0.3729424
Moved 1114.521 281 266.0271 -0.1828704 -0.3137164
Moved 1114.552 288 287.7681 -0.1666667 -0.2577981
Moved 1114.583 290.3054 322.5806 -0.1613301 -0.1682597
Moved 1114.613 294.4362 356.926 -0.151768 -0.07992277
Moved 1114.644 298.9628 394.7767 -0.1412899 0.01742967
Moved 1114.675 304.6248 440.2485 -0.1281832 0.134384
Moved 1114.706 308.0544 462.4897 -0.1202444 0.1915886
Moved 1114.736 311.8253 480.1267 -0.1115154 0.2369514
Moved 1114.767 313.528 489.5839 -0.1075742 0.2612753
Moved 1114.798 314.9039 493.7118 -0.104389 0.2718923
Moved 1114.828 317.5 499 -0.09837966 0.2854938
Moved 1114.859 328.6269 507.3762 -0.07262294 0.3070374
Moved 1114.89 344.4764 513.8953 -0.03593415 0.3238046
Moved 1114.921 359.5083 517.644 -0.00113825 0.3334465
Moved 1114.952 376.6062 520.0866 0.03844032 0.3397288
Moved 1114.982 399.0913 521 0.09048919 0.3420781
Moved 1115.013 416.7757 521 0.1314252 0.3420781
Moved 1115.044 432.8852 521 0.1687156 0.3420781
Moved 1115.075 445.0745 521 0.1969317 0.3420781
Moved 1115.105 455.7559 521 0.2216572 0.3420781
Moved 1115.136 465.3906 509.957 0.2439598 0.3136754
Moved 1115.167 472.2504 505.8331 0.259839 0.3030685
Moved 1115.198 479.9412 495.5735 0.2776416 0.2766807
Moved 1115.228 488.7093 471.6356 0.2979383 0.2151121
Moved 1115.259 496.0162 433.8944 0.3148524 0.1180411
Moved 1115.29 498.5 388 0.3206019 -3.924585E-08
Moved 1115.321 498 339.4327 0.3194444 -0.124916
Moved 1115.351 489.0055 305.0665 0.2986239 -0.2133065
Moved 1115.382 486.2388 273.8658 0.2922195 -0.293555
Moved 1115.413 483.8603 254.0219 0.2867136 -0.3445941
Moved 1115.444 483 237.1855 0.2847222 -0.3878973
Moved 1115.474 478.5629 231.2814 0.2744511 -0.403083
Moved 1115.505 473.0373 230 0.2616603 -0.4063786
Moved 1115.536 453.3959 244.5051 0.2161942 -0.3690712
Moved 1115.567 411.8775 294.6879 0.1200868 -0.2400002
Moved 1115.597 368.8124 357.5193 0.02039919 -0.07839681
Moved 1115.628 342.6565 400.5153 -0.04014701 0.03218941
Moved 1115.659 324.3649 430.2838 -0.08248875 0.1087546
Moved 1115.69 309.8472 452.0139 -0.1160944 0.1646448
Moved 1115.72 298.0851 466.0978 -0.1433214 0.2008688
Moved 1115.751 288.2464 478.1304 -0.1660964 0.2318168
Moved 1115.782 276.299 492.0413 -0.1937524 0.2675957
Moved 1115.813 270.8134 499.1866 -0.2064506 0.2859738
Moved 1115.844 267.1511 503.8489 -0.2149279 0.2979651
Ended 1115.874 267 505.2125 -0.2152778 0.3014723
PhraseEnd 1116.428
