that is a very odd question
Moved 929.671 351.7556 494 -0.01908416 0.2726337
Moved 929.7017 356.7968 494 -0.007414769 0.2726337
Moved 929.7324 360.6737 494 0.001559456 0.2726337
Ended 929.7631 363.2206 494 0.007454952 0.2726337
Began 931.0535 529 504 0.3912036 0.2983539
Stationary 931.0842 529 504 0.3912036 0.2983539
Stationary 931.1149 529 504 0.3912036 0.2983539
Stationary 931.1456 529 504 0.3912036 0.2983539
Moved 931.1763 500.8529 494.0633 0.3260484 0.2727965
Moved 931.207 462.5738 478.3417 0.2374394 0.2323604
Moved 931.2377 410.1953 452.0977 0.1161927 0.1648602
Moved 931.2684 367.1717 430.7582 0.01660118 0.1099749
Moved 931.2991 336.5981 411.8738 -0.05417103 0.06140387
Moved 931.33 315.9179 399.8102 -0.102042 0.0303761
Moved 931.3605 305.5204 393.6802 -0.1261103 0.01460958
Moved 931.3914 296.624 388.312 -0.1467037 0.0008023815
Moved 931.4221 291.4394 384.4394 -0.1587051 -0.009157982
Moved 931.4528 289.7716 384 -0.1625656 -0.01028807
Ended 931.4835 290 384 -0.162037 -0.01028807
Began 933.0502 158 479 -0.4675925 0.2340534
Stationary 933.0809 158 479 -0.4675925 0.2340534
Stationary 933.1116 158 479 -0.4675925 0.2340534
Stationary 933.1424 158 479 -0.4675925 0.2340534
Moved 933.1731 169.3624 479 -0.4412908 0.2340534
Moved 933.2039 193.7316 479 -0.3848807 0.2340534
Moved 933.2346 236.1531 487.0721 -0.2866828 0.2548149
Moved 933.2653 285.7935 493.069 -0.1717742 0.2702392
Moved 933.296 327.4045 496.4504 -0.07545257 0.2789361
Moved 933.3267 355.9854 498.3317 -0.00929311 0.2837749
Moved 933.3574 387.0555 498 0.06262859 0.2829217
Moved 933.3881 407.4801 498 0.1099077 0.2829217
Moved 933.4189 418.8839 491 0.1363052 0.2649176
Moved 933.4496 425.9998 491 0.1527773 0.2649176
Moved 933.4803 428.3803 491 0.1582878 0.2649176
Moved 933.511 429.3304 491 0.1604871 0.2649176
Stationary 933.5418 429 491 0.1597223 0.2649176
Stationary 933.5725 429 491 0.1597223 0.2649176
Moved 933.6032 417.2956 499.1704 0.1326287 0.2859321
Moved 933.6339 395.079 504.2047 0.08120149 0.2988801
Moved 933.6647 375.1845 508.9473 0.03514925 0.3110783
Moved 933.6954 348.3411 511 -0.02698829 0.3163579
Moved 933.7261 324.0278 511 -0.08326897 0.3163579
Moved 933.7568 304.4401 511 -0.128611 0.3163579
Moved 933.7875 290.806 511 -0.1601712 0.3163579
Moved 933.8182 282 511 -0.1805555 0.3163579
Moved 933.849 279.8566 511 -0.1855171 0.3163579
Moved 933.8797 274.5998 511 -0.1976856 0.3163579
Moved 933.9104 268.4504 499.5266 -0.2119204 0.2868482
Moved 933.9412 258.2079 475.9336 -0.2356298 0.2261667
Moved 933.9719 246.8819 443.2336 -0.2618475 0.1420618
Moved 934.0026 240.8506 416.977 -0.2758089 0.07452925
Moved 934.0333 237.5461 398.2766 -0.2834581 0.02643142
Moved 934.064 237 386.1263 -0.2847222 -0.004819313
Moved 934.0948 237 376.4469 -0.2847222 -0.02971476
Moved 934.1254 237 370.5455 -0.2847222 -0.04489325
Moved 934.1562 237 367.7683 -0.2847222 -0.05203623
Moved 934.187 237 366.626 -0.2847222 -0.05497418
Moved 934.2177 251.1897 367 -0.2518757 -0.05401234
Moved 934.248 268.5415 380.6179 -0.2117095 -0.01898691
Moved 934.2791 287.2406 397.2407 -0.1684244 0.02376709
Moved 934.3098 303.978 412.6483 -0.1296806 0.06339579
Moved 934.3405 314.9859 424.9859 -0.1041993 0.09512822
Moved 934.3713 324.368 438.736 -0.08248146 0.1304938
Moved 934.402 334.163 457.9074 -0.05980794 0.1798029
Moved 934.4327 338.9253 468.3879 -0.04878412 0.2067589
Moved 934.4634 341.337 477.0111 -0.0432013 0.228938
Moved 934.4941 343 481.8866 -0.03935183 0.2414778
Moved 934.5248 344 485.7571 -0.03703703 0.2514329
Moved 934.5555 345 488.6351 -0.03472224 0.2588352
Moved 934.5863 347.5 491.5 -0.02893518 0.2662036
Moved 934.617 356.1494 495.0598 -0.008913378 0.2753594
Moved 934.6478 379.1516 500.8115 0.04433234 0.2901528
Moved 934.6785 405.0089 503.7787 0.1041872 0.2977848
Moved 934.7092 425.9125 505 0.1525753 0.3009258
Moved 934.7399 439.8903 506 0.1849312 0.3034978
Moved 934.7706 446.2052 507 0.199549 0.3060699
Moved 934.8014 449.9514 507 0.2082209 0.3060699
Moved 934.832 453.0298 508 0.2153466 0.3086419
Moved 934.8628 463.9215 510.3843 0.2405591 0.3147743
Moved 934.8936 482.8719 515.5349 0.2844258 0.3280217
Moved 934.9243 496.1777 517.8356 0.3152262 0.3339392
Moved 934.955 505.9477 519 0.3378418 0.3369341
Moved 934.9857 510.5273 519 0.3484429 0.3369341
Moved 935.0164 513.4089 519 0.3551133 0.3369341
Moved 935.0471 513 504.7079 0.3541666 0.3001745
Moved 935.0778 479.6635 446.327 0.2769989 0.1500179
Moved 935.1086 456.7711 397.1324 0.2240071 0.02348872
Moved 935.1393 439 348 0.1828703 -0.1028807
Moved 935.17 425.5507 306.4273 0.1517376 -0.2098064
Moved 935.2007 420.0269 284.1882 0.1389511 -0.2670056
Moved 935.2314 418 271.3013 0.1342593 -0.3001509
Ended 935.2622 418 265 0.1342593 -0.3163581
PhraseEnd 936.2452
