the bathroom is good for reading
Moved 100.3618 395.8445 402.5435 0.08297344 0.03740617
Moved 100.3926 444.9075 462.9446 0.1965451 0.1927586
Moved 100.4234 478 501.5 0.2731481 0.2919238
Moved 100.4541 498.9125 517.6393 0.3215568 0.3334344
Moved 100.4848 511.903 525.5612 0.3516275 0.3538096
Moved 100.5156 518.9227 529.4614 0.3678766 0.3638409
Moved 100.5463 521.2195 531 0.3731934 0.3677982
Stationary 100.5771 521 531 0.3726852 0.3677982
Stationary 100.6078 521 531 0.3726852 0.3677982
Moved 100.6385 478.9005 507.8802 0.2752326 0.3083339
Moved 100.6693 425.9079 477.205 0.1525645 0.2294366
Moved 100.7001 385.8351 447.7991 0.05980353 0.1538042
Moved 100.7308 348.7899 419.3424 -0.02594943 0.08061314
Moved 100.7615 323.8211 400.7038 -0.08374745 0.03267437
Moved 100.7922 313.07 392.07 -0.1086342 0.01046809
Moved 100.823 305.1938 386.1938 -0.1268663 -0.004645689
Ended 100.8538 303 385 -0.1319445 -0.007716127
Began 101.5916 322 364 -0.08796295 -0.06172839
Stationary 101.6224 322 364 -0.08796295 -0.06172839
Moved 101.6532 342.9736 382.4752 -0.03941303 -0.0142099
Moved 101.6839 402.6992 439.6992 0.09884069 0.1329712
Moved 101.7146 455.1641 492.1641 0.2202872 0.2679116
Moved 101.7454 497.7157 523.1973 0.3187863 0.3477297
Moved 101.776 522.3853 538.8658 0.3758919 0.3880294
Moved 101.8069 530.4153 543.7076 0.3944799 0.4004826
Moved 101.8376 532 545 0.3981481 0.4038065
Moved 101.8684 519.4505 546 0.3690984 0.4063785
Moved 101.8991 471.4313 539.7091 0.2579428 0.3901982
Moved 101.9299 413.3926 529.0248 0.1235939 0.362718
Moved 101.9606 376.034 524.839 0.03711561 0.351952
Moved 101.9913 348.1071 522.1581 -0.02752985 0.3450569
Moved 102.022 332.087 518.4174 -0.06461348 0.3354357
Ended 102.0528 324.9022 517 -0.0812449 0.33179
Began 102.3296 292 512 -0.1574074 0.31893
Stationary 102.3603 292 512 -0.1574074 0.31893
Stationary 102.391 292 512 -0.1574074 0.31893
Stationary 102.4218 292 512 -0.1574074 0.31893
Moved 102.4525 281.9236 512 -0.1807325 0.31893
Moved 102.4833 270.3771 504.6034 -0.2074604 0.2999057
Moved 102.514 257.3088 500.3272 -0.237711 0.2889074
Moved 102.5448 246.2589 495.1295 -0.2632896 0.2755387
Moved 102.5755 236.6628 490.4971 -0.2855028 0.263624
Moved 102.6063 225.6444 476.8777 -0.3110083 0.2285948
Moved 102.637 218.296 455.1838 -0.3280186 0.1727978
Moved 102.6678 215.9026 432.1238 -0.3335586 0.113487
Moved 102.6985 216 418.8503 -0.3333333 0.07934747
Moved 102.7292 227.5465 404.5853 -0.3066052 0.04265754
Moved 102.76 267.5901 393.9631 -0.2139117 0.01533724
Moved 102.7907 318.5 394 -0.0960648 0.01543206
Moved 102.8215 359.8081 420.4041 -0.0004442533 0.08334368
Moved 102.8522 399.4105 442.6315 0.09122789 0.1405131
Moved 102.883 440.6883 469.0682 0.1867785 0.2085086
Moved 102.9137 466.7075 484.1384 0.2470081 0.2472694
Moved 102.9444 469.914 485 0.2544305 0.2494856
Moved 102.9752 472.7112 486 0.2609056 0.2520575
Moved 103.006 474 486 0.2638889 0.2520575
Moved 103.0367 462.9816 429.8629 0.2383832 0.1076719
Moved 103.0674 443.5905 353.6801 0.1934965 -0.08827154
Moved 103.0982 436.1035 317.9659 0.1761656 -0.1801288
Moved 103.129 433 296.7451 0.1689814 -0.2347093
Moved 103.1597 427.7671 284.5342 0.1568683 -0.2661158
Moved 103.1904 422.2416 277.2416 0.1440777 -0.2848725
Moved 103.2211 408.1426 276 0.1114413 -0.288066
Moved 103.2519 389.8665 306.8892 0.06913543 -0.2086182
Moved 103.2826 375.5937 340.5159 0.03609647 -0.12213
Moved 103.3134 368.7776 357.4447 0.02031863 -0.0785888
Moved 103.3442 365.245 377.2853 0.01214117 -0.02755852
Ended 103.3749 364 386 0.009259283 -0.005144111
PhraseEnd 103.8053
