do you prefer a window seat
Direct
0.6 0.6
432 388.8
Began 522.9821 261 368 -0.2291666 -0.05144041
Stationary 523.0128 261 368 -0.2291666 -0.05144041
Stationary 523.0436 261 368 -0.2291666 -0.05144041
Stationary 523.0742 261 368 -0.2291666 -0.05144041
Moved 523.105 280.9659 373.2202 -0.1829492 -0.03801393
Moved 523.1357 301.637 381.879 -0.1350995 -0.01574324
Moved 523.1664 333.8522 398.6193 -0.06052738 0.02731288
Moved 523.1972 375.5674 422.3811 0.03603568 0.08842868
Moved 523.228 406.6909 443.3245 0.1080809 0.1422955
Moved 523.2587 433.146 461.764 0.1693194 0.1897221
Moved 523.2894 455.4622 478.0966 0.2209772 0.2317299
Moved 523.3201 472.6851 494.4443 0.260845 0.2737765
Moved 523.3509 485.8113 506.3428 0.29123 0.3043795
Moved 523.3816 497.0912 515.0684 0.3173408 0.326822
Moved 523.4124 506.1523 522.1523 0.3383155 0.3450419
Moved 523.4431 512.3883 527.2589 0.3527507 0.3581759
Ended 523.4738 513.0932 528.0932 0.3543824 0.3603219
Began 524.3036 364 484 0.009259283 0.2469135
Stationary 524.3344 364 484 0.009259283 0.2469135
Stationary 524.365 364 484 0.009259283 0.2469135
Moved 524.3957 382.1177 484 0.0511984 0.2469135
Moved 524.4265 407.7975 484 0.1106425 0.2469135
Moved 524.4572 436.941 484 0.1781041 0.2469135
Moved 524.488 461.271 484 0.2344237 0.2469135
Moved 524.5187 480.8321 493.6107 0.2797039 0.2716325
Moved 524.5494 492.4745 498.1898 0.3066541 0.28341
Moved 524.5801 502.5984 503.2993 0.330089 0.2965515
Moved 524.6108 511.6242 507.2081 0.350982 0.306605
Moved 524.6416 517.7628 510 0.3651916 0.3137859
Moved 524.6724 520.0183 512.0183 0.3704128 0.3189771
Moved 524.7031 520 513.5789 0.3703704 0.322991
Moved 524.7338 511.4611 514 0.3506042 0.324074
Moved 524.7645 491.1443 514 0.3035747 0.324074
Moved 524.7952 470.7018 506.6238 0.2562541 0.3051022
Moved 524.826 456.6181 502.5236 0.223653 0.2945565
Moved 524.8568 448.9331 500.9666 0.2058637 0.2905518
Moved 524.8875 443.4068 500 0.1930714 0.2880658
Moved 524.9182 441.1418 500 0.1878283 0.2880658
Ended 524.9489 441 500 0.1875 0.2880658
Began 525.7787 541 517 0.4189815 0.33179
Stationary 525.8094 541 517 0.4189815 0.33179
Stationary 525.8401 541 517 0.4189815 0.33179
Stationary 525.8708 541 517 0.4189815 0.33179
Stationary 525.9016 541 517 0.4189815 0.33179
Moved 525.9323 523.973 517 0.379567 0.33179
Moved 525.963 502.5348 525.9109 0.3299416 0.3547089
Moved 525.9938 469 528.5 0.2523148 0.3613682
Moved 526.0245 424.549 530.8029 0.1494189 0.3672912
Moved 526.0552 378.7345 531 0.04336685 0.3677982
Moved 526.0859 349.9371 532 -0.02329374 0.3703703
Moved 526.1167 326.8285 532 -0.07678588 0.3703703
Moved 526.1475 312.2298 533.7213 -0.1105792 0.3747973
Moved 526.1782 295.0383 535.2802 -0.1503742 0.3788071
Moved 526.2089 283.8202 535 -0.1763421 0.3780863
Moved 526.2396 275.8208 535 -0.1948593 0.3780863
Moved 526.2704 270.132 535 -0.2080277 0.3780863
Moved 526.301 262.458 535 -0.2257916 0.3780863
Moved 526.3318 258.2621 535 -0.2355045 0.3780863
Moved 526.3626 253.4044 525.9153 -0.2467492 0.3547203
Moved 526.3933 250.1108 525.5554 -0.2543731 0.3537947
Moved 526.4241 247.8991 523.8991 -0.2594928 0.3495347
Moved 526.4548 246.6285 522.6285 -0.2624339 0.3462668
Moved 526.4855 244.9078 520.9078 -0.2664171 0.341841
Stationary 526.5162 245 521 -0.2662037 0.3420781
Moved 526.547 245 519.5 -0.2662037 0.3382201
Moved 526.5777 245 518.8769 -0.2662037 0.3366174
Stationary 526.6084 245 518.8769 -0.2662037 0.3366174
Moved 526.6392 245 517.9265 -0.2662037 0.3341729
Moved 526.6699 245 517 -0.2662037 0.33179
Moved 526.7006 245 515.8822 -0.2662037 0.328915
Stationary 526.7313 245 515.8822 -0.2662037 0.328915
Moved 526.7621 245 514.8341 -0.2662037 0.3262193
Moved 526.7928 253.7518 514.2482 -0.2459449 0.3247123
Moved 526.8235 256.3026 514 -0.2400404 0.324074
