experience is hard to come by
Direct
0.6 0.6
432 388.8
Began 566.8078 249 493 -0.2569445 0.2700616
Stationary 566.8386 249 493 -0.2569445 0.2700616
Stationary 566.8693 249 493 -0.2569445 0.2700616
Stationary 566.9 249 493 -0.2569445 0.2700616
Moved 566.9307 257.6089 477.012 -0.2370163 0.2289401
Moved 566.9614 260.11 428.8005 -0.2312269 0.1049396
Moved 566.9922 260 370.2424 -0.2314815 -0.04567291
Moved 567.0229 263.6441 336.3384 -0.223046 -0.1328746
Moved 567.0536 266.4021 312.1853 -0.2166618 -0.1949967
Moved 567.0844 268 299.8785 -0.212963 -0.2266499
Moved 567.1151 270.1508 295.8492 -0.2079844 -0.2370133
Moved 567.1459 272.3199 295 -0.2029631 -0.2391976
Moved 567.1766 300.2513 322.3228 -0.1383073 -0.1689229
Moved 567.2073 390.993 423.6392 0.07174313 0.09166458
Moved 567.2381 441.3057 473.0187 0.1882077 0.2186694
Moved 567.2688 469.5006 497.6672 0.2534737 0.2820658
Moved 567.2995 486.8374 510.8374 0.2936051 0.3159397
Moved 567.3303 496.1586 517.1586 0.3151819 0.332198
Moved 567.361 501.1491 520.0746 0.3267341 0.3396979
Moved 567.3918 504 521.9784 0.3333333 0.3445945
Moved 567.4225 506 522.8531 0.337963 0.3468443
Moved 567.4532 506 523.5 0.337963 0.3485081
Moved 567.4839 506 523 0.337963 0.3472221
Moved 567.5147 497.6632 523 0.3186649 0.3472221
Moved 567.5454 460.9413 515.5368 0.2336605 0.3280267
Moved 567.5762 413.4147 508.2943 0.1236451 0.3093988
Moved 567.6069 371.7897 508 0.02729088 0.3086419
Moved 567.6376 327.5666 508 -0.07507741 0.3086419
Moved 567.6684 289.8836 506.7648 -0.1623065 0.305465
Moved 567.6991 266.2727 507 -0.2169614 0.3060699
Moved 567.7298 244.233 506 -0.2679791 0.3034978
Moved 567.7606 230.5447 506 -0.2996649 0.3034978
Moved 567.7913 225.273 506 -0.3118681 0.3034978
Moved 567.822 222.089 506 -0.3192385 0.3034978
Moved 567.8528 220.6472 506 -0.3225758 0.3034978
Moved 567.8835 220 506 -0.3240741 0.3034978
Stationary 567.9142 220 506 -0.3240741 0.3034978
Moved 567.945 220 513.3513 -0.3240741 0.3224056
Moved 567.9757 235.6478 514.9296 -0.2878524 0.3264649
Moved 568.0065 255.6335 516 -0.2415891 0.329218
Moved 568.0372 273.6592 516 -0.1998629 0.329218
Moved 568.0679 290.2697 516 -0.1614127 0.329218
Moved 568.0986 300.3792 516 -0.1380112 0.329218
Moved 568.1294 311.7619 516 -0.1116622 0.329218
Moved 568.1602 333.2948 516 -0.06181761 0.329218
Moved 568.1909 359.2301 522.269 -0.001782179 0.3453421
Moved 568.2216 386.848 526.2848 0.06214817 0.3556707
Moved 568.2523 412.9859 530.7986 0.1226526 0.3672802
Moved 568.283 435.707 531 0.1752477 0.3677982
Moved 568.3138 453.3206 531 0.2160199 0.3677982
Moved 568.3445 464.7175 531 0.2424016 0.3677982
Moved 568.3752 469.9568 531 0.2545295 0.3677982
Moved 568.406 472.8583 524.1334 0.2612461 0.3501373
Moved 568.4368 474 508.8516 0.2638889 0.3108321
Moved 568.4675 464.4642 479.9285 0.2418154 0.2364415
Moved 568.4982 440.928 432.9901 0.1873334 0.1157152
Moved 568.529 423.942 399.8956 0.1480138 0.03059552
Moved 568.5596 411.3427 375.7997 0.1188489 -0.03137949
Moved 568.5904 400.6151 355.2301 0.09401628 -0.08428479
Moved 568.6212 395.6655 343.9965 0.08255909 -0.1131777
Moved 568.6519 391.7921 336.5841 0.07359277 -0.1322426
Moved 568.6826 388.1857 332.1857 0.06524463 -0.1435554
Moved 568.7133 385.3739 328.374 0.05873591 -0.1533592
Moved 568.7441 383.4945 325.4945 0.05438546 -0.1607652
Moved 568.7748 381.8102 323.8102 0.05048662 -0.1650973
Moved 568.8055 380.5 322.5 0.04745374 -0.1684671
Moved 568.8363 379.8416 321.8416 0.04592955 -0.1701607
Moved 568.8671 378.3617 320 0.04250397 -0.1748972
Moved 568.8978 378 320 0.04166663 -0.1748972
Moved 568.9285 376.5 319 0.03819446 -0.1774692
Moved 568.9592 376 318 0.03703703 -0.1800412
Stationary 568.99 376 318 0.03703703 -0.1800412
Moved 569.0207 375 317 0.03472219 -0.1826131
