the five boxing wizards jump quickly
Direct
0.6 0.6
432 388.8
Began 190.9485 346 502 -0.03240739 0.2932098
Stationary 190.9792 346 502 -0.03240739 0.2932098
Stationary 191.01 346 502 -0.03240739 0.2932098
Moved 191.0407 351.7954 492.0649 -0.01899203 0.2676567
Moved 191.0714 364.2774 465.4453 0.009901325 0.1991904
Moved 191.1021 381.8035 433.9083 0.05047103 0.1180767
Moved 191.1329 391.3849 413.2302 0.07265031 0.06489236
Moved 191.1636 394.7462 402.0153 0.08043101 0.0360474
Moved 191.1944 395 396.9518 0.08101851 0.02302409
Moved 191.2251 368.3429 399.0408 0.0193123 0.02839693
Moved 191.2558 322.7151 426.571 -0.08630772 0.09920508
Moved 191.2865 288.9321 455.2166 -0.1645091 0.172882
Moved 191.3173 263.6813 482.478 -0.2229599 0.2429988
Moved 191.348 260.3918 486.8247 -0.2305745 0.2541787
Ended 191.3788 259 492.9811 -0.2337963 0.2700131
Began 192.147 300 362 -0.1388889 -0.06687243
Stationary 192.1778 300 362 -0.1388889 -0.06687243
Moved 192.2085 307.8299 380.1774 -0.1207641 -0.02011986
Moved 192.2392 345.5 427.5 -0.03356482 0.1015946
Moved 192.2699 398.5168 488.5907 0.08915941 0.2587208
Moved 192.3007 425.2418 514.3365 0.1510226 0.3249396
Moved 192.3315 441.9279 529.1423 0.1896478 0.3630202
Moved 192.3622 448.512 534.256 0.2048888 0.3761727
Moved 192.3929 450 535 0.2083333 0.3780863
Moved 192.4236 443.4326 505.8113 0.1931309 0.3030125
Moved 192.4544 418.2845 431.7825 0.1349179 0.1126093
Moved 192.4851 399.1017 379.7669 0.09051313 -0.02117565
Moved 192.5158 388.521 354.6723 0.06602088 -0.08571938
Moved 192.5466 381.5199 339.7997 0.04981458 -0.1239719
Moved 192.5773 375.2813 332.2813 0.03537327 -0.1433096
Moved 192.608 361.4767 331 0.003418326 -0.146605
Moved 192.6388 330.1867 367.6522 -0.06901225 -0.05233505
Moved 192.6695 302.9041 410.634 -0.1321663 0.05821487
Moved 192.7002 287.1245 443.7261 -0.1686933 0.1433283
Moved 192.731 279.2845 463.1467 -0.1868415 0.1932784
Moved 192.7617 276 473.2089 -0.1944444 0.2191585
Ended 192.7924 276 477.5262 -0.1944444 0.2302629
Began 193.6836 374 270 0.03240744 -0.303498
Stationary 193.7143 374 270 0.03240744 -0.303498
Stationary 193.745 374 270 0.03240744 -0.303498
Moved 193.7758 389.3614 301.5508 0.06796619 -0.2223488
Moved 193.8065 420.0998 358.3796 0.1391198 -0.07618421
Moved 193.8373 448.5329 414.2493 0.2049374 0.06751347
Moved 193.868 469.128 451.8799 0.252611 0.1643002
Moved 193.8987 481 473.5 0.2800926 0.2199073
Moved 193.9295 482 480.0853 0.2824074 0.2368447
Moved 193.9602 482 481.5 0.2824074 0.2404835
Moved 193.991 439.4168 447.9261 0.1838352 0.1541309
Moved 194.0217 360.8066 368.1763 0.001867115 -0.0509868
Moved 194.0524 331.1688 330.0363 -0.06673893 -0.1490836
Moved 194.0832 316.0199 310.5299 -0.1018057 -0.1992544
Moved 194.1139 303.8846 295.8461 -0.1298968 -0.2370213
Moved 194.1446 297.8426 287.2639 -0.1438829 -0.259095
Moved 194.1754 293.5504 283.5504 -0.1538186 -0.2686463
Moved 194.2061 292 280.6671 -0.1574074 -0.2760622
Moved 194.2369 290.5 279.5 -0.1608796 -0.2790638
Moved 194.2676 289.6842 278.6841 -0.1627681 -0.2811622
Moved 194.2983 288.7506 279 -0.1649292 -0.2803498
Stationary 194.329 289 279 -0.1643519 -0.2803498
Moved 194.3598 338.2269 348.3086 -0.05040069 -0.102087
Moved 194.3905 400.514 427.0168 0.09378243 0.1003518
Moved 194.4212 442.5302 473.2831 0.191042 0.2193496
Moved 194.452 463.5 496.5 0.2395834 0.2790637
Moved 194.4827 472.4402 505.2935 0.2602782 0.3016806
Moved 194.5134 474 507 0.2638889 0.3060699
Stationary 194.5442 474 507 0.2638889 0.3060699
Moved 194.5749 448.1178 455.8578 0.2039763 0.1745312
Moved 194.6056 422.9604 362.0695 0.1457417 -0.0666937
Moved 194.6364 418.5435 334.4893 0.1355174 -0.1376303
Moved 194.6671 410.5588 305.897 0.1170343 -0.2111703
Moved 194.6978 403.0926 289.1851 0.09975126 -0.2541536
