just in time for the party
Direct
0.6 0.6
432 388.8
Began 797.2994 456 371 0.2222222 -0.04372435
Stationary 797.3301 456 371 0.2222222 -0.04372435
Stationary 797.3608 456 371 0.2222222 -0.04372435
Stationary 797.3915 456 371 0.2222222 -0.04372435
Stationary 797.4223 456 371 0.2222222 -0.04372435
Moved 797.453 433.2773 396.7564 0.1696233 0.02252155
Moved 797.4838 417.7961 428.8091 0.1337872 0.1049617
Moved 797.5145 406.5177 452.7919 0.10768 0.1666459
Moved 797.5453 399.7146 471.4989 0.09193192 0.2147605
Moved 797.576 397.5 484 0.08680551 0.2469135
Moved 797.6067 397 489.2772 0.0856481 0.2604864
Moved 797.6374 395.1852 493.8148 0.08144736 0.2721573
Moved 797.6682 394 495 0.07870366 0.2752057
Moved 797.699 388.7421 495 0.06653269 0.2752057
Moved 797.7297 366.1411 484.908 0.01421541 0.2492488
Moved 797.7604 303.0636 446.6257 -0.1317972 0.1507861
Moved 797.7911 276.6478 428.0986 -0.1929448 0.1031341
Moved 797.8219 257.5519 411.5519 -0.2371483 0.0605759
Moved 797.8527 247.4836 401.4836 -0.2604547 0.03467991
Moved 797.8834 240.8998 393.7995 -0.275695 0.01491641
Moved 797.9141 238.0226 391.0226 -0.282355 0.007774212
Moved 797.9448 236.5854 391 -0.285682 0.007715971
Moved 797.9756 237 390 -0.2847222 0.005143954
Stationary 798.0063 237 390 -0.2847222 0.005143954
Moved 798.037 250.5129 401.4103 -0.2534423 0.03449153
Moved 798.0677 274.2499 423.4999 -0.1984955 0.09130638
Moved 798.0985 320.9772 467.9772 -0.09033065 0.2057026
Moved 798.1293 341.091 490.5092 -0.04377091 0.2636552
Moved 798.16 349.8617 500.8617 -0.02346829 0.2902821
Moved 798.1907 352.8262 504.8262 -0.01660595 0.3004789
Moved 798.2214 355 507.6991 -0.01157408 0.307868
Moved 798.2521 356.1311 509.1312 -0.008955697 0.3115513
Moved 798.283 357.374 510.374 -0.00607878 0.3147478
Moved 798.3137 358 511.9431 -0.004629641 0.3187837
Moved 798.3444 358.8159 512.8159 -0.002741019 0.3210284
Moved 798.3752 359 513 -0.002314796 0.321502
Moved 798.4059 359 514.0583 -0.002314796 0.3242241
Moved 798.4366 360.2883 514 0.0006673734 0.324074
Moved 798.4673 360 515.5 0 0.327932
Moved 798.4981 361.2062 515 0.00279218 0.326646
Stationary 798.5289 361 515 0.002314846 0.326646
Moved 798.5596 362.5 516.5 0.005787015 0.3305041
Moved 798.5903 363 516 0.006944438 0.329218
Stationary 798.6211 363 516 0.006944438 0.329218
Ended 798.6518 364.125 516 0.009548565 0.329218
Began 799.0514 462 523 0.2361111 0.3472221
Stationary 799.0821 462 523 0.2361111 0.3472221
Stationary 799.1129 462 523 0.2361111 0.3472221
Moved 799.1436 434.7246 458.4492 0.1729737 0.1811965
Moved 799.1743 402.3768 359.0766 0.09809444 -0.07439145
Moved 799.2051 389.1511 312.36 0.06747942 -0.1945474
Moved 799.2358 385.2817 284.535 0.05852243 -0.2661138
Moved 799.2665 384 269.5 0.0555556 -0.304784
Moved 799.2973 383 259.6968 0.05324075 -0.3299978
Moved 799.328 382 255.0349 0.05092591 -0.3419884
Ended 799.3587 382 253.6082 0.05092591 -0.345658
Began 799.8198 346 497 -0.03240739 0.2803498
Stationary 799.8505 346 497 -0.03240739 0.2803498
Stationary 799.8813 346 497 -0.03240739 0.2803498
Moved 799.912 388.564 497 0.06612033 0.2803498
Moved 799.9427 420.4135 497 0.1398461 0.2803498
Moved 799.9734 433.679 497 0.1705533 0.2803498
Moved 800.0042 443.3819 497 0.1930137 0.2803498
Moved 800.0349 449.9228 497 0.2081547 0.2803498
Moved 800.0657 456.5584 497 0.2235147 0.2803498
Moved 800.0964 464.2047 497 0.2412145 0.2803498
Moved 800.127 477.6751 484.2309 0.2723962 0.2475073
Moved 800.1579 493 403 0.3078704 0.03858017
Moved 800.1887 493 338.4708 0.3078704 -0.1273898
Moved 800.2193 493 297.0258 0.3078704 -0.2339872
Moved 800.2501 494 276.5279 0.3101851 -0.2867081
Moved 800.2808 494 263.3705 0.3101851 -0.3205492
Moved 800.3115 494 255.9438 0.3101851 -0.3396508
Moved 800.3423 494 252.6013 0.3101851 -0.3482476
Moved 800.3731 482.1712 253 0.2828038 -0.3472223
