the bathroom is good for reading
Direct
0.6 0.6
432 388.8
Began 514.7997 343 514 -0.03935183 0.324074
Stationary 514.8304 343 514 -0.03935183 0.324074
Stationary 514.8611 343 514 -0.03935183 0.324074
Moved 514.8918 350.2864 482.7264 -0.02248526 0.2436379
Moved 514.9225 369.5105 447.979 0.02201508 0.1542669
Moved 514.9533 388.8973 409.2054 0.06689191 0.05454055
Moved 514.984 401.7186 383.5629 0.09657075 -0.01141246
Moved 515.0147 407.7004 370.1985 0.1104175 -0.04578586
Moved 515.0455 410.5776 363.8447 0.1170778 -0.06212784
Moved 515.0762 412 359.5473 0.1203704 -0.0731808
Stationary 515.1069 412 360 0.1203704 -0.07201654
Moved 515.1376 366.7049 392.6963 0.01552055 0.01207893
Moved 515.1683 309.3745 438.2817 -0.1171887 0.1293252
Moved 515.199 265.4016 475.5983 -0.2189777 0.2253042
Moved 515.2298 255 486 -0.2430556 0.2520575
Ended 515.2606 241 511 -0.275463 0.3163579
Began 516.3973 375 215 0.03472219 -0.4449589
Stationary 516.428 375 215 0.03472219 -0.4449589
Stationary 516.4588 375 215 0.03472219 -0.4449589
Stationary 516.4894 375 215 0.03472219 -0.4449589
Moved 516.5203 359.7749 238.7085 -0.0005211433 -0.3839802
Moved 516.551 342.6113 265.5234 -0.04025156 -0.3150117
Moved 516.5816 326.0685 288.9088 -0.07854526 -0.2548643
Moved 516.6124 311.739 306.3132 -0.1117153 -0.2100997
Moved 516.6431 293.5841 324.4889 -0.1537405 -0.1633516
Moved 516.6738 268.941 342.8354 -0.2107847 -0.1161642
Moved 516.7046 247 355.5 -0.2615741 -0.08359061
Moved 516.7353 231.0192 360.1962 -0.2985668 -0.07151199
Moved 516.7661 221 363.5 -0.3217593 -0.06301456
Moved 516.7968 210.2696 365.9326 -0.3465981 -0.05675774
Moved 516.8275 204.6808 367 -0.3595352 -0.05401234
Moved 516.8582 200.7726 369.2274 -0.368582 -0.04828347
Moved 516.8889 196.6561 372.3439 -0.3781108 -0.0402679
Moved 516.9196 194.0019 379.9943 -0.3842549 -0.02059089
Moved 516.9503 194 384.948 -0.3842593 -0.007849839
Moved 516.981 198.9541 398.2018 -0.3727914 0.02623923
Moved 517.0118 212.1703 412.6043 -0.3421985 0.06328261
Moved 517.0425 239.2894 438.2894 -0.2794227 0.129345
Moved 517.0732 275.4689 466.6603 -0.1956739 0.2023154
Moved 517.104 293.4285 479.0571 -0.1541007 0.2342003
Moved 517.1347 305.2356 488.2357 -0.1267694 0.2578077
Moved 517.1654 314.3264 496.4352 -0.105726 0.2788969
Moved 517.1962 321.972 503.9579 -0.08802786 0.2982456
Moved 517.2269 327.7263 509.7263 -0.07470767 0.3130819
Moved 517.2576 330.5 516 -0.06828706 0.329218
Moved 517.2883 332 519.2595 -0.06481484 0.3376016
Moved 517.319 333 522.1279 -0.06249999 0.3449791
Moved 517.3497 333 523.3755 -0.06249999 0.348188
Moved 517.3805 333 524.1373 -0.06249999 0.3501474
Moved 517.4112 323.6464 525 -0.08415177 0.3523662
Moved 517.4419 319.5735 525 -0.09357984 0.3523662
Moved 517.4727 313.9085 525 -0.1066933 0.3523662
Moved 517.5034 308.5854 525 -0.1190153 0.3523662
Moved 517.5341 304.753 525 -0.1278867 0.3523662
Moved 517.5648 301.5 525 -0.1354167 0.3523662
Moved 517.5956 299.9973 525 -0.1388951 0.3523662
Stationary 517.6263 299.9973 525 -0.1388951 0.3523662
Moved 517.657 299 518 -0.1412037 0.3343621
Stationary 517.6877 299 518 -0.1412037 0.3343621
Stationary 517.7184 299 518 -0.1412037 0.3343621
Stationary 517.7492 299 518 -0.1412037 0.3343621
Stationary 517.7799 299 518 -0.1412037 0.3343621
Stationary 517.8106 299 518 -0.1412037 0.3343621
Stationary 517.8413 299 518 -0.1412037 0.3343621
Stationary 517.8721 299 518 -0.1412037 0.3343621
Stationary 517.9028 299 518 -0.1412037 0.3343621
Stationary 517.9335 299 518 -0.1412037 0.3343621
Stationary 517.9642 299 518 -0.1412037 0.3343621
Moved 517.9949 308.6102 518 -0.1189578 0.3343621
Moved 518.0257 309.2626 518 -0.1174477 0.3343621
Moved 518.0565 313.6057 518 -0.1073943 0.3343621
Moved 518.0871 320.0366 514.6423 -0.09250779 0.3257259
Moved 518.1179 326.1011 511.8989 -0.07846971 0.31867
