the collapse of the Roman empire
Direct
0.6 0.6
432 388.8
Moved 1634.665 288.204 236.4081 -0.1661945 -0.389897
Moved 1634.696 295.9483 248.2472 -0.1482678 -0.3594466
Moved 1634.727 302.7016 257.6022 -0.1326351 -0.3353854
Moved 1634.758 313.0767 276.738 -0.1086188 -0.2861678
Moved 1634.788 320.9278 288.8796 -0.09044499 -0.2549393
Moved 1634.819 327 299 -0.07638887 -0.2289095
Moved 1634.85 334.4927 308.3235 -0.05904471 -0.2049291
Moved 1634.88 340.9557 315.9557 -0.04408404 -0.1852992
Moved 1634.911 345.772 322.772 -0.03293524 -0.1677676
Moved 1634.942 350.8749 330.7498 -0.02112299 -0.1472486
Moved 1634.973 356.2423 335.9897 -0.008698354 -0.1337712
Moved 1635.003 362.66 343.66 0.006157458 -0.1140434
Moved 1635.034 370.2926 352.2926 0.02382546 -0.09184009
Moved 1635.065 376.6293 359.9439 0.03849367 -0.0721608
Moved 1635.096 385.0367 368.0367 0.05795538 -0.0513459
Moved 1635.126 395.6934 379.8321 0.08262366 -0.02100807
Moved 1635.157 409.4954 393.7963 0.1145727 0.01490813
Moved 1635.188 425.7725 412.0257 0.152251 0.06179436
Moved 1635.219 437 423.5 0.1782407 0.09130646
Moved 1635.249 452.2706 442.2706 0.2135893 0.1395847
Moved 1635.28 464.0145 459.2203 0.2407743 0.1831797
Moved 1635.311 473.4355 471.5806 0.2625821 0.2149706
Moved 1635.342 479.5 480.5 0.2766204 0.2379114
Moved 1635.372 481.9295 485.8589 0.2822442 0.2516948
Moved 1635.403 483.4807 488.4807 0.2858348 0.2584378
Moved 1635.434 484 491.0445 0.287037 0.2650321
Moved 1635.464 485 492.5 0.2893518 0.2687756
Moved 1635.495 486.8734 492 0.2936884 0.2674896
Stationary 1635.526 487 492 0.2939814 0.2674896
Moved 1635.557 489.5 492 0.2997685 0.2674896
Moved 1635.588 491.5 492 0.3043981 0.2674896
Moved 1635.618 493.7529 486.7299 0.3096131 0.2539347
Moved 1635.649 497.2999 476.8005 0.3178238 0.2283964
Moved 1635.68 503.7159 463.8522 0.3326757 0.1950931
Moved 1635.71 508.8043 452.3914 0.3444544 0.1656155
Moved 1635.741 513.3591 441.6022 0.3549978 0.1378658
Moved 1635.772 518.4441 427.8898 0.3667687 0.1025971
Moved 1635.803 522.5536 414.5623 0.3762816 0.06831852
Moved 1635.833 526.324 400.3801 0.3850093 0.03184165
Moved 1635.864 530.1525 385.5427 0.3938715 -0.00632031
Moved 1635.895 536.3906 367.8283 0.4083115 -0.051882
Moved 1635.926 536 366.3229 0.4074074 -0.05575384
Moved 1635.956 536 360.311 0.4074074 -0.07121647
Moved 1635.987 525.742 357.0692 0.3836621 -0.07955472
Moved 1636.018 509.7906 354.9767 0.3467376 -0.08493643
Moved 1636.048 482.051 354 0.2825255 -0.08744855
Moved 1636.079 451.4968 354 0.211798 -0.08744855
Moved 1636.11 425.2742 354 0.1510976 -0.08744855
Moved 1636.141 398.6498 362.935 0.08946726 -0.06446768
Moved 1636.172 369.5785 366.4913 0.02217253 -0.05532088
Moved 1636.202 338.6022 369.0723 -0.04953186 -0.04868228
Moved 1636.233 313.0217 369 -0.1087461 -0.04886839
Moved 1636.264 283.0064 370 -0.178226 -0.04629637
Moved 1636.294 258.5937 370 -0.2347368 -0.04629637
Moved 1636.325 242.6172 371 -0.2717194 -0.04372435
Moved 1636.356 224.2848 371 -0.3141557 -0.04372435
Moved 1636.387 211.3167 371 -0.3441743 -0.04372435
Moved 1636.417 198.5671 371 -0.3736872 -0.04372435
Moved 1636.448 186.8568 371 -0.4007944 -0.04372435
Moved 1636.479 178.6845 372.0789 -0.4197119 -0.04094952
Moved 1636.51 168.5044 372 -0.4432769 -0.04115226
Moved 1636.54 160.4771 372 -0.4618586 -0.04115226
Moved 1636.571 155.5433 372.7283 -0.4732794 -0.03927898
Moved 1636.602 153.043 373 -0.4790672 -0.03858032
Moved 1636.633 150.5034 373 -0.4849459 -0.03858032
Moved 1636.663 148.9737 373 -0.4884869 -0.03858032
Moved 1636.694 148 373 -0.4907407 -0.03858032
Moved 1636.725 147.1287 373 -0.4927575 -0.03858032
Moved 1636.755 147 374 -0.4930556 -0.03600823
Stationary 1636.786 147 374 -0.4930556 -0.03600823
Moved 1636.817 147 375.1089 -0.4930556 -0.03315631
Moved 1636.848 147 375.775 -0.4930556 -0.03144284
Moved 1636.878 147 377.1566 -0.4930556 -0.02788952
Moved 1636.909 156.5678 380.7119 -0.470908 -0.01874523
Moved 1636.94 164.2436 385.829 -0.45314 -0.005583743
Moved 1636.97 174.4177 390.3671 -0.4295887 0.006088052
Moved 1637.001 187.1395 397.6837 -0.4001401 0.02490664
Moved 1637.032 202.8796 405.5518 -0.3637047 0.04514356
Moved 1637.063 224.2282 415.6141 -0.3142866 0.07102385
Moved 1637.094 248.9379 424.402 -0.2570882 0.0936264
Moved 1637.124 293.0903 444.1497 -0.1548835 0.1444178
Moved 1637.155 380.8087 480.2483 0.0481682 0.2372641
Moved 1637.186 445.6356 514.5374 0.1982305 0.3254563
Moved 1637.217 467.5671 529.5942 0.2489979 0.3641826
Moved 1637.247 498.0289 550.0181 0.3195114 0.4167131
Moved 1637.278 514.2083 559.6563 0.3569637 0.4415026
Moved 1637.309 522.2737 564.1824 0.3756335 0.453144
Moved 1637.339 527.5332 567.5332 0.3878084 0.4617622
Moved 1637.37 531.9108 568.9108 0.3979416 0.4653053
Moved 1637.401 534.4592 570 0.4038406 0.4681069
Moved 1637.432 536.9977 571 0.4097169 0.4706789
Moved 1637.462 538.1053 571 0.4122808 0.4706789
Moved 1637.493 529.3111 561.5212 0.3919238 0.4462993
Moved 1637.524 482.524 516.524 0.2836204 0.3305659
Moved 1637.555 446.3924 488.1603 0.1999823 0.2576138
Moved 1637.585 419.6072 472.1137 0.1379797 0.2163418
Moved 1637.616 389.7265 459.4333 0.06881128 0.1837275
Moved 1637.647 358.7978 450.1995 -0.002782841 0.159978
Moved 1637.678 327.145 441.715 -0.07605319 0.1381558
Moved 1637.708 302.4075 432.763 -0.133316 0.1151311
Moved 1637.739 279.4218 421.901 -0.1865236 0.08719388
Moved 1637.77 260.8952 409.2108 -0.2294094 0.05455449
Moved 1637.801 245.7939 397.196 -0.2643659 0.0236521
Moved 1637.831 235.2392 387.2393 -0.2887981 -0.001956681
Moved 1637.862 226.6253 376.1671 -0.3087377 -0.03043461
Moved 1637.893 218.9918 365.9836 -0.3264078 -0.05662667
Moved 1637.924 215.5 361 -0.3344907 -0.06944452
Moved 1637.954 213.1547 358.1547 -0.3399197 -0.07676262
Moved 1637.985 213 356.9314 -0.3402778 -0.07990903
Moved 1638.016 212 356 -0.3425926 -0.0823046
Stationary 1638.047 212 356 -0.3425926 -0.0823046
Moved 1638.077 212 364.8857 -0.3425926 -0.05945048
Moved 1638.108 221.6909 389.6909 -0.3201599 0.004349029
Moved 1638.139 229.9925 416.9777 -0.3009432 0.07453094
Moved 1638.169 239.213 443.6392 -0.2795994 0.1431047
Moved 1638.2 248.6642 462.6624 -0.2577217 0.1920327
Moved 1638.231 258.3401 482.6802 -0.2353238 0.2435191
Moved 1638.262 266.9816 497.6422 -0.2153204 0.2820013
Moved 1638.292 271.2034 505.6102 -0.2055477 0.3024954
Moved 1638.323 274.5 511 -0.1979167 0.3163579
Moved 1638.354 278.0712 514.0712 -0.18965 0.324257
Ended 1638.385 278.0712 514.0712 -0.18965 0.324257
Began 1639.43 515 489 0.3587963 0.2597736
Stationary 1639.46 515 489 0.3587963 0.2597736
Stationary 1639.491 515 489 0.3587963 0.2597736
Stationary 1639.522 515 489 0.3587963 0.2597736
Stationary 1639.553 515 489 0.3587963 0.2597736
Moved 1639.583 500.3255 489 0.3248276 0.2597736
Moved 1639.614 482.7392 489 0.2841185 0.2597736
Moved 1639.645 457.9044 474.9617 0.2266306 0.223667
Moved 1639.676 432.7284 461.761 0.1683528 0.1897144
Moved 1639.706 400.988 444.0844 0.09487958 0.1442498
Moved 1639.737 371.4584 424.9723 0.02652407 0.09509333
Moved 1639.768 339.8061 401.6448 -0.04674524 0.03509466
Moved 1639.798 314.9585 385.3057 -0.1042627 -0.006929876
Moved 1639.829 287.7587 365.8391 -0.1672252 -0.05699816
Moved 1639.86 269.5604 354.0403 -0.2093509 -0.08734503
Moved 1639.891 258.6627 346.4418 -0.234577 -0.1068883
Moved 1639.922 250.8289 340.9144 -0.2527109 -0.1211049
Moved 1639.952 245.8089 337.4044 -0.2643313 -0.1301328
Moved 1639.983 241.8612 334.8613 -0.2734693 -0.1366738
Moved 1640.014 239.3219 333.3219 -0.2793474 -0.140633
Moved 1640.044 237.0596 332 -0.2845842 -0.144033
Moved 1640.075 235.769 330.769 -0.2875716 -0.147199
Stationary 1640.106 236 331 -0.287037 -0.146605
Ended 1640.137 236 331 -0.287037 -0.146605
Began 1641.919 325 517 -0.08101851 0.33179
Stationary 1641.95 325 517 -0.08101851 0.33179
Stationary 1641.981 325 517 -0.08101851 0.33179
Stationary 1642.012 325 517 -0.08101851 0.33179
Moved 1642.042 331.5935 502.6043 -0.06575569 0.294764
Moved 1642.073 353.7252 481.5474 -0.01452511 0.2406052
Moved 1642.104 381.9096 452.0903 0.0507168 0.1648413
Moved 1642.135 407.9671 428.0329 0.1110349 0.1029652
Moved 1642.165 427.6666 408.9631 0.1566355 0.05391737
Moved 1642.196 446.2192 390.6066 0.1995815 0.006704212
Moved 1642.227 456.897 380.103 0.2242987 -0.02031138
Moved 1642.258 468.3418 368.9266 0.2507912 -0.04905724
Moved 1642.288 474.1422 361.8578 0.264218 -0.0672382
Moved 1642.319 479.1148 356.8852 0.2757288 -0.08002787
Moved 1642.35 481.6169 354.3831 0.2815206 -0.08646325
Moved 1642.38 484.1752 351.8248 0.2874426 -0.09304313
Moved 1642.411 485.2002 350.7998 0.2898153 -0.09567959
Moved 1642.442 486.3327 349.6674 0.2924368 -0.09859226
Moved 1642.473 486 348.856 0.2916667 -0.100679
Moved 1642.503 487 349 0.2939814 -0.1003086
Stationary 1642.534 487 349 0.2939814 -0.1003086
Moved 1642.565 476.3448 349 0.2693167 -0.1003086
Moved 1642.596 463.7068 361.3759 0.2400621 -0.06847759
Moved 1642.626 451.9348 366.0163 0.2128121 -0.05654244
Moved 1642.657 437.9218 373.5391 0.1803747 -0.03719385
Moved 1642.688 416.7643 383.1179 0.1313988 -0.01255695
Moved 1642.719 398.9289 393.0356 0.09011319 0.01295156
Moved 1642.749 381.731 401.5823 0.05030314 0.03493395
Moved 1642.78 364.0354 411.6029 0.00934114 0.06070698
Moved 1642.811 347.1114 422.4919 -0.02983481 0.08871361
Moved 1642.842 329.1068 436.4199 -0.07151196 0.1245366
Moved 1642.872 314.5889 448.6381 -0.1051182 0.155962
Moved 1642.903 302.96 458.032 -0.1320371 0.1801234
Moved 1642.934 291.7589 466.6808 -0.1579656 0.2023683
Moved 1642.964 286.8871 471.2258 -0.1692428 0.214058
Ended 1642.995 286.8871 471.2258 -0.1692428 0.214058
Began 1647.452 292 482 -0.1574074 0.2417695
Stationary 1647.483 292 482 -0.1574074 0.2417695
Stationary 1647.513 292 482 -0.1574074 0.2417695
Stationary 1647.544 292 482 -0.1574074 0.2417695
Stationary 1647.575 292 482 -0.1574074 0.2417695
Stationary 1647.606 292 482 -0.1574074 0.2417695
Stationary 1647.636 292 482 -0.1574074 0.2417695
Moved 1647.667 308.507 482 -0.1191968 0.2417695
Moved 1647.698 322.7064 482 -0.0863278 0.2417695
Moved 1647.729 347.4831 482 -0.02897426 0.2417695
Moved 1647.759 374.5665 493.0629 0.03371885 0.2702235
Moved 1647.79 395.2684 496.6098 0.08163989 0.2793461
Moved 1647.821 414.5366 499 0.1262421 0.2854938
Moved 1647.852 426.3159 501.6632 0.153509 0.2923436
Moved 1647.882 431.7744 502 0.1661445 0.2932098
Moved 1647.913 446.0761 506.769 0.1992503 0.3054758
Moved 1647.944 449.4134 507 0.2069754 0.3060699
Moved 1647.974 462.7182 511.5728 0.2377737 0.3178311
Moved 1648.005 470.3393 514.1131 0.2554151 0.3243648
Moved 1648.036 474.134 515.378 0.2641992 0.3276182
Moved 1648.067 479.5 516 0.2766204 0.329218
Moved 1648.097 486.5251 516 0.2928821 0.329218
Moved 1648.128 492.4574 516 0.3066144 0.329218
Moved 1648.159 495 463.5 0.3125 0.1941872
Moved 1648.19 487.554 404.6619 0.2952638 0.04285474
Moved 1648.22 483.2541 368.5243 0.2853103 -0.05009191
Moved 1648.251 481.0813 332.1382 0.2802808 -0.1436773
Moved 1648.282 478.6135 313.1014 0.2745683 -0.1926405
Moved 1648.313 474.2864 268.437 0.2645518 -0.3075182
Moved 1648.343 474 258.1129 0.2638889 -0.3340718
Moved 1648.374 471.4663 245.3988 0.2580238 -0.3667727
Moved 1648.405 467.8482 236.7723 0.2496486 -0.38896
Moved 1648.436 464 229.5 0.2407408 -0.4076646
Moved 1648.466 447.1273 224.8754 0.2016836 -0.4195592
Moved 1648.497 412.8459 240.4275 0.1223286 -0.379559
Moved 1648.528 373.7505 265.1663 0.03182998 -0.3159303
Moved 1648.558 333.2116 294.5256 -0.06201024 -0.2404176
Moved 1648.589 290.5905 323.2835 -0.1606702 -0.166452
Moved 1648.62 261.3034 343.418 -0.2284643 -0.1146658
Moved 1648.651 247.7952 351.0208 -0.2597333 -0.09511115
Moved 1648.681 225.9006 363.9371 -0.3104153 -0.06189017
Moved 1648.712 205.4637 373.7681 -0.3577228 -0.03660469
Moved 1648.743 201.5356 375.1548 -0.3668157 -0.0330381
Moved 1648.774 198.3031 377 -0.3742984 -0.02829226
Moved 1648.804 198 378 -0.375 -0.02572024
Moved 1648.835 217.88 362.68 -0.3289814 -0.06512355
Moved 1648.866 295.1538 293.4904 -0.1501069 -0.2430803
Moved 1648.897 335.1956 258.5638 -0.0574175 -0.3329122
Moved 1648.927 364.3016 236.0238 0.009957453 -0.3908853
Moved 1648.958 385.9315 221.182 0.06002655 -0.4290587
Moved 1648.989 392.8914 217.0652 0.07613748 -0.4396472
Moved 1649.02 402.595 211.2025 0.09859959 -0.4547261
Moved 1649.05 405.1492 209.9254 0.1045121 -0.4580108
Ended 1649.081 407.0398 208.9801 0.1088884 -0.4604422
Began 1650.495 261 526 -0.2291666 0.3549381
Stationary 1650.526 261 526 -0.2291666 0.3549381
Stationary 1650.556 261 526 -0.2291666 0.3549381
Stationary 1650.587 261 526 -0.2291666 0.3549381
Stationary 1650.618 261 526 -0.2291666 0.3549381
Moved 1650.649 261 516.1733 -0.2291666 0.3296637
Moved 1650.679 267.4189 500.8649 -0.2143081 0.2902902
Moved 1650.71 281.8926 475.2147 -0.1808041 0.2243176
Moved 1650.741 299.2636 444.6967 -0.1405935 0.1458246
Moved 1650.771 323.5352 402.6973 -0.08440936 0.03780157
Moved 1650.802 346.4951 365.0083 -0.03126125 -0.0591351
Moved 1650.833 369.4262 331.4033 0.02181997 -0.1455677
Moved 1650.864 391.3806 300.2672 0.07264019 -0.2256501
Moved 1650.895 418.0233 267.8305 0.1343132 -0.309078
Moved 1650.925 434.959 248.3325 0.1735163 -0.3592271
Moved 1650.956 447.8342 237.1327 0.2033198 -0.3880332
Moved 1650.987 454.1464 229.6244 0.2179314 -0.4073446
Moved 1651.017 463.2389 223.5074 0.238979 -0.4230776
Moved 1651.048 467.3217 219.6782 0.24843 -0.4329264
Moved 1651.079 470 219 0.2546296 -0.4346708
Moved 1651.11 474.2152 232.2913 0.264387 -0.4004855
Moved 1651.14 478.65 263.7496 0.2746527 -0.3195741
Moved 1651.171 482.3929 312.5181 0.2833169 -0.1941407
Moved 1651.202 486.481 345.1455 0.2927801 -0.1102225
Moved 1651.233 489.9844 377.8828 0.3008897 -0.02602173
Moved 1651.263 497.5 414 0.318287 0.06687239
Moved 1651.294 503.311 437.933 0.3317384 0.1284283
Moved 1651.325 509.9347 455.8693 0.347071 0.174561
Moved 1651.356 517.6237 470.2473 0.3648695 0.2115414
Moved 1651.386 527.2989 485.5978 0.387266 0.251023
Moved 1651.417 536.929 501.8757 0.4095577 0.29289
Moved 1651.448 545.6494 511.6494 0.4297438 0.3180281
Moved 1651.479 551.6516 517.6516 0.4436379 0.3334659
Moved 1651.509 555.729 521.3645 0.4530764 0.3430157
Moved 1651.54 556.9055 524.9055 0.4557998 0.3521232
Moved 1651.571 558 526.4477 0.4583333 0.3560897
Moved 1651.601 559 527.6893 0.4606481 0.3592831
Moved 1651.632 559 528.5 0.4606481 0.3613682
Moved 1651.663 559 529.1648 0.4606481 0.3630781
Moved 1651.694 559 530.0156 0.4606481 0.3652663
Moved 1651.724 547.7787 530 0.434673 0.3652262
Moved 1651.755 536.5717 530 0.4087307 0.3652262
Moved 1651.786 527.4937 530 0.3877169 0.3652262
Moved 1651.817 518.3354 530 0.3665172 0.3652262
Moved 1651.847 513.3472 530 0.3549704 0.3652262
Moved 1651.878 507.0845 530 0.3404734 0.3652262
Moved 1651.909 503.5 530 0.3321759 0.3652262
Moved 1651.94 497.8734 530 0.3191514 0.3652262
Moved 1651.97 495.777 530 0.3142985 0.3652262
Moved 1652.001 493.1586 530 0.3082375 0.3652262
Moved 1652.032 490.6354 530 0.3023968 0.3652262
Moved 1652.063 488.5 530 0.2974537 0.3652262
Moved 1652.093 486.8208 530 0.2935667 0.3652262
Moved 1652.124 484.2282 524.5978 0.2875654 0.3513316
Moved 1652.155 481.6694 523 0.2816421 0.3472221
Moved 1652.185 476.2262 522.1131 0.269042 0.3449411
Moved 1652.216 465.4459 522 0.2440877 0.3446501
Moved 1652.247 446.0753 517.593 0.1992484 0.3333152
Moved 1652.278 429.5416 513.757 0.1609759 0.3234488
Moved 1652.308 410.417 509.2025 0.1167061 0.3117346
Moved 1652.339 395.8467 508 0.08297841 0.3086419
Moved 1652.37 383.0663 506 0.05339414 0.3034978
Moved 1652.401 370.3228 506 0.0238953 0.3034978
Moved 1652.431 355.877 504 -0.009543995 0.2983539
Moved 1652.462 344.148 504 -0.03669436 0.2983539
Moved 1652.493 334.5 504 -0.05902777 0.2983539
Moved 1652.524 326.8528 504 -0.07672951 0.2983539
Moved 1652.554 319.7885 504 -0.09308223 0.2983539
Moved 1652.585 314.3821 504 -0.105597 0.2983539
Moved 1652.616 309.222 504 -0.1175417 0.2983539
Moved 1652.646 298.2614 504 -0.1429136 0.2983539
Moved 1652.677 288 504 -0.1666667 0.2983539
Moved 1652.708 279.7361 511 -0.185796 0.3163579
Moved 1652.739 273.3665 511 -0.2005405 0.3163579
Moved 1652.769 266.2997 512.8502 -0.2168989 0.3211166
Moved 1652.8 261.2187 514.3907 -0.2286605 0.3250788
Moved 1652.831 258.5623 515 -0.2348095 0.326646
Moved 1652.862 255.8204 516.1796 -0.2411564 0.3296799
Moved 1652.892 253.5 516 -0.2465278 0.329218
Moved 1652.923 251.7366 517 -0.2506098 0.33179
Moved 1652.954 250.669 518.331 -0.253081 0.3352134
Moved 1652.985 250 518 -0.2546296 0.3343621
Moved 1653.015 248.718 519.282 -0.2575973 0.3376594
Moved 1653.046 247.9728 520.0272 -0.2593223 0.3395762
Stationary 1653.077 248 520 -0.2592593 0.3395061
Moved 1653.108 247.0926 521 -0.2613598 0.3420781
Stationary 1653.138 247 521 -0.2615741 0.3420781
Moved 1653.169 247 522.331 -0.2615741 0.3455015
Stationary 1653.2 247 522.331 -0.2615741 0.3455015
Moved 1653.23 247 523.0969 -0.2615741 0.3474712
Moved 1653.261 246 524.3561 -0.2638889 0.35071
Stationary 1653.292 246 524.3561 -0.2638889 0.35071
Moved 1653.323 246 525.0926 -0.2638889 0.3526043
Stationary 1653.353 246 525.0926 -0.2638889 0.3526043
Moved 1653.384 246 526.0056 -0.2638889 0.3549525
Stationary 1653.415 246 526.0056 -0.2638889 0.3549525
Stationary 1653.446 246 526 -0.2638889 0.3549381
Moved 1653.476 246 527.3006 -0.2638889 0.3582833
Stationary 1653.507 246 527.3006 -0.2638889 0.3582833
Moved 1653.538 246 528.1108 -0.2638889 0.3603671
Stationary 1653.569 246 528.1108 -0.2638889 0.3603671
Stationary 1653.599 246 528.1108 -0.2638889 0.3603671
Moved 1653.63 246 529.0909 -0.2638889 0.362888
Stationary 1653.661 246 529.0909 -0.2638889 0.362888
Stationary 1653.692 246 529.0909 -0.2638889 0.362888
Stationary 1653.722 246 529.0909 -0.2638889 0.362888
Stationary 1653.753 246 529 -0.2638889 0.3626543
Moved 1653.784 244.8868 529 -0.2664657 0.3626543
Moved 1653.814 243.9771 529 -0.2685716 0.3626543
Moved 1653.845 242.3177 529 -0.2724127 0.3626543
Stationary 1653.876 242 529 -0.2731481 0.3626543
Moved 1653.907 238.51 529 -0.2812268 0.3626543
Moved 1653.937 233.9412 521.7943 -0.2918028 0.3441209
Moved 1653.968 230.3785 519.6893 -0.3000498 0.3387069
Moved 1653.999 228.5 518.5 -0.3043981 0.335648
Moved 1654.03 228 519 -0.3055556 0.3369341
Ended 1654.06 228 519 -0.3055556 0.3369341
PhraseEnd 1655.751
