this is a very good idea
Direct
0.6 0.6
432 388.8
Began 333.9512 352 521 -0.01851852 0.3420781
Stationary 333.9819 352 521 -0.01851852 0.3420781
Stationary 334.0126 352 521 -0.01851852 0.3420781
Moved 334.0433 352 502.1688 -0.01851852 0.293644
Moved 334.074 370.9086 475.6675 0.02525151 0.2254821
Moved 334.1047 383.7845 448.788 0.05505671 0.1563476
Moved 334.1355 395.9318 421.4376 0.0831754 0.08600203
Moved 334.1661 405.2796 404.4408 0.1048139 0.04228596
Moved 334.1968 414.8675 385.8875 0.1270081 -0.005433353
Moved 334.2276 421 375.5 0.1412037 -0.03215028
Moved 334.2583 423.3903 367.8292 0.1467367 -0.05187964
Moved 334.289 424 366.0452 0.1481481 -0.05646811
Moved 334.3197 424 363.1743 0.1481481 -0.06385206
Moved 334.3504 424 362 0.1481481 -0.06687243
Moved 334.3811 424 361 0.1481481 -0.06944452
Moved 334.4119 424 360 0.1481481 -0.07201654
Moved 334.4425 424 358.5 0.1481481 -0.07587456
Moved 334.4733 424 359 0.1481481 -0.07458848
Stationary 334.504 424 359 0.1481481 -0.07458848
Moved 334.5347 427.4841 371.9683 0.1562132 -0.04123389
Moved 334.5654 435.3702 392.8639 0.1744682 0.01250993
Moved 334.5961 445.7435 419.7331 0.1984803 0.08161795
Moved 334.6267 456.6284 451.4279 0.2236769 0.1631376
Moved 334.6575 465.2417 474.8973 0.2436151 0.2235013
Moved 334.6882 468.2958 486.1831 0.2506846 0.2525284
Moved 334.719 472.8131 498.0656 0.2611414 0.2830904
Moved 334.7497 476.6842 507.3683 0.2701022 0.3070173
Moved 334.7804 478.5604 513.5604 0.2744453 0.3229433
Moved 334.8111 479 516.437 0.275463 0.3303418
Moved 334.8418 480.4388 517.4388 0.2787935 0.3329186
Moved 334.8725 480 518.3729 0.2777778 0.3353211
Moved 334.9032 480 519.2501 0.2777778 0.3375773
Stationary 334.9339 480 519 0.2777778 0.3369341
Moved 334.9646 469.1283 519 0.2526118 0.3369341
Moved 334.9954 439.4187 496.6829 0.1838396 0.2795342
Moved 335.0261 386.48 462.962 0.06129622 0.1928033
Moved 335.0567 342.7935 435.2488 -0.03982996 0.1215247
Moved 335.0875 308.0586 419.4841 -0.1202348 0.08097746
Moved 335.1182 281.7038 406.4445 -0.1812413 0.04743945
Moved 335.1489 259.4367 394.821 -0.2327854 0.0175436
Moved 335.1796 246.1869 386.1869 -0.2634563 -0.00466335
Moved 335.2103 239.0465 381.5233 -0.279985 -0.01665837
Moved 335.2411 235.6339 378.6339 -0.2878844 -0.02408981
Moved 335.2718 233.5 377.5 -0.2928241 -0.02700625
Ended 335.3025 234 378 -0.2916667 -0.02572024
Began 336.4388 491 513 0.3032407 0.321502
Stationary 336.4695 491 513 0.3032407 0.321502
Stationary 336.5002 491 513 0.3032407 0.321502
Stationary 336.531 491 513 0.3032407 0.321502
Moved 336.5616 474.6191 505.313 0.2653221 0.301731
Moved 336.5923 442.3114 480.5409 0.1905356 0.2380166
Moved 336.6231 400.7113 451.8195 0.09423903 0.1641448
Moved 336.6538 364.3824 432.6912 0.01014451 0.1149465
Moved 336.6845 323.9312 412.5015 -0.0834925 0.06301805
Moved 336.7152 301.6053 402.8026 -0.135173 0.03807248
Moved 336.7459 281.6185 395.6474 -0.1814387 0.01966912
Moved 336.7766 266.9277 389.6426 -0.2154451 0.00422462
Moved 336.8073 257.8477 385.9492 -0.2364636 -0.005274682
Moved 336.838 253.1471 384 -0.2473446 -0.01028807
Moved 336.8688 250.5 383 -0.2534722 -0.01286016
Moved 336.8994 250 382 -0.2546296 -0.01543218
Ended 336.9302 250 382 -0.2546296 -0.01543218
Began 337.8822 194 361 -0.3842593 -0.06944452
Stationary 337.913 194 361 -0.3842593 -0.06944452
Ended 337.9437 194 361 -0.3842593 -0.06944452
Began 340.2778 339 240 -0.04861111 -0.3806585
Stationary 340.3085 339 240 -0.04861111 -0.3806585
Stationary 340.3392 339 240 -0.04861111 -0.3806585
Stationary 340.3699 339 240 -0.04861111 -0.3806585
Stationary 340.4006 339 240 -0.04861111 -0.3806585
Stationary 340.4314 339 240 -0.04861111 -0.3806585
Moved 340.4621 339 254.8232 -0.04861111 -0.3425329
Moved 340.4928 323.264 273.8934 -0.085037 -0.2934842
