what goes up must come down
Moved 1004.626 449.9355 315.3226 0.208184 -0.1869275
Moved 1004.657 437.193 364.6667 0.1786875 -0.06001374
Moved 1004.688 427.5362 405.8551 0.1563338 0.04592358
Moved 1004.718 419 438.5 0.1365741 0.1298867
Moved 1004.749 412.2473 482.5162 0.1209428 0.2430973
Moved 1004.78 409.5415 503.2094 0.1146794 0.2963204
Moved 1004.811 409 514.0706 0.113426 0.3242554
Moved 1004.841 408 518.5 0.1111111 0.335648
Moved 1004.872 407 521.8749 0.1087963 0.3443285
Moved 1004.903 404.578 522 0.1031898 0.3446501
Moved 1004.934 376.2918 497.2693 0.03771255 0.2810425
Moved 1004.964 320.5 445 -0.09143516 0.1466049
Moved 1004.995 284.364 407.364 -0.1750832 0.04980448
Moved 1005.026 259.3828 384.71 -0.2329102 -0.008462073
Moved 1005.057 245.55 371.4401 -0.2649304 -0.04259251
Moved 1005.087 237.6486 366.0991 -0.2832208 -0.05632965
Moved 1005.118 236.3281 365.3281 -0.2862775 -0.05831243
Moved 1005.149 234.5 365 -0.2905093 -0.05915646
Moved 1005.18 235 365 -0.2893518 -0.05915646
Stationary 1005.21 235 365 -0.2893518 -0.05915646
Moved 1005.241 240.3223 382.1396 -0.2770316 -0.01507316
Moved 1005.272 255.7276 402.0187 -0.2413712 0.03605619
Moved 1005.302 273.8706 430.3496 -0.1993736 0.1089238
Moved 1005.333 291.6462 460.822 -0.1582264 0.1872994
Moved 1005.364 305.8092 491.0866 -0.1254416 0.2651404
Moved 1005.395 316.1003 511.2005 -0.1016198 0.3168736
Moved 1005.425 323.7422 523.323 -0.08392999 0.3480529
Moved 1005.456 328.1419 531.4257 -0.0737456 0.3688932
Moved 1005.487 331.4188 535.8375 -0.06616026 0.3802404
Ended 1005.518 333 536 -0.06249999 0.3806583
Began 1006.717 300 230 -0.1388889 -0.4063786
Stationary 1006.747 300 230 -0.1388889 -0.4063786
Stationary 1006.778 300 230 -0.1388889 -0.4063786
Moved 1006.809 318.7302 272.2222 -0.09553204 -0.2977824
Moved 1006.84 367.3618 350.7808 0.01704117 -0.09572856
Moved 1006.87 415.9672 429.6499 0.1295536 0.1071242
Moved 1006.901 440.5039 468.5616 0.1863516 0.2072057
Moved 1006.932 456.7055 496.2346 0.2238554 0.2783812
Moved 1006.963 462.7684 506.5368 0.2378898 0.3048785
Moved 1006.993 466.8771 509.9385 0.2474008 0.3136279
Moved 1007.024 468.4982 511 0.2511532 0.3163579
Moved 1007.055 471 465.3431 0.2569444 0.1989277
Moved 1007.086 454.0294 374.1721 0.2176608 -0.03556577
Moved 1007.116 453 324.0245 0.2152778 -0.164546
Moved 1007.147 453 293.0871 0.2152778 -0.2441176
Moved 1007.178 453 273.2254 0.2152778 -0.2952022
Moved 1007.209 453 257.043 0.2152778 -0.3368235
Moved 1007.239 453 256.2279 0.2152778 -0.3389201
Stationary 1007.27 453 256 0.2152778 -0.3395062
Moved 1007.301 428.027 298.2261 0.1574699 -0.2309
Moved 1007.332 403.8064 339.4292 0.1014036 -0.1249249
Moved 1007.362 350.2426 429.636 -0.02258649 0.1070884
Moved 1007.393 332.4085 455.1307 -0.06386921 0.1726612
Moved 1007.424 288.4835 500.5165 -0.1655474 0.2893941
Moved 1007.454 269.9785 520.3585 -0.2083832 0.3404281
Moved 1007.485 264.5211 524.2394 -0.221016 0.35041
Moved 1007.516 258.6414 529.3586 -0.2346263 0.3635766
Moved 1007.547 257 531.7306 -0.2384259 0.3696773
Ended 1007.577 255.5007 534.9987 -0.2418965 0.3780829
Began 1008.654 259 374 -0.2337963 -0.03600823
Stationary 1008.684 259 374 -0.2337963 -0.03600823
Stationary 1008.715 259 374 -0.2337963 -0.03600823
Stationary 1008.746 259 374 -0.2337963 -0.03600823
Stationary 1008.776 259 374 -0.2337963 -0.03600823
Moved 1008.807 302.4859 406.241 -0.1331344 0.04691599
Moved 1008.838 344.3014 432.5342 -0.03633946 0.1145428
Moved 1008.869 388.7109 461.449 0.06646047 0.1889119
Moved 1008.899 436.5102 494.3265 0.1771069 0.2734736
Moved 1008.93 453.7191 507.4315 0.2169424 0.3071796
Moved 1008.961 458.6895 512.6895 0.2284478 0.3207032
Moved 1008.991 459 514.9714 0.2291666 0.3265724
Moved 1009.022 453.8069 515 0.2171457 0.326646
Moved 1009.053 414.6809 515 0.1265762 0.326646
Moved 1009.084 348.2624 506.3631 -0.02717038 0.3044317
Moved 1009.115 309.1466 504 -0.1177161 0.2983539
Moved 1009.145 262.9796 504 -0.2245842 0.2983539
Moved 1009.176 238.1431 504 -0.2820762 0.2983539
Moved 1009.207 220.5987 504 -0.3226881 0.2983539
Moved 1009.238 219.1931 504 -0.3259419 0.2983539
Moved 1009.268 216.7013 511 -0.3317099 0.3163579
Moved 1009.299 242.6954 503.3019 -0.2715386 0.2965584
Moved 1009.33 268.5826 494.3461 -0.2116143 0.2735238
Moved 1009.361 350.1908 448.3066 -0.02270644 0.1551096
Moved 1009.391 367.3134 432.8646 0.01692921 0.1153923
Moved 1009.422 396.8821 391.1768 0.08537521 0.008170791
Moved 1009.453 413.4352 361.4167 0.1236925 -0.06837264
Moved 1009.484 424.5 342.5 0.1493056 -0.1170267
Moved 1009.514 435.0389 313.537 0.1737011 -0.1915199
Moved 1009.545 438.9014 301.4929 0.1826421 -0.2224977
Moved 1009.576 441.3752 296.2496 0.1883686 -0.2359836
Ended 1009.606 446.8485 289.6894 0.2010382 -0.2528566
PhraseEnd 1010.252
