he is just like everyone else
Direct
0.6 0.6
432 388.8
Began 244.0549 383 371 0.05324075 -0.04372435
Stationary 244.0856 383 371 0.05324075 -0.04372435
Stationary 244.1164 383 371 0.05324075 -0.04372435
Moved 244.1471 356.4683 397.5317 -0.008175175 0.02451551
Moved 244.1777 331.2943 428.0953 -0.06644835 0.1031257
Moved 244.2086 307.2324 459.4595 -0.1221473 0.183795
Moved 244.2392 289.8934 483.5492 -0.1622837 0.245754
Moved 244.27 278.6022 496.3978 -0.1884208 0.2788008
Moved 244.3007 272.9109 503.0891 -0.201595 0.2960109
Ended 244.3315 272 505.0378 -0.2037037 0.3010229
Began 244.9154 483 532 0.2847222 0.3703703
Stationary 244.9461 483 532 0.2847222 0.3703703
Stationary 244.9769 483 532 0.2847222 0.3703703
Moved 245.0076 469.5 532 0.2534722 0.3703703
Moved 245.0383 459.4998 520.3571 0.2303237 0.3404244
Moved 245.069 422.6868 504.3434 0.1451084 0.2992372
Moved 245.0998 357.7957 473.3806 -0.005102654 0.2196001
Moved 245.1305 315.3327 452.1848 -0.1033965 0.1650844
Moved 245.1613 279.0246 435.193 -0.187443 0.1213811
Moved 245.192 263.7869 427.5148 -0.2227154 0.1016326
Moved 245.2227 255.7699 421.7698 -0.2412735 0.08685649
Ended 245.2535 253.5 421 -0.2465278 0.08487643
Began 245.8681 433 423 0.1689814 0.09002049
Stationary 245.8989 433 423 0.1689814 0.09002049
Stationary 245.9296 433 423 0.1689814 0.09002049
Moved 245.9603 414.1945 458.0137 0.1254503 0.1800763
Moved 245.991 406.2741 484.9037 0.1071159 0.2492378
Moved 246.0218 401.891 505.7629 0.09697001 0.3028881
Moved 246.0525 400.0173 518.9308 0.09263267 0.3367561
Moved 246.0833 398.3737 524.6263 0.08882809 0.351405
Moved 246.114 392.9021 526 0.07616232 0.3549381
Moved 246.1447 358.9449 509.899 -0.0024424 0.3135263
Moved 246.1755 278.8927 453.6097 -0.1877485 0.1687493
Moved 246.2062 246.2616 421.2616 -0.2632833 0.08554929
Moved 246.237 228.8454 405.384 -0.3035987 0.0447119
Moved 246.2676 221.1605 398.1605 -0.3213878 0.02613291
Moved 246.2984 217.7074 395.7073 -0.3293811 0.01982332
Moved 246.3291 215.5 393.5 -0.3344907 0.01414597
Moved 246.3599 216 394 -0.3333333 0.01543206
Moved 246.3906 236.1291 418.8173 -0.2867382 0.07926242
Moved 246.4213 287.1167 478.54 -0.1687114 0.2328702
Moved 246.452 337.0695 527.0696 -0.05307972 0.3576891
Moved 246.4828 354.3914 541.6349 -0.01298274 0.3951514
Moved 246.5135 361.7525 546.7526 0.004056792 0.4083141
Moved 246.5443 365.2935 548 0.01225332 0.4115225
Ended 246.575 369.5 548 0.02199074 0.4115225
Began 246.9438 538 414 0.4120371 0.06687239
Stationary 246.9746 538 414 0.4120371 0.06687239
Moved 247.0053 538 420.5441 0.4120371 0.08370395
Moved 247.036 522.3655 435.6882 0.3758461 0.1226549
Moved 247.0667 502.7826 461.3479 0.3305152 0.1886519
Moved 247.0975 484.4985 493.1027 0.288191 0.2703257
Moved 247.1282 472.8802 515.4597 0.2612968 0.3278283
Moved 247.159 466 528 0.2453704 0.3600822
Moved 247.1897 460.6001 535.3999 0.2328706 0.3791149
Moved 247.2204 458.9262 539.1475 0.2289959 0.3887538
Moved 247.2512 457.0612 540.9388 0.2246788 0.393361
Moved 247.2819 455.6636 541 0.2214435 0.3935184
Moved 247.3126 438.2727 496.5091 0.1811869 0.2790871
Moved 247.3433 427.1384 451.5537 0.1554131 0.1634611
Moved 247.3741 419.8166 424.2663 0.1384644 0.09327739
Moved 247.4048 416.6744 410.3488 0.1311907 0.05748124
Moved 247.4355 413.4579 402.4579 0.1237452 0.03718604
Moved 247.4663 405.3397 401 0.1049529 0.03343609
Moved 247.497 379.3465 419.748 0.04478365 0.0816563
Moved 247.5277 331.2189 464.9518 -0.06662289 0.1979212
Moved 247.5585 297.2913 501.1103 -0.1451591 0.2909215
Moved 247.5892 274.0851 526.4979 -0.1988772 0.3562188
Moved 247.6199 260.6328 543.5508 -0.2300166 0.4000791
Moved 247.6507 256 549.9273 -0.2407407 0.4164796
Ended 247.6814 255 553 -0.2430556 0.4243826
Began 248.3883 257 511 -0.2384259 0.3163579
Stationary 248.4191 257 511 -0.2384259 0.3163579
