effort is what it will take
Direct
0.6 0.6
432 388.8
Began 573.873 250 499 -0.2546296 0.2854938
Stationary 573.9038 250 499 -0.2546296 0.2854938
Stationary 573.9346 250 499 -0.2546296 0.2854938
Stationary 573.9653 250 499 -0.2546296 0.2854938
Stationary 573.996 250 499 -0.2546296 0.2854938
Stationary 574.0268 250 499 -0.2546296 0.2854938
Stationary 574.0575 250 499 -0.2546296 0.2854938
Stationary 574.0882 250 499 -0.2546296 0.2854938
Stationary 574.119 250 499 -0.2546296 0.2854938
Stationary 574.1497 250 499 -0.2546296 0.2854938
Stationary 574.1805 250 499 -0.2546296 0.2854938
Moved 574.2112 250 485.0044 -0.2546296 0.2494968
Moved 574.2419 259.6363 475.3864 -0.2323233 0.224759
Moved 574.2726 267.2133 461.6444 -0.2147839 0.1894145
Moved 574.3034 273.9827 451.3564 -0.1991141 0.1629536
Moved 574.3341 284.097 438.3788 -0.1757014 0.129575
Moved 574.3649 293.1985 426.402 -0.1546331 0.09877044
Moved 574.3956 302.8223 414.9036 -0.1323557 0.06919633
Moved 574.4263 311.4612 403.7184 -0.1123584 0.04042809
Moved 574.4571 319.0944 394.9056 -0.09468899 0.0177613
Moved 574.4879 326.7053 386.2947 -0.07707109 -0.004386195
Moved 574.5186 333.1328 379.8672 -0.06219248 -0.0209178
Moved 574.5493 344.1201 370.2533 -0.03675907 -0.04564489
Moved 574.58 345.6226 367.3774 -0.03328105 -0.05304171
Moved 574.6108 351.3685 361.6315 -0.01998032 -0.06782021
Moved 574.6415 356.4727 356.5273 -0.008165141 -0.08094826
Moved 574.6722 361.2051 351.8974 0.002789696 -0.09285656
Moved 574.7029 364.9768 347.0463 0.01152049 -0.1053336
Moved 574.7337 368.5 343.5 0.01967589 -0.1144548
Moved 574.7645 371.3748 340.6252 0.02633055 -0.1218488
Moved 574.7952 374.2636 336.7364 0.0330176 -0.1318509
Moved 574.826 377.1221 333.7559 0.03963441 -0.1395168
Moved 574.8566 380.7055 332.2945 0.04792939 -0.1432756
Moved 574.8874 382.1364 330.8636 0.05124182 -0.1469559
Moved 574.9182 385.4438 329 0.05889773 -0.151749
Moved 574.9489 387.3185 328 0.06323725 -0.1543211
Moved 574.9796 389 326.1487 0.06712963 -0.1590826
Moved 575.0104 391.5 324.5 0.07291664 -0.163323
Moved 575.0411 393.5931 324 0.07776181 -0.164609
Moved 575.0719 395.0234 322.9766 0.08107275 -0.1672413
Moved 575.1025 397.5 321.5 0.08680551 -0.1710391
Moved 575.1333 399.5 321 0.09143522 -0.1723252
Moved 575.164 400 320.2985 0.09259263 -0.1741295
Moved 575.1948 401.5 320 0.0960648 -0.1748972
Moved 575.2255 402 320 0.09722222 -0.1748972
Moved 575.2563 403.3755 318.6245 0.1004064 -0.1784351
Moved 575.287 404.249 319 0.1024282 -0.1774692
Stationary 575.3177 404.249 319 0.1024282 -0.1774692
Moved 575.3485 405 319 0.1041667 -0.1774692
Stationary 575.3792 405 319 0.1041667 -0.1774692
Moved 575.41 406.5 319 0.1076389 -0.1774692
Moved 575.4407 406 319 0.1064815 -0.1774692
Stationary 575.4714 406 319 0.1064815 -0.1774692
Stationary 575.5021 406 319 0.1064815 -0.1774692
Stationary 575.5329 406 319 0.1064815 -0.1774692
Moved 575.5636 407.3648 319 0.1096408 -0.1774692
Stationary 575.5944 407.3648 319 0.1096408 -0.1774692
Stationary 575.6251 407.3648 319 0.1096408 -0.1774692
Ended 575.6558 408.5 319 0.1122685 -0.1774692
Backspace 576.7932
Began 582.1414 231 528 -0.2986111 0.3600822
Stationary 582.1722 231 528 -0.2986111 0.3600822
Stationary 582.2029 231 528 -0.2986111 0.3600822
Stationary 582.2337 231 528 -0.2986111 0.3600822
Stationary 582.2643 231 528 -0.2986111 0.3600822
Stationary 582.295 231 528 -0.2986111 0.3600822
Moved 582.3259 247.0736 508.1117 -0.2614037 0.3089291
Moved 582.3566 257 495.5 -0.2384259 0.2764916
Moved 582.3873 268.7885 474.6201 -0.2111377 0.2227881
Moved 582.4181 279.2384 453.5232 -0.1869481 0.1685266
Moved 582.4488 288.8499 436.3003 -0.1646994 0.124229
Moved 582.4796 296.5229 418.9542 -0.1469378 0.07961477
Moved 582.5103 302.793 406.414 -0.1324236 0.04736099
Moved 582.541 307.2719 396.1844 -0.1220559 0.02105054
