watch out for low flying objects
Direct
0.6 0.6
432 388.8
Began 706.453 213 533 -0.3402778 0.3729423
Stationary 706.4837 213 533 -0.3402778 0.3729423
Stationary 706.5145 213 533 -0.3402778 0.3729423
Moved 706.5452 202.4931 505.4932 -0.3645992 0.3021943
Moved 706.5759 191.5321 461.1285 -0.3899719 0.1880877
Moved 706.6067 183.5265 424.6326 -0.4085034 0.09421949
Moved 706.6373 182 404.9207 -0.412037 0.04352032
Moved 706.6682 182 393.5797 -0.412037 0.01435084
Moved 706.6989 182 387.9655 -0.412037 -8.885261E-05
Moved 706.7296 189.9196 385.1201 -0.3937046 -0.007407341
Moved 706.7604 220.262 385 -0.3234675 -0.007716127
Moved 706.7911 263.3681 414.022 -0.223685 0.0669289
Moved 706.8218 296.7337 442.7337 -0.1464497 0.1407759
Moved 706.8526 309.3151 456.3151 -0.1173262 0.1757074
Moved 706.8833 316.1502 467.5836 -0.1015042 0.2046903
Moved 706.9141 321.4866 484.4064 -0.08915131 0.2479586
Moved 706.9448 323 499.8741 -0.08564815 0.2877421
Moved 706.9755 323 510.7463 -0.08564815 0.3157054
Moved 707.0063 323 516.7553 -0.08564815 0.3311606
Moved 707.037 323 520.6284 -0.08564815 0.3411225
Moved 707.0677 323 522.2497 -0.08564815 0.3452923
Moved 707.0985 323 523.5 -0.08564815 0.3485081
Moved 707.1293 323 523 -0.08564815 0.3472221
Moved 707.16 332.9719 511.0281 -0.06256506 0.3164302
Moved 707.1907 345.2892 495.3951 -0.03405273 0.2762218
Moved 707.2215 358.7864 470.165 -0.002809266 0.2113297
Moved 707.2523 370.1547 444.5875 0.02350628 0.1455439
Moved 707.283 377.8598 424.5609 0.04134218 0.09403503
Moved 707.3137 384.6175 409.7651 0.05698482 0.05598009
Moved 707.3445 387.3734 400.8796 0.0633644 0.03312653
Moved 707.3752 390.2426 394.7574 0.07000605 0.01738007
Moved 707.4059 392.561 389.439 0.07537276 0.003700963
Moved 707.4367 394.0941 386.9059 0.07892151 -0.002814124
Moved 707.4675 394 386 0.07870366 -0.005144111
Moved 707.4982 395 383.5928 0.08101851 -0.01133538
Moved 707.5289 395 382.5 0.08101851 -0.01414617
Moved 707.5596 396.5 382 0.08449078 -0.01543218
Moved 707.5904 396 381 0.08333336 -0.01800419
Ended 707.6212 397.0991 381 0.08587748 -0.01800419
Began 708.1745 558 500 0.4583333 0.2880658
Stationary 708.2053 558 500 0.4583333 0.2880658
Stationary 708.236 558 500 0.4583333 0.2880658
Moved 708.2668 535.1479 500 0.405435 0.2880658
Moved 708.2975 516.2651 500 0.3617247 0.2880658
Moved 708.3281 499.2275 500 0.322286 0.2880658
Moved 708.3589 482.4388 500 0.2834232 0.2880658
Moved 708.3896 459.3658 500 0.2300133 0.2880658
Moved 708.4204 438.0536 500 0.1806796 0.2880658
Moved 708.4512 424.2042 500 0.1486208 0.2880658
Moved 708.4819 415.8563 500 0.129297 0.2880658
Moved 708.5126 409.5545 500 0.1147095 0.2880658
Moved 708.5434 404.9527 500 0.1040571 0.2880658
Moved 708.5742 400.2075 493 0.09307294 0.2700616
Moved 708.6049 395 492 0.08101851 0.2674896
Moved 708.6356 387.0636 488.6879 0.06264726 0.2589708
Moved 708.6664 378.422 483.6147 0.04264354 0.2459225
Moved 708.697 367.7354 477.8677 0.01790593 0.2311411
Moved 708.7278 358.7013 472.8506 -0.00300626 0.2182372
Moved 708.7585 352.103 468.103 -0.01828015 0.206026
Moved 708.7893 349.6707 466.6707 -0.0239105 0.2023421
Stationary 708.8201 350 467 -0.02314816 0.2031892
Ended 708.8508 350 467 -0.02314816 0.2031892
Began 709.4042 306 365 -0.125 -0.05915646
Stationary 709.4349 306 365 -0.125 -0.05915646
Stationary 709.4656 306 365 -0.125 -0.05915646
Moved 709.4963 377.0038 400.5019 0.03936053 0.03215507
Moved 709.5271 401.3659 412.1829 0.09575436 0.06219879
Moved 709.5579 432.9636 428.0949 0.1688971 0.1031247
Moved 709.5886 453.5916 439.6238 0.2166473 0.1327772
Moved 709.6193 470.6214 452.1581 0.256068 0.1650157
Moved 709.6501 486.4177 464.3133 0.2926335 0.196279
Moved 709.6807 493.9799 473.9399 0.3101387 0.2210387
Moved 709.7115 496 481.5248 0.3148148 0.2405472
Moved 709.7423 482.8953 499.1047 0.2844798 0.2857631
