I just cannot figure this out
Direct
0.6 0.6
432 388.8
Began 322.9254 479 524 0.275463 0.3497942
Stationary 322.956 479 524 0.275463 0.3497942
Stationary 322.9868 479 524 0.275463 0.3497942
Ended 323.0175 479 524 0.275463 0.3497942
Began 325.3531 459 366 0.2291666 -0.05658444
Stationary 325.3838 459 366 0.2291666 -0.05658444
Stationary 325.4145 459 366 0.2291666 -0.05658444
Stationary 325.4453 459 366 0.2291666 -0.05658444
Moved 325.476 449.7095 378.8638 0.2076608 -0.02349861
Moved 325.5067 436.11 413.1426 0.1761805 0.06466704
Moved 325.5374 428.5599 444.2004 0.1587035 0.1445484
Moved 325.5682 424.2709 471.5616 0.1487753 0.2149217
Moved 325.5989 422.5979 491.4126 0.1449026 0.2659788
Moved 325.6296 423 503.7983 0.1458333 0.297835
Moved 325.6604 423 508.9285 0.1458333 0.3110301
Moved 325.6911 423 511.2935 0.1458333 0.3171127
Moved 325.7219 423 513.5 0.1458333 0.3227879
Moved 325.7526 423 514.2678 0.1458333 0.3247628
Moved 325.7833 397.2377 504.2377 0.08619845 0.2989653
Moved 325.814 342.6786 467.8648 -0.04009584 0.2054135
Moved 325.8448 303.5325 441.894 -0.1307117 0.1386162
Moved 325.8755 276.3304 422.5903 -0.1936795 0.08896682
Moved 325.9062 256.3414 405.7212 -0.2399505 0.0455792
Moved 325.9369 241.6113 392.4585 -0.2740478 0.01146725
Moved 325.9677 232.1835 382.789 -0.2958716 -0.01340285
Moved 325.9984 226.3038 377.3038 -0.3094818 -0.02751079
Moved 326.0291 225 375.1728 -0.3125 -0.03299179
Moved 326.0599 223.8483 375 -0.315166 -0.03343629
Moved 326.0907 222.6399 373.6399 -0.3179632 -0.03693443
Moved 326.1214 223 374 -0.3171296 -0.03600823
Moved 326.1521 223 390.2083 -0.3171296 0.005679817
Moved 326.1828 244.5847 415.4903 -0.267165 0.07070545
Moved 326.2135 265.971 439.971 -0.2176598 0.1336702
Moved 326.2443 281.4485 459.1899 -0.1818321 0.1831017
Moved 326.275 295.1812 474.1813 -0.1500434 0.2216596
Moved 326.3058 313.7491 489.7909 -0.1070623 0.2618078
Moved 326.3365 325.8961 499.1721 -0.07894427 0.2859363
Moved 326.3672 333.9767 504.4883 -0.06023908 0.2996098
Moved 326.398 337.9156 507.9156 -0.05112131 0.3084247
Moved 326.4287 341.3772 509 -0.04310841 0.3112139
Ended 326.4594 346.2421 510.0605 -0.03184691 0.3139417
Began 327.75 314 248 -0.1064815 -0.3600824
Stationary 327.7808 314 248 -0.1064815 -0.3600824
Stationary 327.8116 314 248 -0.1064815 -0.3600824
Stationary 327.8423 314 248 -0.1064815 -0.3600824
Moved 327.873 301.1927 248 -0.1361279 -0.3600824
Moved 327.9036 276.931 260.4751 -0.1922894 -0.3279962
Moved 327.9345 245.946 282.471 -0.2640139 -0.2714224
Moved 327.9652 217.0963 308.9037 -0.3307957 -0.2034369
Moved 327.996 200.798 331.3635 -0.3685231 -0.14567
Moved 328.0266 193.211 346.9451 -0.3860857 -0.1055939
Moved 328.0574 188.4512 360.1954 -0.3971038 -0.07151395
Moved 328.0881 188 366.5842 -0.3981482 -0.05508195
Moved 328.1188 188 369.7127 -0.3981482 -0.04703522
Moved 328.1496 188 372.4785 -0.3981482 -0.03992159
Moved 328.1804 188 374.2246 -0.3981482 -0.03543061
Moved 328.2111 202.6056 374 -0.3643388 -0.03600823
Moved 328.2418 233.8962 360.918 -0.2919069 -0.06965527
Moved 328.2725 278.1388 338.4306 -0.1894936 -0.1274934
Moved 328.3033 321.8134 315.1066 -0.08839504 -0.187483
Moved 328.334 348.3914 300.1501 -0.02687171 -0.2259513
Moved 328.3647 373.2824 285.2672 0.03074636 -0.2642305
Moved 328.3955 390.6238 274.3135 0.0708884 -0.2924034
Moved 328.4262 404.1147 265.5902 0.1021174 -0.31484
Moved 328.4569 416.0801 256.2799 0.129815 -0.3387863
Moved 328.4877 427.8123 245.1877 0.1569729 -0.3673154
Moved 328.5184 434.4251 239.575 0.1722804 -0.3817517
Moved 328.5491 438.4613 236.5387 0.1816233 -0.389561
Moved 328.5799 442.9127 236 0.1919275 -0.3909465
Moved 328.6106 449.7309 241.4618 0.2077104 -0.3768987
Moved 328.6413 464.0838 263.7508 0.2409347 -0.3195711
