healthy food is good for you
Direct
0.6 0.6
432 388.8
Began 573.386 396 355 0.08333336 -0.08487654
Stationary 573.4168 396 355 0.08333336 -0.08487654
Stationary 573.4476 396 355 0.08333336 -0.08487654
Stationary 573.4783 396 355 0.08333336 -0.08487654
Stationary 573.509 396 355 0.08333336 -0.08487654
Moved 573.5396 396 369.2867 0.08333336 -0.04813104
Moved 573.5705 396 378.112 0.08333336 -0.02543218
Moved 573.6012 386.0406 394.4695 0.06027917 0.01663969
Moved 573.632 376.3987 410.7216 0.03796001 0.0584401
Moved 573.6627 359.0407 430.9512 -0.00222067 0.110471
Moved 573.6934 340.8669 451.6553 -0.04428953 0.1637223
Moved 573.7241 323.5882 469.0098 -0.08428658 0.2083585
Moved 573.7549 303.1103 485.3498 -0.1316892 0.2503853
Moved 573.7856 290.5052 496.4948 -0.1608677 0.2790504
Moved 573.8163 278.1403 507.1448 -0.18949 0.3064422
Moved 573.8471 266.6553 514.5862 -0.2160756 0.3255817
Moved 573.8779 256.6247 518.4584 -0.2392948 0.3355412
Moved 573.9086 252.0052 519 -0.249988 0.3369341
Moved 573.9393 248.1309 519 -0.2589563 0.3369341
Moved 573.97 243.5295 519 -0.2696077 0.3369341
Moved 574.0008 233.5 503 -0.2928241 0.2957818
Moved 574.0315 222.3803 486.1324 -0.3185641 0.252398
Moved 574.0622 206.0054 461.0075 -0.356469 0.1877764
Moved 574.093 190.6808 435.2255 -0.3919425 0.1214647
Moved 574.1237 181.7473 418.8079 -0.4126219 0.07923828
Moved 574.1545 176.4121 405.8243 -0.4249718 0.0458443
Moved 574.1852 173.8285 398.657 -0.4309525 0.02740989
Moved 574.2159 173 394.9543 -0.4328704 0.01788653
Moved 574.2466 173 392.4294 -0.4328704 0.01139252
Moved 574.2774 173 390.7783 -0.4328704 0.007145768
Moved 574.3081 173 389.8929 -0.4328704 0.004868487
Stationary 574.3389 173 390 -0.4328704 0.005143954
Moved 574.3696 199.9919 390 -0.370389 0.005143954
Moved 574.4003 249.6808 390 -0.2553685 0.005143954
Moved 574.431 313.9778 390 -0.106533 0.005143954
Moved 574.4617 368.2714 385.7567 0.0191467 -0.005770043
Moved 574.4925 417.9967 379.1368 0.1342516 -0.02279619
Moved 574.5233 458.3627 373.3516 0.2276915 -0.03767594
Moved 574.554 489.5 370.5 0.2997685 -0.04501037
Moved 574.5848 519.066 366.7934 0.3682084 -0.05454381
Moved 574.6155 541.4099 363.9317 0.4199303 -0.06190414
Moved 574.6462 551.8609 362.0464 0.4441224 -0.0667532
Moved 574.6769 556.7578 361 0.4554579 -0.06944452
Moved 574.7076 558 361 0.4583333 -0.06944452
Moved 574.7384 540.4776 383.7676 0.4177722 -0.01088578
Moved 574.7691 509.6114 410.1362 0.3463225 0.05693455
Moved 574.7999 477.6201 435.1039 0.2722688 0.1211521
Moved 574.8306 439.6625 458.6688 0.1844041 0.1817611
Moved 574.8613 402.682 476.4545 0.09880106 0.2275063
Moved 574.892 379.1951 485.935 0.04443308 0.2518904
Moved 574.9227 356.9489 496.5255 -0.007062654 0.2791293
Moved 574.9536 343.843 501.438 -0.03740057 0.2917645
Moved 574.9843 338.401 503.599 -0.04999767 0.2973225
Moved 575.015 335.8623 504 -0.05587424 0.2983539
Moved 575.0458 336 505.3745 -0.05555556 0.3018889
Moved 575.0765 336 506 -0.05555556 0.3034978
Moved 575.1072 350.5 507 -0.02199074 0.3060699
Moved 575.1379 369.3888 507 0.02173334 0.3060699
Moved 575.1687 382.6172 507 0.05235463 0.3060699
Moved 575.1995 390.0855 507 0.06964246 0.3060699
Moved 575.2302 394.1664 507 0.07908881 0.3060699
Moved 575.2609 397.455 507 0.08670132 0.3060699
Moved 575.2916 399.3353 507 0.09105404 0.3060699
Moved 575.3224 400.5 507 0.09374996 0.3060699
Moved 575.3531 401 507 0.09490739 0.3060699
Moved 575.3838 402 507 0.09722222 0.3060699
Stationary 575.4146 402 507 0.09722222 0.3060699
Moved 575.4453 403.374 507 0.1004027 0.3060699
Stationary 575.4761 403.374 507 0.1004027 0.3060699
Moved 575.5068 403 501.2742 0.09953707 0.291343
Moved 575.5375 403 496.5 0.09953707 0.2790637
Stationary 575.5683 403 496.5 0.09953707 0.2790637
Moved 575.599 403 498.898 0.09953707 0.2852314
