win first prize in the contest
Moved 718.1046 238 343.77 -0.2824074 -0.1137605
Stationary 718.1353 238 344 -0.2824074 -0.1131688
Stationary 718.1661 238 344 -0.2824074 -0.1131688
Moved 718.1968 248.9808 349.9423 -0.256989 -0.09788504
Moved 718.2276 257.2923 361.2923 -0.2377493 -0.06869272
Moved 718.2583 274.0298 385.7526 -0.1990052 -0.005780483
Moved 718.2891 293.7247 413.587 -0.1534151 0.0658102
Moved 718.3198 309.2311 434.603 -0.1175206 0.1198635
Moved 718.3505 319.7126 449.498 -0.09325798 0.1581737
Moved 718.3812 329.6378 462.6378 -0.07028291 0.1919696
Moved 718.412 335.6331 469.6331 -0.05640482 0.2099616
Moved 718.4428 340.154 476.154 -0.04593983 0.2267334
Moved 718.4735 343.5288 480.5288 -0.0381277 0.2379855
Moved 718.5042 346.2958 483.2958 -0.03172269 0.2451023
Ended 718.535 348.0641 484.064 -0.02762948 0.2470782
Began 719.3651 580 494 0.5092593 0.2726337
Stationary 719.3958 580 494 0.5092593 0.2726337
Stationary 719.4266 580 494 0.5092593 0.2726337
Stationary 719.4573 580 494 0.5092593 0.2726337
Stationary 719.488 580 494 0.5092593 0.2726337
Stationary 719.5188 580 494 0.5092593 0.2726337
Moved 719.5496 567.4153 494 0.4801279 0.2726337
Moved 719.5803 559.0292 494 0.4607158 0.2726337
Moved 719.611 542.975 485.9714 0.4235533 0.2519841
Moved 719.6418 518.1005 480.4668 0.3659733 0.2378261
Moved 719.6724 490 475 0.300926 0.2237653
Moved 719.7033 456.6762 469.1127 0.2237874 0.208623
Moved 719.734 424.5564 463.5927 0.1494361 0.1944256
Moved 719.7648 394.373 458.0622 0.07956713 0.1802011
Moved 719.7955 372.4441 454.0635 0.02880583 0.1699163
Moved 719.8262 349.3008 451.3287 -0.02476658 0.1628823
Moved 719.8569 330.0505 448.5787 -0.06932745 0.1558093
Moved 719.8878 317.1097 446.822 -0.09928306 0.151291
Moved 719.9185 307.206 446 -0.1222084 0.1491768
Moved 719.9492 299.2935 446 -0.1405244 0.1491768
Moved 719.9799 291.761 446 -0.1579608 0.1491768
Moved 720.0107 288.1152 446 -0.1663999 0.1491768
Moved 720.0414 288 446 -0.1666667 0.1491768
Moved 720.0722 302.5766 457.2128 -0.1329246 0.1780163
Moved 720.103 337.4343 473.3978 -0.05223538 0.2196445
Moved 720.1337 367 483.5 0.01620372 0.2456274
Moved 720.1644 388.677 489.1693 0.06638189 0.2602088
Moved 720.1952 407.9991 494.7141 0.111109 0.2744702
Moved 720.226 425.1209 497.6242 0.1507428 0.2819552
Moved 720.2567 434.08 499 0.1714816 0.2854938
Moved 720.2874 442.3899 501 0.1907173 0.2906378
Moved 720.3182 449.1254 502 0.2063088 0.2932098
Moved 720.3489 454.6385 503.3192 0.2190705 0.2966028
Moved 720.3796 456.7732 503 0.2240121 0.2957818
Moved 720.4104 459.5 503 0.2303241 0.2957818
Moved 720.4411 460.5 503 0.2326389 0.2957818
Moved 720.4719 461.3349 503 0.2345716 0.2957818
Stationary 720.5026 461.3349 503 0.2345716 0.2957818
Stationary 720.5333 461.3349 503 0.2345716 0.2957818
Moved 720.5637 461 492.9877 0.2337964 0.2700299
Moved 720.5948 461 485.5 0.2337964 0.2507715
Moved 720.6255 435.3259 464.0868 0.1743655 0.1956964
Moved 720.6563 415.9918 442.9906 0.1296106 0.1414367
Moved 720.6871 391.2742 417.5016 0.07239391 0.07587857
Moved 720.7178 362.8546 390.0196 0.00660787 0.005194424
Moved 720.7485 312.2667 341.2424 -0.1104939 -0.1202612
Moved 720.7786 272.0729 300.0729 -0.203535 -0.2261501
Moved 720.81 244.164 270.6804 -0.2681389 -0.3017481
Moved 720.8408 226.9056 248.2937 -0.3080888 -0.359327
Moved 720.8715 217.7346 235.1018 -0.3293181 -0.3932567
Moved 720.9023 212.2022 228.8033 -0.3421245 -0.4094565
Moved 720.933 210.8467 226.8467 -0.3452623 -0.4144889
Moved 720.9637 209.3867 226 -0.348642 -0.4166668
Moved 720.9945 209 224.5 -0.349537 -0.4205247
Moved 721.0252 209 225 -0.349537 -0.4192387
Moved 721.056 209 231.0522 -0.349537 -0.4036722
Moved 721.0867 219.9795 249.2854 -0.3241216 -0.3567763
Moved 721.1175 233.3312 287.0765 -0.2932148 -0.259577
Moved 721.1482 241.6684 327.0101 -0.2739159 -0.1568671
Moved 721.179 244.2413 360.3784 -0.2679599 -0.07104324
Moved 721.2097 247 420.6971 -0.2615741 0.08409739
Moved 721.2404 248 436.2539 -0.2592593 0.1241098
Moved 721.2712 248 461.5 -0.2592593 0.1890431
Moved 721.3019 248 482.0387 -0.2592593 0.2418689
Moved 721.3326 248 495.0768 -0.2592593 0.2754033
Moved 721.3635 249 501 -0.2569445 0.2906378
Ended 721.3941 250 501 -0.2546296 0.2906378
Began 721.8246 509 512 0.3449074 0.31893
Stationary 721.8553 509 512 0.3449074 0.31893
Stationary 721.8861 509 512 0.3449074 0.31893
Moved 721.9168 493.1584 495.948 0.3082371 0.2776439
Moved 721.9476 473.7304 469.7543 0.2632648 0.2102732
Moved 721.9783 442.3542 416.553 0.1906346 0.07343881
Moved 722.0091 416.333 365.4808 0.1304004 -0.0579199
Moved 722.0398 401.4636 321.9761 0.09598047 -0.1698146
Moved 722.0706 390.4766 280.049 0.07054776 -0.2776517
Moved 722.1013 384.7249 252.762 0.05723358 -0.3478345
Moved 722.132 382.0943 228.8489 0.05114416 -0.4093393
Moved 722.1628 380.7076 216.538 0.04793426 -0.4410032
Moved 722.1935 381 206.5789 0.04861106 -0.4666182
Moved 722.2242 381 200.5 0.04861106 -0.4822531
Ended 722.2549 381 200.5 0.04861106 -0.4822531
Began 722.4702 355 512 -0.01157408 0.31893
Stationary 722.501 355 512 -0.01157408 0.31893
Stationary 722.5317 355 512 -0.01157408 0.31893
Stationary 722.5624 355 512 -0.01157408 0.31893
Moved 722.5931 366.7701 483.2031 0.01567145 0.2448639
Moved 722.624 382.8131 443.1681 0.05280822 0.1418932
Moved 722.6547 396.8063 405.9035 0.08519987 0.0460481
Moved 722.6854 404.8435 375.7043 0.1038044 -0.03162486
Moved 722.7162 408.3281 358.7032 0.1118706 -0.0753518
Moved 722.7469 409 349.8108 0.113426 -0.09822335
Moved 722.7776 409 345.1467 0.113426 -0.1102195
Moved 722.8084 409 342.5 0.113426 -0.1170267
Moved 722.8391 378.2361 351.6111 0.0422133 -0.09359296
Moved 722.8699 348.0616 373.2555 -0.0276351 -0.03792319
Moved 722.9006 317.0939 398.3155 -0.09931967 0.02653161
Moved 722.9314 291.8204 423.1796 -0.1578231 0.0904825
Moved 722.9621 270.3433 448.4328 -0.2075386 0.1554341
Moved 722.9928 259.9229 461.6156 -0.2316599 0.1893404
Moved 723.0236 255.6966 467.6068 -0.2414431 0.2047499
Moved 723.0543 254 470.7723 -0.2453704 0.2128917
Moved 723.0851 254 472.5 -0.2453704 0.2173353
Ended 723.1158 254 472.5 -0.2453704 0.2173353
Began 723.8537 297 200 -0.1458333 -0.4835392
Stationary 723.8845 297 200 -0.1458333 -0.4835392
Stationary 723.9152 297 200 -0.1458333 -0.4835392
Moved 723.9459 313.5 222.5 -0.1076389 -0.4256688
Moved 723.9767 346.7584 276.2436 -0.03065193 -0.2874394
Moved 724.0074 397.6009 354.357 0.08703908 -0.08653044
Moved 724.0381 430.4014 403.8423 0.1629662 0.04074654
Moved 724.0689 450.9969 431.3292 0.2106408 0.1114432
Moved 724.0997 477.0508 461.9559 0.270951 0.1902156
Moved 724.1304 504.2638 489.2638 0.3339441 0.2604521
Moved 724.1611 509.733 494.733 0.3466041 0.2745189
Moved 724.1919 515.7659 499.8829 0.3605693 0.2877646
Moved 724.2225 517.6506 501 0.364932 0.2906378
Stationary 724.2534 518 501 0.3657407 0.2906378
Moved 724.2841 499.176 459.6465 0.3221667 0.184276
Moved 724.3149 471.9716 403.7375 0.2591936 0.04047723
Moved 724.3456 447.9994 352.6238 0.2037024 -0.0909883
Moved 724.3763 434.4609 313.248 0.1723633 -0.1922632
Moved 724.4071 426.598 281.2887 0.1541619 -0.2744634
Moved 724.4378 421.2539 256.3885 0.1417914 -0.3385068
Moved 724.4686 418.861 241.3051 0.1362523 -0.3773019
Moved 724.4993 417 234.1935 0.1319444 -0.3955929
Moved 724.5301 415.7376 231.7375 0.1290222 -0.4019096
Moved 724.5608 414.8925 231 0.1270659 -0.4038066
Moved 724.5916 412.2528 237.1152 0.1209555 -0.3880782
Moved 724.6223 398.5662 266.7678 0.08927356 -0.3118113
Moved 724.6531 380.5812 308.0471 0.04764159 -0.2056403
Moved 724.6838 365.9202 346.6076 0.0137041 -0.106462
Moved 724.7145 353.6875 386.9376 -0.01461233 -0.002732689
Moved 724.7453 343.9475 415.5082 -0.03715853 0.07075156
Moved 724.7761 337.2084 436.7496 -0.0527583 0.1253848
Moved 724.8068 335 452.7938 -0.05787035 0.1666507
Moved 724.8376 335 461.9753 -0.05787035 0.1902656
Moved 724.8683 335 467.6234 -0.05787035 0.2047926
Moved 724.899 335 473 -0.05787035 0.2186213
Moved 724.9297 335 476.5562 -0.05787035 0.2277679
Moved 724.9605 335 479.0473 -0.05787035 0.2341751
Moved 724.9913 335 481 -0.05787035 0.2391974
Moved 725.022 333.7154 483.2845 -0.06084392 0.2450733
Moved 725.0528 329.8897 486.0551 -0.06969969 0.2521993
Moved 725.0835 324.5545 487.8152 -0.08204967 0.2567262
Moved 725.1143 316.9866 489.2534 -0.09956806 0.2604252
Moved 725.145 307.9637 489 -0.1204545 0.2597736
Moved 725.1757 299.652 489 -0.1396945 0.2597736
Moved 725.2065 291.5 489 -0.1585648 0.2597736
Moved 725.2372 285.1424 489 -0.1732816 0.2597736
Moved 725.268 279.5787 489 -0.1861604 0.2597736
Moved 725.2987 275.0599 481.53 -0.1966206 0.2405605
Moved 725.3294 273 480.0626 -0.2013889 0.2367863
Moved 725.3602 271 477.3137 -0.2060186 0.2297163
Moved 725.3909 268.5764 469.7291 -0.2116287 0.2102086
Moved 725.4217 265.8071 450.2636 -0.2180392 0.1601429
Moved 725.4524 255.0838 414.2305 -0.2428616 0.06746512
Moved 725.4832 249.5227 398.9374 -0.2557345 0.02813103
Moved 725.5139 237.581 371.162 -0.2833772 -0.04330757
Moved 725.5447 229.2917 350.8751 -0.3025655 -0.09548602
Moved 725.5754 224.667 341.0009 -0.3132709 -0.1208826
Moved 725.6061 220.9123 333.8246 -0.3219623 -0.1393401
Moved 725.6368 220 330.2743 -0.3240741 -0.1484715
Moved 725.6677 219 327.5 -0.3263889 -0.1556071
Moved 725.6984 218 325.5 -0.3287037 -0.1607511
Moved 725.7291 218 325 -0.3287037 -0.1620371
Moved 725.7598 218 324 -0.3287037 -0.164609
Stationary 725.7905 218 324 -0.3287037 -0.164609
Stationary 725.8214 218 324 -0.3287037 -0.164609
Stationary 725.8521 218 324 -0.3287037 -0.164609
Stationary 725.8829 218 324 -0.3287037 -0.164609
Moved 725.9136 223.1528 324 -0.3167759 -0.164609
Moved 725.9443 231.4887 334.4736 -0.2974799 -0.1376707
Moved 725.9751 235.5111 335.2556 -0.2881688 -0.1356596
Moved 726.0058 241.0163 340.0082 -0.2754252 -0.1234358
Moved 726.0366 249.6125 348.6125 -0.2555266 -0.1013054
Moved 726.0672 252.3675 350.1838 -0.2491492 -0.09726395
Moved 726.098 256.8908 354.8908 -0.2386787 -0.08515738
Moved 726.1288 263.5 361.5 -0.2233796 -0.06815843
Moved 726.1595 270.3778 367.3777 -0.2074588 -0.05304085
Moved 726.1902 275.9 374.85 -0.1946759 -0.033822
Moved 726.221 283.1338 384.8451 -0.177931 -0.008114551
Moved 726.2517 291.3435 396.5724 -0.1589271 0.0220484
Moved 726.2825 301.7519 411.5865 -0.1348335 0.06066491
Moved 726.3132 315.7534 430.1115 -0.1024226 0.1083114
Moved 726.344 328.7726 448.6589 -0.07228568 0.1560155
Moved 726.3748 338.4199 460.2748 -0.049954 0.185892
Moved 726.4055 345.2423 469.2424 -0.03416126 0.2089566
Moved 726.4362 349.7714 474.7714 -0.02367725 0.2231774
Moved 726.4669 352.1609 477.1609 -0.01814604 0.2293231
Ended 726.4977 352 477 -0.01851852 0.2289094
PhraseEnd 727.2048
