traveling requires a lot of fuel
Moved 1637.602 444.5905 432.6913 0.1958114 0.1149468
Moved 1637.633 456.1227 419.316 0.2225062 0.08054517
Moved 1637.664 467.4658 409.5342 0.2487635 0.05538622
Moved 1637.694 481.205 399.877 0.2805671 0.0305478
Moved 1637.725 493.7133 392.6434 0.3095214 0.01194275
Moved 1637.756 503.3295 387.1137 0.3317812 -0.002279595
Moved 1637.787 511.9346 384.6885 0.3517004 -0.008517292
Moved 1637.817 518.3417 382.8292 0.3665316 -0.01329948
Moved 1637.848 525.3567 382 0.3827701 -0.01543218
Moved 1637.879 534.6853 382 0.4043642 -0.01543218
Moved 1637.91 541.8782 382 0.4210144 -0.01543218
Moved 1637.94 546.6125 382 0.4319736 -0.01543218
Moved 1637.971 548.8438 382 0.4371384 -0.01543218
Moved 1638.002 550.7103 382 0.4414591 -0.01543218
Moved 1638.032 551.5 382 0.443287 -0.01543218
Stationary 1638.063 551.5 382 0.443287 -0.01543218
Stationary 1638.094 551.5 382 0.443287 -0.01543218
Moved 1638.125 541.4871 389.8376 0.420109 0.004726417
Moved 1638.155 530.4456 394.4218 0.3945501 0.01651685
Moved 1638.186 518.6086 396.2783 0.3671495 0.02129182
Moved 1638.217 505.1966 397 0.3361033 0.02314815
Moved 1638.247 490.8129 397 0.3028077 0.02314815
Moved 1638.278 471.8837 397 0.2589899 0.02314815
Moved 1638.309 443.9735 386.8683 0.1943832 -0.002910826
Moved 1638.34 414.9203 382.3156 0.1271303 -0.01462049
Moved 1638.37 388.1893 374.3964 0.06525297 -0.03498862
Ended 1638.401 356 366 -0.009259283 -0.05658444
Began 1640.152 367 494 0.01620372 0.2726337
Stationary 1640.183 367 494 0.01620372 0.2726337
Stationary 1640.214 367 494 0.01620372 0.2726337
Stationary 1640.245 367 494 0.01620372 0.2726337
Stationary 1640.275 367 494 0.01620372 0.2726337
Stationary 1640.306 367 494 0.01620372 0.2726337
Stationary 1640.337 367 494 0.01620372 0.2726337
Moved 1640.367 356.0158 494 -0.009222577 0.2726337
Moved 1640.398 349.2573 494 -0.02486745 0.2726337
Moved 1640.429 340.7611 494 -0.04453446 0.2726337
Moved 1640.46 332.1404 494 -0.06448984 0.2726337
Moved 1640.49 324.4118 494 -0.08238008 0.2726337
Moved 1640.521 315.7254 494 -0.1024875 0.2726337
Moved 1640.552 309.1129 494 -0.1177942 0.2726337
Moved 1640.583 302.5 494 -0.1331019 0.2726337
Moved 1640.613 296.2815 494 -0.1474966 0.2726337
Moved 1640.644 289.5348 494 -0.1631139 0.2726337
Moved 1640.675 284.8075 494 -0.1740567 0.2726337
Moved 1640.705 280.4002 494 -0.1842588 0.2726337
Moved 1640.736 277.5318 494 -0.1908985 0.2726337
Moved 1640.767 275.8318 494 -0.1948339 0.2726337
Moved 1640.797 274.5 494 -0.1979167 0.2726337
Moved 1640.828 273.9051 494 -0.1992939 0.2726337
Stationary 1640.859 273.9051 494 -0.1992939 0.2726337
Stationary 1640.89 274 494 -0.199074 0.2726337
Stationary 1640.921 274 494 -0.199074 0.2726337
Stationary 1640.951 274 494 -0.199074 0.2726337
Stationary 1640.982 274 494 -0.199074 0.2726337
Moved 1641.013 282.6356 489.5509 -0.1790843 0.2611905
Moved 1641.043 285.2099 484.7901 -0.1731252 0.2489457
Moved 1641.074 287.0787 481.9213 -0.1687992 0.241567
Moved 1641.105 288.5 480.5 -0.1655093 0.2379114
Moved 1641.135 290.5 477.5 -0.1608796 0.2301954
Moved 1641.166 291 474.6264 -0.1597222 0.2228044
Moved 1641.197 292.2355 471.7645 -0.1568622 0.2154437
Moved 1641.228 292 469.885 -0.1574074 0.2106096
Moved 1641.258 292 468.5 -0.1574074 0.2070472
Moved 1641.289 292 466.7527 -0.1574074 0.2025533
Moved 1641.32 292 466 -0.1574074 0.2006171
Stationary 1641.351 292 466 -0.1574074 0.2006171
Stationary 1641.381 292 466 -0.1574074 0.2006171
Stationary 1641.412 292 466 -0.1574074 0.2006171
Moved 1641.443 279.3793 466 -0.1866219 0.2006171
Moved 1641.474 274.9181 466 -0.1969488 0.2006171
Moved 1641.504 266.2235 473.9255 -0.2170751 0.2210016
Moved 1641.535 257.6181 476 -0.2369952 0.2263374
Moved 1641.566 246.3578 479 -0.2630606 0.2340534
Moved 1641.596 237.0632 481.2342 -0.2845759 0.2397998
Moved 1641.627 225.5746 483.1063 -0.3111699 0.2446149
Moved 1641.658 215.0796 484 -0.335464 0.2469135
Moved 1641.689 208.7229 484 -0.3501785 0.2469135
Moved 1641.719 202.1902 484 -0.3653006 0.2469135
Moved 1641.75 196.4645 484 -0.3785545 0.2469135
Moved 1641.781 193.8543 475.8543 -0.3845965 0.2259626
Moved 1641.811 192 474.3489 -0.3888888 0.2220908
Moved 1641.842 190.4783 472.4783 -0.3924113 0.2172796
Moved 1641.873 188.6088 468.6088 -0.3967389 0.207327
Moved 1641.904 189 465.7442 -0.3958333 0.1999593
Moved 1641.934 189 463.1982 -0.3958333 0.1934111
Moved 1641.965 189 459.3274 -0.3958333 0.1834551
Moved 1641.996 189 454.918 -0.3958333 0.1721141
Moved 1642.026 189 449.9109 -0.3958333 0.1592358
Moved 1642.057 198.8743 444.1257 -0.3729762 0.1443561
Moved 1642.088 202.6007 439.3993 -0.3643502 0.1321998
Moved 1642.119 207.3497 434.3251 -0.353357 0.119149
Moved 1642.149 212.4851 429.515 -0.3414697 0.1067771
Moved 1642.18 217.2397 424.7603 -0.3304637 0.09454809
Moved 1642.211 220.9893 422.0107 -0.321784 0.08747599
Moved 1642.242 224.643 419.357 -0.3133264 0.08065062
Moved 1642.272 227.3951 419 -0.3069557 0.07973251
Moved 1642.303 232.2595 418 -0.2956957 0.07716041
Moved 1642.334 237.2524 418 -0.2841379 0.07716041
Moved 1642.365 241.6302 418 -0.2740041 0.07716041
Moved 1642.395 247 418 -0.2615741 0.07716041
Moved 1642.426 251.3813 418 -0.2514322 0.07716041
Moved 1642.457 259.7355 426.7162 -0.2320937 0.09957871
Moved 1642.487 267.1586 427.7897 -0.2149107 0.1023397
Moved 1642.518 275.9886 430.6628 -0.1944709 0.1097295
Moved 1642.549 285.6208 433.5403 -0.172174 0.1171302
Moved 1642.58 293.1385 436.0923 -0.1547721 0.1236941
Moved 1642.61 303.7988 439.9329 -0.1300953 0.1335723
Moved 1642.641 313.2482 444.6241 -0.1082218 0.1456381
Moved 1642.672 324.7197 449.3599 -0.08166745 0.1578185
Moved 1642.703 335.0299 454.515 -0.05780106 0.1710775
Moved 1642.733 347.5489 460.2744 -0.02882207 0.1858909
Moved 1642.764 361.0385 467.0193 0.002404054 0.2032388
Moved 1642.794 372.2993 472.3197 0.02847046 0.2168716
Moved 1642.825 383.6495 477.8248 0.05474418 0.2310307
Moved 1642.856 397.145 482.2863 0.08598387 0.2425057
Moved 1642.887 407.4799 486.16 0.1099071 0.252469
Moved 1642.918 415.9878 489.3252 0.1296013 0.26061
Moved 1642.948 425.0746 493 0.1506357 0.2700616
Moved 1642.979 432.233 495.411 0.167206 0.2762628
Moved 1643.01 436.5817 498.2909 0.1772726 0.2836699
Moved 1643.04 439.8322 500.8322 0.1847968 0.2902062
Moved 1643.071 443.7066 504.4132 0.1937653 0.2994166
Moved 1643.102 446.5809 507.5809 0.2004187 0.3075639
Moved 1643.133 449.0727 510.0726 0.2061867 0.3139727
Moved 1643.163 451.9779 512 0.2129119 0.31893
Moved 1643.194 453 514 0.2152778 0.324074
Moved 1643.225 454.2852 515.2853 0.2182529 0.3273797
Moved 1643.255 455 516 0.2199073 0.329218
Moved 1643.286 455 517 0.2199073 0.33179
Stationary 1643.317 455 517 0.2199073 0.33179
Stationary 1643.348 455 517 0.2199073 0.33179
Stationary 1643.378 455 517 0.2199073 0.33179
Moved 1643.409 445.3231 517 0.1975072 0.33179
Moved 1643.44 440.5767 517 0.1865202 0.33179
Moved 1643.471 435.8432 508.2811 0.175563 0.3093648
Moved 1643.501 430.815 505.4075 0.1639237 0.301974
Moved 1643.532 426.0679 503.5339 0.152935 0.2971551
Moved 1643.563 422.6604 501.6604 0.1450471 0.2923363
Moved 1643.594 420.114 501.114 0.1391527 0.2909309
Moved 1643.624 417.2369 500 0.1324929 0.2880658
Moved 1643.655 414.3616 498.3616 0.1258369 0.2838517
Moved 1643.686 411.8822 498 0.1200977 0.2829217
Moved 1643.716 408.9671 497 0.1133498 0.2803498
Moved 1643.747 407 495.0957 0.1087963 0.2754519
Moved 1643.778 404.2263 494.2264 0.1023759 0.2732159
Moved 1643.808 402.5 494 0.09837966 0.2726337
Moved 1643.839 399.7819 493 0.09208768 0.2700616
Moved 1643.87 397.5 490.5 0.08680551 0.2636316
Moved 1643.901 395.2763 490 0.08165816 0.2623456
Moved 1643.931 392.496 489 0.07522226 0.2597736
Moved 1643.962 389.6122 488 0.06854673 0.2572016
Moved 1643.993 387.736 487 0.06420363 0.2546296
Moved 1644.024 385.2379 486 0.05842099 0.2520575
Moved 1644.054 383.3708 485 0.05409896 0.2494856
Moved 1644.085 380.5 483.5 0.04745374 0.2456274
Moved 1644.116 379.626 484 0.04543066 0.2469135
Moved 1644.146 378.7933 482.7933 0.04350295 0.2438098
Stationary 1644.177 378.7933 482.7933 0.04350295 0.2438098
Stationary 1644.208 378.7933 482.7933 0.04350295 0.2438098
Stationary 1644.239 378.7933 482.7933 0.04350295 0.2438098
Moved 1644.269 377.9954 483 0.0416559 0.2443414
Stationary 1644.3 377.9954 483 0.0416559 0.2443414
Stationary 1644.331 377.9954 483 0.0416559 0.2443414
Moved 1644.362 376.5 483 0.03819446 0.2443414
Moved 1644.392 374.873 483 0.03442824 0.2443414
Moved 1644.423 372.8592 483 0.02976666 0.2443414
Moved 1644.454 369.4848 482.2424 0.02195547 0.2423928
Moved 1644.484 364.8926 480.4463 0.01132548 0.2377733
Moved 1644.515 360.1396 478.5698 0.0003231565 0.2329468
Moved 1644.546 355.7026 476.7026 -0.009947618 0.2281446
Moved 1644.577 350.3862 475.1931 -0.02225424 0.224262
Moved 1644.607 345.6283 473.3141 -0.03326784 0.2194293
Moved 1644.638 335.0227 470.0114 -0.0578178 0.2109345
Moved 1644.669 330.7199 470 -0.06777793 0.2109053
Moved 1644.699 325.0486 468 -0.08090611 0.2057612
Moved 1644.73 317.4532 467 -0.09848794 0.2031892
Moved 1644.761 309.5484 466 -0.1167861 0.2006171
Moved 1644.792 302.4515 466 -0.1332141 0.2006171
Moved 1644.822 294.746 466 -0.1510508 0.2006171
Moved 1644.853 287.0236 466 -0.1689268 0.2006171
Moved 1644.884 280.2797 466 -0.1845377 0.2006171
Moved 1644.915 275.1649 475.9229 -0.1963775 0.2261389
Moved 1644.945 271 475.5 -0.2060186 0.2250513
Moved 1644.976 267.9481 483.2078 -0.2130832 0.2448759
Moved 1645.007 266.5279 487.4163 -0.2163705 0.2557002
Moved 1645.037 267 503.3209 -0.2152778 0.2966072
Moved 1645.068 267 509.5596 -0.2152778 0.3126531
Moved 1645.099 279.6774 517.6774 -0.185932 0.3335323
Moved 1645.13 284.5236 523.6824 -0.174714 0.3489772
Moved 1645.16 290.4348 528.7174 -0.1610306 0.3619275
Moved 1645.191 297.1863 532.5932 -0.145402 0.371896
Moved 1645.222 302.5759 535.5759 -0.1329261 0.3795677
Moved 1645.253 303.5 536.5 -0.130787 0.3819444
Moved 1645.283 304 536 -0.1296296 0.3806583
Stationary 1645.314 304 536 -0.1296296 0.3806583
Stationary 1645.345 304 536 -0.1296296 0.3806583
Moved 1645.375 304 526.7479 -0.1296296 0.3568617
Moved 1645.406 304 520.901 -0.1296296 0.3418235
Moved 1645.437 304 514.1929 -0.1296296 0.3245701
Moved 1645.468 304 506.5644 -0.1296296 0.3049495
Moved 1645.498 304 500.2889 -0.1296296 0.2888088
Moved 1645.529 295.7787 492.3361 -0.1486604 0.2683541
Moved 1645.56 294 485.537 -0.1527778 0.2508668
Moved 1645.59 291.3687 477.4749 -0.1588687 0.2301307
Moved 1645.621 288.4936 466.9872 -0.165524 0.2031564
Moved 1645.652 285.6216 457.8647 -0.1721723 0.179693
Moved 1645.683 282.2229 450.3343 -0.1800396 0.1603247
Moved 1645.713 278.4831 442.7247 -0.1886965 0.1407527
Moved 1645.744 272.7546 433.1319 -0.2019569 0.1160799
Moved 1645.775 267.0367 425.5551 -0.2151928 0.09659209
Moved 1645.806 260.93 416.895 -0.2293287 0.07431842
Moved 1645.836 255.1777 410.1777 -0.2426441 0.05704142
Moved 1645.867 250.2157 403.4313 -0.2541304 0.03968957
Moved 1645.898 245.5511 398.5511 -0.2649281 0.02713756
Moved 1645.928 241.8374 393.8373 -0.2735246 0.01501374
Moved 1645.959 237.957 389.957 -0.2825069 0.005033516
Moved 1645.99 236.0824 387.0824 -0.2868463 -0.002360128
Moved 1646.021 233.5128 383.5128 -0.2927945 -0.01154118
Moved 1646.051 231.6257 381.6257 -0.2971628 -0.01639496
Moved 1646.082 229.7628 378.7628 -0.3014751 -0.02375842
Moved 1646.113 228.163 375.163 -0.3051783 -0.03301707
Moved 1646.144 227.3517 371.7035 -0.3070562 -0.04191497
Moved 1646.174 227 366.4822 -0.3078704 -0.05534427
Moved 1646.205 227 362.6125 -0.3078704 -0.06529702
Ended 1646.236 227 360 -0.3078704 -0.07201654
Began 1646.973 178 390 -0.4212963 0.005143954
Ended 1647.004 178 390 -0.4212963 0.005143954
Began 1649.492 562 376 0.4675925 -0.03086435
Stationary 1649.523 562 376 0.4675925 -0.03086435
Moved 1649.554 544.4254 376 0.4269107 -0.03086435
Moved 1649.584 525.2352 400.5517 0.3824888 0.03228309
Moved 1649.615 502.6397 434.709 0.3301844 0.1201364
Moved 1649.646 485.9462 461.686 0.2915422 0.1895216
Moved 1649.677 478.8344 478.4968 0.2750796 0.2327591
Moved 1649.707 475.6417 487.4331 0.2676891 0.2557434
Moved 1649.738 474 501.9014 0.2638889 0.2929561
Moved 1649.769 474 513.0154 0.2638889 0.3215415
Moved 1649.8 474 522.5284 0.2638889 0.3460093
Moved 1649.83 474 530.8027 0.2638889 0.3672908
Moved 1649.861 474 537.1471 0.2638889 0.3836087
Moved 1649.892 474 541.443 0.2638889 0.3946578
Moved 1649.922 474 543 0.2638889 0.3986624
Moved 1649.953 474 544.4196 0.2638889 0.4023136
Moved 1649.984 463.7909 544 0.2402566 0.4012345
Moved 1650.015 446.0659 544 0.1992265 0.4012345
Moved 1650.045 417.0363 532.6072 0.1320284 0.3719321
Moved 1650.076 386.5 523.5 0.06134262 0.3485081
Moved 1650.107 339.7979 509.1869 -0.04676402 0.3116946
Ended 1650.138 260 486 -0.2314815 0.2520575
Ended 1650.168 705 34 0.7986111 -0.9104937
Backspace 1651.981
Began 1654.531 354 533 -0.01388888 0.3729423
Stationary 1654.562 354 533 -0.01388888 0.3729423
Stationary 1654.593 354 533 -0.01388888 0.3729423
Stationary 1654.623 354 533 -0.01388888 0.3729423
Moved 1654.654 354 512.7536 -0.01388888 0.3208682
Moved 1654.685 363 501.3139 0.006944438 0.2914451
Moved 1654.715 366.5461 483.9078 0.01515299 0.2466765
Moved 1654.746 367 481.4842 0.01620372 0.2404428
Moved 1654.777 368 474.8837 0.01851857 0.2234661
Moved 1654.808 369 471.1317 0.02083332 0.213816
Moved 1654.838 369 469 0.02083332 0.2083333
Moved 1654.869 369 467.5 0.02083332 0.2044752
Moved 1654.9 369 466.9153 0.02083332 0.2029715
Stationary 1654.931 369 467 0.02083332 0.2031892
Moved 1654.961 358.0442 467 -0.004527321 0.2031892
Moved 1654.992 349.0792 474.8416 -0.02527957 0.2233578
Moved 1655.023 332.8317 484.8762 -0.0628895 0.2491671
Moved 1655.053 326.0663 488.4669 -0.07855033 0.2584024
Moved 1655.084 316.5879 492.5649 -0.100491 0.2689425
Moved 1655.115 303.2561 499.4464 -0.1313517 0.2866417
Moved 1655.146 289.8528 505.0589 -0.1623779 0.3010773
Moved 1655.176 279.4043 508.8989 -0.1865641 0.3109539
Moved 1655.207 272.7465 511.4178 -0.2019758 0.3174326
Moved 1655.238 268.7144 513 -0.2113091 0.321502
Moved 1655.268 265.8377 515.1623 -0.2179683 0.3270634
Moved 1655.299 265 515 -0.2199074 0.326646
Moved 1655.33 263.9263 515 -0.2223928 0.326646
Moved 1655.361 262.9579 515 -0.2246345 0.326646
Moved 1655.391 260.6437 501.2184 -0.2299915 0.2911997
Moved 1655.422 255.2279 487.6837 -0.242528 0.2563881
Moved 1655.453 246.7421 468.4843 -0.262171 0.2070069
Moved 1655.484 236.4899 451.8624 -0.2859029 0.164255
Moved 1655.514 224 439 -0.3148148 0.1311728
Moved 1655.545 207.949 423.9575 -0.35197 0.09248305
Moved 1655.576 195.509 410.509 -0.3807661 0.05789356
Moved 1655.606 187.5003 402.5002 -0.399305 0.03729479
Moved 1655.637 183.7767 398.7767 -0.4079244 0.0277177
Moved 1655.668 180.8133 393.6266 -0.414784 0.01447163
Moved 1655.699 180 385.7807 -0.4166667 -0.005708074
Moved 1655.729 190.1697 363.8303 -0.3931256 -0.06216497
Moved 1655.76 206.4732 341.6586 -0.3553862 -0.1191911
Moved 1655.791 223.8839 320.8021 -0.3150835 -0.1728343
Moved 1655.822 242.3579 300.4481 -0.2723196 -0.225185
Moved 1655.852 254.0697 289.7442 -0.245209 -0.2527156
Moved 1655.883 271.7958 278.8369 -0.2041765 -0.2807695
Moved 1655.914 288 269 -0.1666667 -0.30607
Moved 1655.944 302.8638 263.2545 -0.1322597 -0.3208476
Moved 1655.975 315.5883 260.0823 -0.1028049 -0.3290064
Moved 1656.006 328.1883 257.2029 -0.07363826 -0.3364123
Moved 1656.037 335.3286 257 -0.05710984 -0.3369342
Moved 1656.067 339.5 257 -0.04745369 -0.3369342
Moved 1656.098 344.1104 257 -0.03678153 -0.3369342
Moved 1656.129 347.9259 267.7037 -0.02794922 -0.3094042
Moved 1656.159 351 285.4824 -0.02083332 -0.263677
Moved 1656.19 351 301.8422 -0.02083332 -0.2215992
Moved 1656.221 351 327.01 -0.02083332 -0.1568673
Moved 1656.252 339.7999 345.5003 -0.04675949 -0.10931
Moved 1656.282 332.0685 363.8631 -0.06465638 -0.06208051
Moved 1656.313 324.5062 382.9836 -0.08216167 -0.01290231
Moved 1656.344 314.8822 401.2356 -0.1044394 0.03404209
Moved 1656.375 303.0023 420.7458 -0.131939 0.08422278
Moved 1656.405 292.5288 438.0746 -0.1561833 0.1287925
Moved 1656.436 284.5977 453.5056 -0.1745423 0.1684815
Moved 1656.467 278.8547 464.718 -0.1878364 0.1973197
Moved 1656.497 274.1255 473.3117 -0.1987835 0.219423
Moved 1656.528 271.0196 482.9218 -0.2059732 0.2441403
Moved 1656.559 270 489.8481 -0.2083333 0.2619549
Moved 1656.59 270 495.4415 -0.2083333 0.2763413
Moved 1656.62 270 499.5 -0.2083333 0.2867798
Moved 1656.651 292.7725 501 -0.1556192 0.2906378
Moved 1656.682 336.3755 487.1951 -0.05468622 0.2551314
Moved 1656.712 379.3141 464.9196 0.04470845 0.1978385
Moved 1656.743 404.1382 448.003 0.1021717 0.1543286
Moved 1656.774 431.0627 425.1951 0.1644971 0.09566636
Moved 1656.805 451.7849 405.3459 0.212465 0.04461378
Moved 1656.835 471.02 387.9867 0.2569907 -3.430088E-05
Moved 1656.866 486.1906 376.4047 0.2921078 -0.02982332
Moved 1656.897 498.6413 370.1793 0.320929 -0.04583516
Moved 1656.928 506.844 367.7187 0.3399166 -0.05216386
Moved 1656.958 515.5181 368 0.3599956 -0.05144041
Moved 1656.989 531.5873 392.1746 0.3971927 0.01073712
Moved 1657.02 541.185 427.295 0.4194096 0.1010673
Moved 1657.051 542 456.7592 0.4212962 0.1768498
Moved 1657.081 542 477.0361 0.4212962 0.2290023
Moved 1657.112 535.7825 497.2175 0.4069038 0.2809092
Moved 1657.143 531.2463 509.0148 0.3964036 0.3112519
Moved 1657.173 527.5 516 0.3877315 0.329218
Moved 1657.204 523.8774 520.1226 0.3793459 0.3398213
Moved 1657.235 519.0152 522.9924 0.3680907 0.3472027
Moved 1657.266 514.2701 524 0.3571066 0.3497942
Moved 1657.296 510.6973 524 0.3488364 0.3497942
Moved 1657.327 505.7183 524 0.3373108 0.3497942
Moved 1657.358 499.6834 524 0.3233413 0.3497942
Moved 1657.388 493.9359 514.968 0.310037 0.3265636
Moved 1657.419 489.884 509.3259 0.3006574 0.3120522
Moved 1657.45 482.667 499.667 0.2839515 0.2872092
Moved 1657.481 476.3896 480.5583 0.2694204 0.2380615
Moved 1657.511 469.174 458.696 0.2527176 0.1818313
Moved 1657.542 462.516 433.322 0.2373056 0.1165687
Moved 1657.573 459.3787 413.2723 0.2300433 0.06500063
Moved 1657.604 456.5066 398.5197 0.2233949 0.0270568
Moved 1657.634 456 389.885 0.2222222 0.004848276
Moved 1657.665 455 383.1758 0.2199073 -0.01240781
Moved 1657.696 455 379.2133 0.2199073 -0.02259973
Moved 1657.726 455 376.5 0.2199073 -0.02957819
Moved 1657.757 453.8315 373.8314 0.2172024 -0.0364419
Moved 1657.788 454 371.5 0.2175926 -0.04243827
Moved 1657.819 454 370 0.2175926 -0.04629637
Moved 1657.849 454 368.6519 0.2175926 -0.04976366
Moved 1657.88 453 367.5 0.2152778 -0.05272634
Moved 1657.911 451.7503 366.7504 0.2123851 -0.05465448
Moved 1657.942 448.9083 366 0.2058062 -0.05658444
Moved 1657.972 443.1272 365 0.192424 -0.05915646
Moved 1658.003 426.5554 365 0.1540634 -0.05915646
Moved 1658.034 398.7466 365 0.08969128 -0.05915646
Moved 1658.064 381.3504 373.95 0.04942219 -0.03613703
Ended 1658.095 369 375 0.02083332 -0.03343629
Began 1661.813 365 499 0.01157403 0.2854938
Stationary 1661.844 365 499 0.01157403 0.2854938
Stationary 1661.874 365 499 0.01157403 0.2854938
Stationary 1661.905 365 499 0.01157403 0.2854938
Moved 1661.936 347.4115 499 -0.02914006 0.2854938
Moved 1661.966 330.0992 505.8611 -0.06921469 0.3031406
Moved 1661.997 315.6967 506 -0.1025538 0.3034978
Moved 1662.028 303.6828 507 -0.1303639 0.3060699
Moved 1662.058 289.0144 507 -0.1643185 0.3060699
Moved 1662.089 274.4416 507 -0.1980519 0.3060699
Moved 1662.12 261.0373 500.0522 -0.2290804 0.2882
Moved 1662.151 251.4122 498.4707 -0.2513606 0.2841323
Moved 1662.181 242.7869 498 -0.2713265 0.2829217
Moved 1662.212 236.4292 497 -0.2860435 0.2803498
Moved 1662.243 230.4296 497 -0.2999315 0.2803498
Moved 1662.274 222.6459 497 -0.3179492 0.2803498
Moved 1662.304 214.3581 497 -0.3371339 0.2803498
Moved 1662.335 205.7452 497 -0.3570713 0.2803498
Moved 1662.366 200.0215 497 -0.3703205 0.2803498
Moved 1662.396 193.4453 496.1484 -0.3855432 0.2781596
Moved 1662.427 188.5565 493.2783 -0.3968599 0.2707774
Moved 1662.458 185.5 490.5 -0.4039352 0.2636316
Moved 1662.489 184 488.8566 -0.4074074 0.2594048
Moved 1662.519 183 488 -0.4097222 0.2572016
Moved 1662.55 183 486.5 -0.4097222 0.2533436
Moved 1662.581 183 487 -0.4097222 0.2546296
Moved 1662.612 207.8322 487 -0.3522403 0.2546296
Moved 1662.642 240.6792 502.6106 -0.2762056 0.2947802
Moved 1662.673 278.2697 515.083 -0.1891906 0.3268595
Moved 1662.704 303.7862 523.1572 -0.1301245 0.3476265
Moved 1662.734 326.1368 528.4481 -0.07838696 0.3612348
Moved 1662.765 343.0093 530.3349 -0.03933037 0.3660876
