do you prefer a window seat
Direct
0.6 0.6
432 388.8
Began 529.8276 279 341 -0.1875 -0.1208849
Stationary 529.8584 279 341 -0.1875 -0.1208849
Stationary 529.8891 279 341 -0.1875 -0.1208849
Stationary 529.9199 279 341 -0.1875 -0.1208849
Moved 529.9506 296.1172 369.3134 -0.1478769 -0.04806244
Moved 529.9814 341.1247 413.4185 -0.04369283 0.06537665
Moved 530.0121 392.3171 453.4878 0.0748081 0.1684356
Moved 530.0429 433.6375 480.0916 0.1704571 0.2368611
Moved 530.0736 470.6554 503.4656 0.2561468 0.2969795
Moved 530.1043 493.8397 517.6227 0.3098141 0.3333916
Moved 530.1351 506.6437 523.3218 0.3394532 0.3480499
Moved 530.1658 514.4739 526.6185 0.3575784 0.3565289
Ended 530.1966 532.6633 530.8141 0.3996835 0.3673201
Began 530.5959 371 496 0.025463 0.2777777
Stationary 530.627 371 496 0.025463 0.2777777
Stationary 530.6577 371 496 0.025463 0.2777777
Stationary 530.6885 371 496 0.025463 0.2777777
Moved 530.7192 398.7006 496 0.08958469 0.2777777
Moved 530.7499 435.6384 496 0.1750889 0.2777777
Moved 530.7807 472 496 0.2592593 0.2777777
Moved 530.8114 496.8965 496 0.3168902 0.2777777
Moved 530.8422 507.4789 496 0.3413862 0.2777777
Moved 530.8729 514 496 0.3564815 0.2777777
Moved 530.9037 515.5 496 0.3599537 0.2777777
Moved 530.9344 515 496 0.3587963 0.2777777
Stationary 530.9651 515 496 0.3587963 0.2777777
Moved 530.9958 500.622 496 0.3255139 0.2777777
Moved 531.0266 482.0261 503 0.2824679 0.2957818
Moved 531.0574 464.8915 504 0.2428044 0.2983539
Moved 531.0881 449.4775 505 0.2071239 0.3009258
Moved 531.1189 443.1161 505 0.1923984 0.3009258
Ended 531.1496 440.3813 505 0.1860678 0.3009258
Began 532.5945 588 472 0.5277778 0.2160493
Stationary 532.6252 588 472 0.5277778 0.2160493
Stationary 532.6559 588 472 0.5277778 0.2160493
Stationary 532.6867 588 472 0.5277778 0.2160493
Stationary 532.7175 588 472 0.5277778 0.2160493
Moved 532.7482 571.6661 472 0.4899679 0.2160493
Moved 532.7789 559.3172 472 0.4613824 0.2160493
Moved 532.8097 540.1816 472 0.4170872 0.2160493
Moved 532.8404 513.472 472 0.3552592 0.2160493
Moved 532.8711 486.0676 472 0.2918231 0.2160493
Moved 532.9019 454.0948 476.6224 0.2178122 0.2279381
Moved 532.9326 412.7205 481.4282 0.1220381 0.2402988
Moved 532.9633 381.6688 485.1943 0.05015919 0.2499852
Moved 532.9941 350.4618 491.8845 -0.0220792 0.2671927
Moved 533.0248 323.8509 497.1316 -0.08367851 0.2806881
Moved 533.0556 304.1993 499.1144 -0.1291683 0.285788
Moved 533.0863 291.3483 501 -0.158916 0.2906378
Moved 533.1171 284 501 -0.1759259 0.2906378
Moved 533.1478 278.8168 501 -0.1879241 0.2906378
Moved 533.1786 276.1512 501 -0.1940945 0.2906378
Moved 533.2092 275 501 -0.1967592 0.2906378
Moved 533.2401 275 488.9181 -0.1967592 0.2595629
Moved 533.2708 282.9669 472.2198 -0.1783172 0.2166147
Moved 533.3015 292.2362 457.0867 -0.1568607 0.177692
Moved 533.3323 301.9362 442.4396 -0.1344069 0.1400196
Moved 533.363 311.1818 430.0227 -0.113005 0.108083
Moved 533.3937 321.0835 412.2913 -0.09008452 0.06247744
Moved 533.4244 328.9377 398.7498 -0.07190357 0.02764867
Moved 533.4553 333.0797 385.6813 -0.06231556 -0.005963682
Moved 533.486 335.5226 377.4323 -0.05666067 -0.02718027
Moved 533.5167 338.2823 371.4353 -0.05027234 -0.04260475
Moved 533.5475 338 368.9479 -0.05092591 -0.04900245
Moved 533.5782 338 367.5851 -0.05092591 -0.05250758
Stationary 533.6089 338 368 -0.05092591 -0.05144041
Moved 533.6396 330.2177 375.7823 -0.06894062 -0.03142408
Moved 533.6705 316.3393 392.1249 -0.1010664 0.01060937
Moved 533.7012 304.311 406.8268 -0.1289098 0.04842295
Moved 533.7319 288.2447 423.7553 -0.1661003 0.09196316
Moved 533.7627 276.913 438.087 -0.192331 0.1288244
Moved 533.7934 270.1179 447.3232 -0.2080605 0.1525802
Moved 533.8242 266.1343 451.7314 -0.2172818 0.1639183
Moved 533.8549 263.3774 455.6226 -0.2236634 0.1739265
