the collapse of the Roman empire
Moved 550.6982 232 505.6847 -0.2962963 0.3026869
Ended 550.7289 232 507.1281 -0.2962963 0.3063994
Began 551.0977 551 527 0.4421297 0.3575102
Stationary 551.1284 551 527 0.4421297 0.3575102
Stationary 551.1591 551 527 0.4421297 0.3575102
Moved 551.1899 520.4487 516.959 0.3714091 0.3316846
Moved 551.2206 470.2089 492.7009 0.2551131 0.2692924
Moved 551.2513 404.1944 452.7167 0.1023019 0.1664523
Moved 551.282 350.9929 413.6608 -0.02084971 0.06599987
Moved 551.3127 310.0639 379.9119 -0.1155928 -0.02080274
Moved 551.3435 290.3419 362.3419 -0.1612456 -0.06599309
Moved 551.3741 277.7055 350.7055 -0.1904964 -0.09592221
Moved 551.4049 269.6005 342.6005 -0.2092581 -0.1167683
Moved 551.4356 266.7993 338.7993 -0.2157425 -0.1265452
Ended 551.4664 266 338 -0.2175926 -0.1286009
Began 551.7429 341 524 -0.04398147 0.3497942
Stationary 551.7737 341 524 -0.04398147 0.3497942
Moved 551.8044 348.093 512.8539 -0.02756258 0.3211263
Moved 551.8351 371.9443 483.3036 0.02764881 0.2451224
Moved 551.8658 397.0946 444.1757 0.08586705 0.1444848
Moved 551.8965 410.3228 408.3623 0.1164879 0.05237214
Moved 551.9273 416.3843 391.0394 0.1305192 0.007817225
Moved 551.9579 417 379.8907 0.1319444 -0.02085721
Moved 551.9887 402.9912 372.4273 0.09951682 -0.0400533
Moved 552.0195 369.2483 372 0.021408 -0.04115226
Moved 552.0502 323.9532 413.374 -0.08344178 0.06526213
Moved 552.0809 288.3776 457.2467 -0.1657926 0.1781036
Moved 552.1116 262.7965 492.6902 -0.225008 0.2692648
Moved 552.1423 249.1504 515.0826 -0.2565963 0.3268586
Moved 552.1731 244.901 522.198 -0.2664329 0.3451594
Ended 552.2038 243 525 -0.2708333 0.3523662
Began 552.5725 306 525 -0.125 0.3523662
Stationary 552.6032 306 525 -0.125 0.3523662
Stationary 552.634 306 525 -0.125 0.3523662
Moved 552.6647 325.993 525 -0.07871981 0.3523662
Moved 552.6954 389.1396 511.1854 0.06745279 0.3168347
Moved 552.7261 449.7938 501.3016 0.2078559 0.2914134
Moved 552.7568 478.7948 496.3789 0.274988 0.2787522
Moved 552.7875 496.1976 496 0.3152721 0.2777777
Moved 552.8183 511.8578 495 0.3515227 0.2752057
Moved 552.8489 517.1751 494 0.3638313 0.2726337
Moved 552.8797 519 494 0.3680556 0.2726337
Moved 552.9105 509.3708 488.1648 0.3457658 0.2576254
Moved 552.9412 438.4961 452.4247 0.181704 0.1657014
Moved 552.9719 368.7536 426.7261 0.020263 0.09960402
Moved 553.0026 313 408 -0.1087963 0.05144025
Moved 553.0334 261.1153 393.623 -0.2288998 0.01446253
Moved 553.0641 234.9967 384.9987 -0.2893594 -0.007719424
Moved 553.0947 224.2519 380.2519 -0.3142317 -0.01992834
Moved 553.1255 221.7145 378.7145 -0.3201054 -0.02388252
Stationary 553.1563 222 379 -0.3194444 -0.02314815
Moved 553.187 232.2758 372.5747 -0.2956578 -0.03967419
Moved 553.2177 264.1152 357.9424 -0.2219555 -0.07730868
Moved 553.2485 314.6532 339.9214 -0.1049695 -0.1236591
Moved 553.2792 373.6279 318.3322 0.03154616 -0.1791868
Moved 553.3099 422.455 294.7725 0.1445719 -0.2397828
Moved 553.3406 443.284 283.4091 0.1927871 -0.2690095
Moved 553.3713 453.4438 275.5562 0.2163049 -0.2892073
Moved 553.4021 457 269.8184 0.2245371 -0.303965
Moved 553.4328 457 262.6226 0.2245371 -0.3224728
Moved 553.4636 407.9219 256 0.1109303 -0.3395062
Moved 553.4943 303.0291 299.5616 -0.1318771 -0.227465
Moved 553.525 225.9331 346.2855 -0.31034 -0.1072904
Moved 553.5557 169 379.5 -0.4421296 -0.02186214
Moved 553.5864 139.7329 402.9855 -0.5098776 0.03854296
Moved 553.6172 124.9641 414.0269 -0.5440646 0.06694158
Moved 553.6479 119.1287 416 -0.5575725 0.07201634
Moved 553.6786 116.7199 416 -0.5631483 0.07201634
Moved 553.7094 134.2985 396.2303 -0.5224572 0.02116855
Moved 553.7401 229.6609 358.3354 -0.3017108 -0.07629795
Moved 553.7708 328.8703 329.0499 -0.07205943 -0.1516207
Moved 553.8016 372.7989 306.3152 0.02962709 -0.2100946
Moved 553.8322 401.9146 284.9553 0.09702464 -0.2650328
Moved 553.8629 427.6339 270.5367 0.1565598 -0.3021175
Moved 553.8937 439.5057 263.3707 0.184041 -0.3205485
Moved 553.9244 447.4192 257.5808 0.2023593 -0.3354404
Ended 553.9551 451.4199 254.7201 0.21162 -0.3427982
Began 554.6311 272 494 -0.2037037 0.2726337
Stationary 554.6618 272 494 -0.2037037 0.2726337
Stationary 554.6926 272 494 -0.2037037 0.2726337
Stationary 554.7233 272 494 -0.2037037 0.2726337
Moved 554.754 289.0628 467.0134 -0.1642065 0.2032238
Moved 554.7847 323.1959 414.5707 -0.08519471 0.0683403
Moved 554.8155 362.3221 353.5571 0.005375346 -0.08858787
Moved 554.8462 408.5576 296.2941 0.1124017 -0.2358692
Moved 554.8769 450.2046 254.7291 0.208807 -0.3427749
Moved 554.9077 475.6752 233.9463 0.2677667 -0.3962287
Moved 554.9384 489.5 227 0.2997685 -0.4140947
Moved 554.9691 501.9953 227 0.3286928 -0.4140947
Moved 554.9998 520.3619 236.543 0.3712082 -0.3895499
Moved 555.0305 555.2014 290.303 0.4518552 -0.2512784
Moved 555.0613 577.056 381.8217 0.5024444 -0.01589072
Moved 555.092 584.7709 423.7814 0.5203029 0.09203035
Moved 555.1227 590.5084 455.7964 0.5335844 0.1743735
Moved 555.1534 594.1184 500.4207 0.5419407 0.2891477
Moved 555.1841 594 524.6541 0.5416667 0.3514764
Moved 555.2149 579.3202 540.6798 0.5076857 0.3926949
Moved 555.2456 558.1559 551.8126 0.4586942 0.4213287
Moved 555.2764 520.2141 555 0.3708659 0.4295266
Moved 555.3071 443.1385 547.0461 0.1924503 0.4090692
Moved 555.3378 357.7233 527.3506 -0.005270193 0.3584119
Moved 555.3685 310.4929 511.8098 -0.1145999 0.3184408
Moved 555.3993 276.9065 496.3751 -0.1923461 0.2787425
Moved 555.43 263.1666 489.1111 -0.2241514 0.2600594
Moved 555.4608 260.183 486 -0.231058 0.2520575
Moved 555.4915 276.5 480.5 -0.193287 0.2379114
Moved 555.5222 351.9448 470.1508 -0.01864632 0.211293
Moved 555.5529 397.3295 462.8338 0.08641094 0.1924736
Moved 555.5836 428.7014 462 0.1590312 0.1903292
Moved 555.6143 444.6061 461 0.1958475 0.1877571
Moved 555.6451 452.79 461 0.2147917 0.1877571
Moved 555.6758 454.5 461 0.21875 0.1877571
Moved 555.7065 441.3482 461 0.188306 0.1877571
Moved 555.7372 406.8154 473.0369 0.1083691 0.2187163
Moved 555.7679 350.3216 477.6537 -0.02240365 0.2305907
Moved 555.7987 291.1065 483.8309 -0.1594756 0.2464785
Moved 555.8295 263.6963 488.884 -0.2229253 0.2594751
Moved 555.8602 237.4384 490 -0.2837074 0.2623456
Moved 555.8909 228.6548 490 -0.3040398 0.2623456
Ended 555.9216 228 490 -0.3055556 0.2623456
PhraseEnd 556.7512
