the postal service is very slow
Direct
0.6 0.6
432 388.8
Began 316.0972 349 501 -0.02546296 0.2906378
Stationary 316.128 349 501 -0.02546296 0.2906378
Moved 316.1586 349 491.9839 -0.02546296 0.2674484
Moved 316.1894 379.5 451.5 0.0451389 0.163323
Moved 316.2201 404.1854 394.9179 0.1022811 0.01779289
Moved 316.2508 409.1136 372.4319 0.1136889 -0.04004137
Moved 316.2815 409 364.0341 0.113426 -0.06164095
Moved 316.3122 409 363 0.113426 -0.06430049
Moved 316.343 336.3967 425.7438 -0.05463729 0.09707756
Moved 316.3737 294.4568 485.0618 -0.1517204 0.2496444
Moved 316.4044 278.3211 507.9505 -0.1890716 0.3085146
Moved 316.4351 268.8801 516.4133 -0.2109257 0.330281
Moved 316.4658 263.4244 520 -0.2235545 0.3395061
Ended 316.4965 262 521 -0.2268519 0.3420781
Began 316.8038 609 494 0.576389 0.2726337
Moved 316.8344 590.1895 494 0.5328461 0.2726337
Moved 316.8652 566.2466 508.3767 0.4774227 0.3096107
Moved 316.8959 550.2205 514.7118 0.4403252 0.3259048
Moved 316.9266 539.5745 518.2127 0.4156818 0.3349091
Moved 316.9573 531.7305 518 0.3975243 0.3343621
Moved 316.9881 520.1465 511.4148 0.3707095 0.3174248
Moved 317.0188 457.1891 462.3821 0.2249748 0.191312
Moved 317.0495 371.6057 403.3299 0.02686501 0.03942866
Moved 317.0803 315.5315 385.6329 -0.1029364 -0.006088406
Moved 317.111 278.4445 379.4445 -0.188786 -0.02200507
Moved 317.1417 261.3941 375.3485 -0.2282545 -0.03253992
Moved 317.1724 255.4753 375 -0.2419553 -0.03343629
Moved 317.2031 255 375 -0.2430556 -0.03343629
Moved 317.2338 289.6457 412.6729 -0.1628573 0.0634591
Moved 317.2646 313.1426 442.9997 -0.1084663 0.14146
Moved 317.2953 322.4401 458.3203 -0.08694421 0.1808649
Moved 317.326 325.1908 466.7633 -0.08057678 0.2025804
Moved 317.3567 325 475.3846 -0.08101851 0.2247546
Moved 317.3875 299.944 491.028 -0.1390184 0.2649897
Moved 317.4182 266.4196 496 -0.2166212 0.2777777
Moved 317.4489 226.6494 480.634 -0.3086818 0.238256
Moved 317.4796 190.6916 457.4551 -0.3919177 0.1786395
Moved 317.5103 161.8149 431.8149 -0.4587619 0.1126925
Moved 317.541 149.7219 414.2031 -0.486755 0.06739475
Moved 317.5717 145 403.9019 -0.4976852 0.04089987
Moved 317.6025 155.0043 399.1417 -0.4745272 0.02865642
Moved 317.6332 280.9661 413.134 -0.1829489 0.06464491
Moved 317.6639 385.6649 411 0.05940944 0.05915629
Moved 317.6946 471.9012 397.642 0.2590305 0.02479926
Moved 317.7253 515.5648 392.4529 0.3601037 0.01145296
Moved 317.7561 539.9615 392 0.4165775 0.01028803
Ended 317.7868 546 391 0.4305556 0.007715971
Began 318.1555 188 369 -0.3981482 -0.04886839
Stationary 318.1862 188 369 -0.3981482 -0.04886839
Moved 318.2169 201.2755 405.0855 -0.3674178 0.04394417
Moved 318.2476 224.5301 449.9541 -0.3135878 0.1593469
Moved 318.2783 240.6978 483.3956 -0.2761625 0.245359
Moved 318.3091 251.4408 503.068 -0.2512944 0.2959567
Moved 318.3398 259.8095 514.619 -0.2319225 0.325666
Moved 318.3705 262.3546 516.1773 -0.2260309 0.329674
Moved 318.4012 270.2136 517 -0.207839 0.33179
Moved 318.4319 291.2456 510.5281 -0.1591537 0.3151442
Moved 318.4626 311 502.5 -0.113426 0.2944958
Moved 318.4934 323.3542 492.9844 -0.08482828 0.2700215
Moved 318.5241 330.4253 486.3621 -0.06846006 0.2529889
Moved 318.5548 336.0834 443.0813 -0.05536243 0.1416699
Moved 318.5855 331.799 375.9952 -0.06528 -0.03087668
Moved 318.6162 329 295.8917 -0.07175927 -0.2369041
Moved 318.6469 340.7051 257.4746 -0.0446642 -0.3357135
Moved 318.6777 345.2246 242.1017 -0.03420239 -0.3752529
Moved 318.7084 347.794 239 -0.02825464 -0.3832304
Moved 318.7391 368.7073 285.4333 0.02015571 -0.2638033
Moved 318.7699 413.2948 423.1753 0.1233676 0.09047131
Moved 318.8005 461.0586 533.0549 0.2339319 0.3730834
Moved 318.8313 485.5581 560.1686 0.2906439 0.4428203
Moved 318.862 486.8252 561.8252 0.2935768 0.4470811
