I want to hold your hand
Direct
0.6 0.6
432 388.8
Began 212.6576 466 504 0.2453704 0.2983539
Stationary 212.6883 466 504 0.2453704 0.2983539
Stationary 212.7191 466 504 0.2453704 0.2983539
Ended 212.7498 466 504 0.2453704 0.2983539
Began 213.426 225 505 -0.3125 0.3009258
Stationary 213.4567 225 505 -0.3125 0.3009258
Stationary 213.4874 225 505 -0.3125 0.3009258
Moved 213.5182 216.9914 493.5591 -0.3310384 0.2714998
Moved 213.5489 189.9684 449.5789 -0.3935916 0.1583819
Moved 213.5796 171.5487 413.7877 -0.4362299 0.06632616
Moved 213.6104 162.8686 394.7372 -0.4563226 0.01732826
Moved 213.6411 159.5612 385.1224 -0.4639787 -0.00740118
Moved 213.6718 159 379.1852 -0.4652778 -0.02267186
Moved 213.7025 194.7443 365.149 -0.3825363 -0.0587731
Moved 213.7333 252.306 332.1439 -0.2492916 -0.1436629
Moved 213.7641 301.1503 296.5129 -0.1362261 -0.2353064
Moved 213.7948 343.0787 263.0112 -0.03916959 -0.3214734
Moved 213.8255 374.578 245.2461 0.03374547 -0.3671654
Moved 213.8562 397.7311 233.6344 0.08734057 -0.3970308
Moved 213.887 410.7888 230.6422 0.1175666 -0.4047269
Moved 213.9177 418.4561 229 0.135315 -0.4089506
Moved 213.9484 422 237.8528 0.1435185 -0.3861812
Moved 213.9792 415.2385 264.7667 0.1278669 -0.3169582
Moved 214.0099 384.8675 326.265 0.05756368 -0.1587834
Moved 214.0407 356.7547 385.3396 -0.007512222 -0.006842711
Moved 214.0714 336.9222 428.0461 -0.05342086 0.1029993
Moved 214.1021 323.8044 452.7129 -0.083786 0.1664426
Moved 214.1329 317.2856 468.8575 -0.0988759 0.2079668
Moved 214.1636 314 477.5891 -0.1064815 0.2304244
Moved 214.1943 313 482.9215 -0.1087963 0.2441396
Moved 214.225 313 484.7738 -0.1087963 0.2489037
Ended 214.2558 313 486.4191 -0.1087963 0.2531356
Began 214.8397 349 502 -0.02546296 0.2932098
Stationary 214.8705 349 502 -0.02546296 0.2932098
Stationary 214.9012 349 502 -0.02546296 0.2932098
Moved 214.9319 364.545 502 0.01052091 0.2932098
Moved 214.9627 406.1572 502 0.1068454 0.2932098
Moved 214.9935 447.776 495 0.2031852 0.2752057
Moved 215.0242 477.5111 495 0.2720164 0.2752057
Moved 215.0549 495.2114 495 0.3129895 0.2752057
Moved 215.0856 506.9599 495 0.3401851 0.2752057
Moved 215.1163 512.5237 495 0.3530642 0.2752057
Moved 215.1471 515.4008 495 0.3597242 0.2752057
Ended 215.1778 517 495 0.3634259 0.2752057
Began 215.8233 406 384 0.1064815 -0.01028807
Stationary 215.854 406 384 0.1064815 -0.01028807
Stationary 215.8847 406 384 0.1064815 -0.01028807
Moved 215.9155 423.9467 404.9467 0.1480249 0.04358715
Moved 215.9462 460.7464 447.2788 0.2332092 0.152466
Moved 215.9769 482.6512 471.1229 0.2839147 0.2137934
Moved 216.0076 496.4381 489.5476 0.3158289 0.2611821
Moved 216.0383 506.8504 502.084 0.3399315 0.2934259
Moved 216.0691 514 510 0.3564815 0.3137859
Moved 216.0999 518.3534 513.3534 0.3665588 0.3224109
Moved 216.1306 521.8522 514 0.3746578 0.324074
Moved 216.1613 535.9279 481.0742 0.4072404 0.2393881
Moved 216.192 542 424.4883 0.4212962 0.09384853
Moved 216.2228 542 385.7646 0.4212962 -0.005749439
Moved 216.2536 542 364.657 0.4212962 -0.0600387
Moved 216.2843 542 352.3405 0.4212962 -0.09171686
Moved 216.315 542 345.4218 0.4212962 -0.109512
Moved 216.3457 528.5 337.5 0.3900464 -0.1298869
Moved 216.3765 510.9078 332.5351 0.3493237 -0.1426567
Moved 216.4072 476.6546 330 0.2700338 -0.149177
Moved 216.438 431.5052 330 0.1655212 -0.149177
Moved 216.4687 391.8566 330 0.07374207 -0.149177
Moved 216.4994 347.2788 330 -0.02944713 -0.149177
Moved 216.5301 320.1992 330 -0.09213135 -0.149177
Moved 216.5609 303.4709 330 -0.1308544 -0.149177
Moved 216.5916 295.7185 330 -0.1487997 -0.149177
Moved 216.6224 289.9835 330 -0.1620752 -0.149177
Moved 216.6531 288 330 -0.1666667 -0.149177
Ended 216.6839 286.5 330 -0.1701389 -0.149177
Began 217.2063 382 498 0.05092591 0.2829217
