travel at the speed of light
Direct
0.6 0.6
432 388.8
Began 434.3597 354 527 -0.01388888 0.3575102
Stationary 434.3905 354 527 -0.01388888 0.3575102
Moved 434.4212 338.7958 518.3119 -0.04908383 0.3351642
Moved 434.4516 307.3257 502.7303 -0.1219312 0.2950881
Moved 434.4827 272.0838 485.0419 -0.2035097 0.2495934
Moved 434.5134 233.7759 459.7759 -0.2921854 0.1846088
Moved 434.5441 220.7575 445.5084 -0.3223206 0.1479124
Moved 434.5748 204.8922 426.2491 -0.3590458 0.09837723
Moved 434.6056 195.6053 411.908 -0.3805433 0.06149158
Moved 434.6363 192.433 405.8659 -0.3878867 0.04595133
Moved 434.667 191 401.4481 -0.3912037 0.03458878
Moved 434.6977 191 400.0067 -0.3912037 0.03088139
Moved 434.7285 251.0368 408.5846 -0.2522296 0.05294387
Moved 434.7592 322.0293 419.4767 -0.0878951 0.08095863
Moved 434.7899 347.189 421.1699 -0.02965505 0.08531331
Moved 434.8207 364.6558 421 0.01077721 0.08487643
Moved 434.8514 366.9876 421 0.01617491 0.08487643
Moved 434.8821 370.8603 421 0.02513955 0.08487643
Moved 434.9129 373.8419 409.3162 0.03204147 0.05482552
Moved 434.9436 375.2855 406.4291 0.035383 0.04739977
Moved 434.9743 376 399.4764 0.03703703 0.0295174
Moved 435.0051 377 394.4682 0.03935188 0.01663628
Moved 435.0358 378.5566 388.8868 0.04295508 0.00228089
Moved 435.0665 380.4333 382.1334 0.04729936 -0.01508909
Moved 435.0973 382.3086 375.0743 0.05164027 -0.03324524
Moved 435.128 385.7557 362.733 0.05961964 -0.06498714
Moved 435.1588 388.7682 349.9274 0.06659299 -0.09792351
Moved 435.1894 392 336.8002 0.07407407 -0.1316867
Moved 435.2202 393.5 334 0.07754634 -0.1388889
Moved 435.2509 394 327.903 0.07870366 -0.1545707
Moved 435.2817 395 323.1556 0.08101851 -0.1667808
Moved 435.3124 396 318 0.08333336 -0.1800412
Stationary 435.3431 396 317.8722 0.08333336 -0.1803699
Moved 435.3738 396 315.5 0.08333336 -0.1864713
Moved 435.4045 396 313.9729 0.08333336 -0.190399
Stationary 435.4353 396 313.9729 0.08333336 -0.190399
Moved 435.4659 396 312.9896 0.08333336 -0.1929282
Stationary 435.4967 396 312.9896 0.08333336 -0.1929282
Moved 435.5274 376.5724 333.1415 0.03836194 -0.1410971
Moved 435.5582 352.965 368.6058 -0.01628468 -0.04988219
Moved 435.5889 325.2716 418.4568 -0.08038978 0.07833535
Moved 435.6196 306.4757 453.0388 -0.1238987 0.1672809
Moved 435.6504 298.2491 468.5017 -0.1429418 0.2070516
Moved 435.6811 294.6112 477.3889 -0.151363 0.2299095
Moved 435.7118 295 480.6609 -0.150463 0.2383253
Moved 435.7426 329.1848 486 -0.07133137 0.2520575
Moved 435.7733 428 459.5 0.1574074 0.1838991
Moved 435.804 497.3392 421.6457 0.3179148 0.08653723
Moved 435.8348 519.985 407.0074 0.3703358 0.04888738
Moved 435.8655 533.4352 399.113 0.4014704 0.02858272
Ended 435.8962 536.5 398.5 0.4085648 0.02700609
Began 436.3879 199 401 -0.3726852 0.03343609
Stationary 436.4186 199 401 -0.3726852 0.03343609
Moved 436.4493 243.126 424.8209 -0.2705415 0.09470382
Moved 436.4801 295.5 456.5 -0.1493056 0.1761831
Moved 436.5109 324.6475 475.9152 -0.08183459 0.2261193
Ended 436.5415 343 489 -0.03935183 0.2597736
Began 437.0947 338 526 -0.05092591 0.3549381
Moved 437.1254 347.2335 506.3788 -0.02955203 0.3044721
Moved 437.1562 384.2401 421.4621 0.05611131 0.08606499
Moved 437.1869 399.9449 395.0992 0.09246498 0.01825937
Moved 437.2176 408.7371 377.5259 0.1128173 -0.02693977
Moved 437.2483 410 372 0.1157407 -0.04115226
Moved 437.279 382.8403 381.1198 0.05287101 -0.01769603
Moved 437.3098 313.8878 439.5565 -0.1067411 0.1326041
Moved 437.3405 271.3065 485.8091 -0.205309 0.2515666
Moved 437.3712 255.2019 505.6636 -0.2425883 0.3026325
Moved 437.4019 250.3908 513.2184 -0.253725 0.3220637
Ended 437.4327 249.5 515 -0.255787 0.326646
Began 438.0473 227 405 -0.3078704 0.04372424
Stationary 438.078 227 405 -0.3078704 0.04372424
Moved 438.1088 249.2929 415.2891 -0.2562663 0.07018792
