he is just like everyone else
Direct
0.6 0.6
432 388.8
Began 1214.225 416 366 0.1296297 -0.05658444
Stationary 1214.256 416 366 0.1296297 -0.05658444
Stationary 1214.287 416 366 0.1296297 -0.05658444
Stationary 1214.318 416 366 0.1296297 -0.05658444
Moved 1214.348 398.4296 377.8963 0.08895744 -0.02598688
Moved 1214.379 362.8549 399.4657 0.006608466 0.02948992
Moved 1214.41 287.5507 455.9186 -0.1677067 0.1746878
Moved 1214.44 261.2785 482.5389 -0.228522 0.2431555
Moved 1214.471 246.2617 496.7383 -0.2632832 0.2796768
Moved 1214.502 241.6345 501.3655 -0.2739941 0.2915778
Moved 1214.532 238 505.0001 -0.2824074 0.3009261
Ended 1214.563 238 507.1188 -0.2824074 0.3063754
Began 1215.515 480 505 0.2777778 0.3009258
Stationary 1215.546 480 505 0.2777778 0.3009258
Moved 1215.577 468.4579 505 0.25106 0.3009258
Moved 1215.608 436.4992 488.7663 0.1770815 0.2591724
Moved 1215.638 385.514 461.3502 0.05906026 0.1886579
Moved 1215.669 333.7886 435.1358 -0.06067445 0.121234
Moved 1215.7 295.8165 420.6055 -0.1485729 0.08386192
Moved 1215.73 271.6777 408.2542 -0.2044497 0.05209401
Moved 1215.761 254.9448 398.7086 -0.2431833 0.0275427
Moved 1215.792 247.3631 393.3631 -0.2607335 0.01379398
Ended 1215.823 245.9333 393 -0.2640433 0.01285996
Began 1216.898 459 372 0.2291666 -0.04115226
Stationary 1216.928 459 372 0.2291666 -0.04115226
Stationary 1216.959 459 372 0.2291666 -0.04115226
Stationary 1216.99 459 372 0.2291666 -0.04115226
Moved 1217.02 459 389.9356 0.2291666 0.004978376
Moved 1217.051 455.0227 420.5228 0.21996 0.08364901
Moved 1217.082 450.5564 461.2108 0.2096212 0.1882993
Moved 1217.113 447.0394 487.6456 0.20148 0.25629
Moved 1217.143 445.1639 503.3444 0.1971387 0.2966677
Moved 1217.174 443 511.3978 0.1921296 0.3173811
Moved 1217.205 439.7842 515.2158 0.1846858 0.3272009
Moved 1217.235 421.537 516 0.1424467 0.329218
Moved 1217.266 381.752 486.8347 0.05035192 0.2542042
Moved 1217.297 345.912 460.7094 -0.03261099 0.1870096
Moved 1217.328 312.4165 437.611 -0.1101471 0.1276002
Moved 1217.358 283.8159 412.1279 -0.1763522 0.06205719
Moved 1217.389 262.0678 391.0678 -0.2266949 0.007890419
Moved 1217.42 249.7538 377.7538 -0.2551994 -0.02635336
Moved 1217.45 247 373.5 -0.2615741 -0.03729432
Moved 1217.481 244.5719 371.5719 -0.2671947 -0.0422535
Moved 1217.512 256.7945 388.3271 -0.2389017 0.0008413526
Moved 1217.542 271.949 407.318 -0.2038216 0.04968619
Moved 1217.573 297.0035 442.433 -0.1458253 0.1400026
Moved 1217.604 316.53 468.2949 -0.100625 0.2065197
Moved 1217.635 328.3878 485.3129 -0.07317647 0.2502904
Moved 1217.665 333.976 495.9641 -0.06024063 0.2776852
Moved 1217.696 340.5897 504.5897 -0.04493122 0.2998706
Ended 1217.727 348.7732 511.4777 -0.02598793 0.3175867
Began 1218.587 547 364 0.4328704 -0.06172839
Stationary 1218.618 547 364 0.4328704 -0.06172839
Stationary 1218.648 547 364 0.4328704 -0.06172839
Moved 1218.679 531.3182 387.6273 0.3965699 -0.0009587762
Moved 1218.71 511.8541 433.389 0.3515142 0.1167413
Moved 1218.74 494.0185 485.3407 0.310228 0.2503618
Moved 1218.771 487.4627 509.8806 0.2950525 0.3134789
Moved 1218.802 485.1877 524.4369 0.2897864 0.3509178
Moved 1218.833 483 530.681 0.2847222 0.3669777
Moved 1218.863 483 531.5 0.2847222 0.3690843
Moved 1218.894 476.5562 477.8989 0.269806 0.2312215
Moved 1218.925 477 442.8426 0.2708333 0.141056
Moved 1218.955 477 415.2918 0.2708333 0.07019494
Moved 1218.986 484.6829 401.2684 0.2886179 0.03412647
Moved 1219.017 486.1749 394.6502 0.2920715 0.01710436
Moved 1219.047 486 386.7229 0.2916667 -0.0032848
Moved 1219.078 477.2502 382.0278 0.2714125 -0.01536059
Moved 1219.109 450.2341 387.7233 0.2088753 -0.0007117236
Moved 1219.14 396.9612 418.6492 0.08555839 0.0788302
Moved 1219.17 339.2723 458.073 -0.04798074 0.1802289
Moved 1219.201 311.1462 474.5336 -0.1130875 0.2225658
