I listen to the tape everyday
Direct
0.6 0.6
432 388.8
Began 1178.492 464 529 0.2407408 0.3626543
Stationary 1178.523 464 529 0.2407408 0.3626543
Stationary 1178.554 464 529 0.2407408 0.3626543
Ended 1178.584 464 529 0.2407408 0.3626543
Began 1179.383 537 360 0.4097222 -0.07201654
Stationary 1179.414 537 360 0.4097222 -0.07201654
Stationary 1179.445 537 360 0.4097222 -0.07201654
Moved 1179.475 515.0254 386.1543 0.358855 -0.004747257
Moved 1179.506 500.7001 410.5997 0.3256948 0.05812684
Moved 1179.537 486.2858 437.6069 0.2923282 0.1275898
Moved 1179.568 476.8363 463.5456 0.2704545 0.1943045
Moved 1179.598 471.0695 490.3049 0.2571053 0.2631299
Moved 1179.629 468.5312 504.8129 0.2512296 0.3004445
Moved 1179.66 469 517.0518 0.2523148 0.3319232
Moved 1179.69 468 524.4509 0.25 0.3509539
Moved 1179.721 468 527.8157 0.25 0.3596081
Moved 1179.752 466.5 529 0.2465278 0.3626543
Moved 1179.783 465.5056 530 0.2442261 0.3652262
Moved 1179.813 463.629 530 0.239882 0.3652262
Moved 1179.844 454.3021 514.3625 0.218292 0.3250065
Moved 1179.875 445.7019 499.8774 0.198384 0.2877504
Moved 1179.906 430.8356 480.1416 0.1639714 0.2369897
Moved 1179.936 409.5 457.5 0.1145834 0.1787551
Moved 1179.967 391.2041 440.3178 0.07223179 0.1345622
Moved 1179.998 363.1931 421.1158 0.007391374 0.08517442
Moved 1180.028 341.1011 406.5505 -0.04374752 0.04771221
Moved 1180.059 321.8421 394.6513 -0.08832847 0.01710723
Moved 1180.09 301.4923 384.2462 -0.1354345 -0.00965503
Moved 1180.121 282.3954 377.7582 -0.1796402 -0.02634221
Moved 1180.151 263.0715 371.0286 -0.2243716 -0.04365089
Moved 1180.182 250.8776 368.4694 -0.2525982 -0.05023297
Moved 1180.213 242.1798 367 -0.2727318 -0.05401234
Moved 1180.244 235.4382 366 -0.2883373 -0.05658444
Moved 1180.274 233.1482 366 -0.2936384 -0.05658444
Moved 1180.305 230.5 366 -0.2997685 -0.05658444
Moved 1180.336 228.6261 366 -0.3041064 -0.05658444
Moved 1180.366 227.7983 366 -0.3060225 -0.05658444
Stationary 1180.397 227.7983 366 -0.3060225 -0.05658444
Moved 1180.428 226.773 366 -0.3083957 -0.05658444
Stationary 1180.458 226.773 366 -0.3083957 -0.05658444
Stationary 1180.489 226.773 366 -0.3083957 -0.05658444
Stationary 1180.52 226.773 366 -0.3083957 -0.05658444
Stationary 1180.551 227 366 -0.3078704 -0.05658444
Moved 1180.581 233.2685 378.6865 -0.2933599 -0.02395449
Moved 1180.612 240.8687 386.1582 -0.2757669 -0.004737171
Moved 1180.643 252.3159 398.0527 -0.2492688 0.02585576
Moved 1180.674 263.7038 409.563 -0.2229079 0.05546051
Moved 1180.704 280.095 424.0634 -0.1849652 0.09275542
Moved 1180.735 294.2597 437.2597 -0.1521765 0.1266967
Moved 1180.766 308.1648 450.1648 -0.1199889 0.1598888
Moved 1180.797 319.2573 458.943 -0.09431172 0.1824664
Moved 1180.827 330.4015 467.5212 -0.06851499 0.2045297
Moved 1180.858 341.1375 477.1375 -0.04366318 0.2292631
Moved 1180.889 348.1772 484.1772 -0.02736772 0.2473692
Moved 1180.919 352.4646 488.9291 -0.01744315 0.2595913
Moved 1180.95 354 492.0367 -0.01388888 0.2675841
Moved 1180.981 355 495.9084 -0.01157408 0.2775422
Moved 1181.012 355 501.3508 -0.01157408 0.2915401
Moved 1181.042 338.5 512.5 -0.04976853 0.3202159
Moved 1181.073 314.371 526.6109 -0.1056227 0.3565094
Moved 1181.104 296.6466 533.0707 -0.1466513 0.3731241
Moved 1181.134 286.1527 535 -0.1709428 0.3780863
Moved 1181.165 281.3341 536 -0.182097 0.3806583
Moved 1181.196 277.6708 536 -0.1905769 0.3806583
Moved 1181.227 276.5 536 -0.193287 0.3806583
Moved 1181.257 276 536 -0.1944444 0.3806583
Moved 1181.288 286.1684 520.5642 -0.1709065 0.3409572
Moved 1181.319 302.0959 501.3881 -0.1340373 0.2916361
Moved 1181.349 319.3537 483.6463 -0.09408866 0.2460038
Moved 1181.38 337.5631 465.4369 -0.05193725 0.1991689
Moved 1181.411 355.7178 446.4959 -0.009912551 0.1504523
