my watch fell in the water
Direct
0.6 0.6
432 388.8
Began 278.8771 473 301 0.2615741 -0.2237656
Stationary 278.9079 473 301 0.2615741 -0.2237656
Stationary 278.9386 473 301 0.2615741 -0.2237656
Stationary 278.9693 473 301 0.2615741 -0.2237656
Moved 279.0001 456.4706 330.4789 0.2233116 -0.1479452
Moved 279.0308 430.7183 374.2394 0.1636998 -0.03539246
Moved 279.0616 406.6783 420.1032 0.1080516 0.08256998
Moved 279.0923 391.7109 450.6938 0.0734049 0.1612494
Moved 279.123 381.1898 477.4306 0.04905045 0.2300169
Moved 279.1537 377.1886 490.2455 0.03978848 0.262977
Moved 279.1845 376 500 0.03703703 0.2880658
Ended 279.2152 376 503 0.03703703 0.2957818
Began 279.7377 216 515 -0.3333333 0.326646
Stationary 279.7685 216 515 -0.3333333 0.326646
Stationary 279.7992 216 515 -0.3333333 0.326646
Stationary 279.83 216 515 -0.3333333 0.326646
Stationary 279.8607 216 515 -0.3333333 0.326646
Moved 279.8914 216 482.964 -0.3333333 0.2442489
Moved 279.9221 204.1505 448.5518 -0.3607627 0.15574
Moved 279.9529 194.5418 414.8062 -0.383005 0.06894578
Moved 279.9836 189.3588 391.1145 -0.3950028 0.008010511
Moved 280.0143 188 379.2047 -0.3981482 -0.02262186
Moved 280.0451 188 372.8444 -0.3981482 -0.03898039
Moved 280.0758 188 371.5 -0.3981482 -0.04243827
Moved 280.1065 188 371 -0.3981482 -0.04372435
Moved 280.1373 219.5616 396.2054 -0.3250889 0.02110426
Moved 280.168 256.2845 429.8152 -0.2400823 0.1075495
Moved 280.1988 289.977 457.7313 -0.1620904 0.1793498
Moved 280.2295 320.6563 479.3993 -0.09107341 0.2350804
Moved 280.2602 344.9883 494.4927 -0.03474936 0.2739009
Moved 280.291 360.8972 504.5178 0.002076725 0.2996854
Moved 280.3217 365.9439 506 0.01375904 0.3034978
Moved 280.3524 367.8195 507 0.01810064 0.3060699
Stationary 280.3831 368 507 0.01851857 0.3060699
Moved 280.4138 368 508.0409 0.01851857 0.3087471
Moved 280.4446 354.5159 511.0968 -0.0126947 0.3166069
Moved 280.4754 340.1377 514.9725 -0.04597753 0.3265752
Moved 280.5061 326.6199 518.845 -0.07726868 0.3365355
Moved 280.5368 319.3024 521.3488 -0.09420733 0.3429751
Moved 280.5676 314.7736 522 -0.1046907 0.3446501
Moved 280.5983 311.9003 523 -0.1113419 0.3472221
Moved 280.629 307.7965 523 -0.1208414 0.3472221
Moved 280.6598 296.9133 479.6533 -0.146034 0.2357336
Moved 280.6905 289.1959 435.567 -0.1638985 0.1223429
Moved 280.7213 285.7229 397.3975 -0.1719378 0.02417034
Moved 280.752 284 364.6924 -0.1759259 -0.05994749
Moved 280.7827 283 342.658 -0.1782407 -0.1166205
Moved 280.8135 283 332.9149 -0.1782407 -0.1416797
Moved 280.8442 283 328.5941 -0.1782407 -0.1527931
Moved 280.8749 283 328 -0.1782407 -0.1543211
Moved 280.9057 321.4003 357.5532 -0.08935123 -0.07830977
Moved 280.9364 368.1061 403.3843 0.01876414 0.03956861
Moved 280.9671 403.0897 442.4697 0.09974469 0.1400968
Moved 280.9979 429.7938 468.7938 0.1615597 0.2078028
Moved 281.0286 438.0082 476.0082 0.1805746 0.2263585
Moved 281.0594 444.5 478.5 0.1956019 0.2327674
Ended 281.0901 444.5 478.5 0.1956019 0.2327674
Began 281.7663 306 395 -0.125 0.01800408
Stationary 281.797 306 395 -0.125 0.01800408
Moved 281.8277 306 405.7948 -0.125 0.04576848
Moved 281.8585 289.6001 426.8797 -0.1629627 0.0999991
Moved 281.8892 277.9071 454.0415 -0.1900298 0.1698598
Moved 281.9199 268.5103 482.4691 -0.2117817 0.2429759
Moved 281.9507 265 505.1873 -0.2199074 0.3014075
Moved 281.9814 264.0874 508.7377 -0.2220199 0.3105392
Moved 282.0121 264 519.383 -0.2222222 0.3379192
Moved 282.0429 280.3175 522.8953 -0.1844503 0.3469528
Moved 282.0736 321.5 526 -0.08912037 0.3549381
Moved 282.1043 398.4429 497.1417 0.08898815 0.280714
Moved 282.1351 463.1459 475.3015 0.2387636 0.2245406
Moved 282.1658 498.1908 461.7237 0.3198861 0.1896185
Moved 282.1966 517 453.5 0.3634259 0.168467
Moved 282.2273 528.7059 445.5294 0.3905228 0.1479665
