good jobs for those with education
Direct
0.6 0.6
432 388.8
Began 1152.962 373 343 0.0300926 -0.1157408
Stationary 1152.993 373 343 0.0300926 -0.1157408
Stationary 1153.024 373 343 0.0300926 -0.1157408
Stationary 1153.055 373 343 0.0300926 -0.1157408
Moved 1153.085 381.3712 362.1322 0.04947037 -0.06653248
Moved 1153.116 414.5 399 0.1261574 0.02829214
Moved 1153.147 462.5687 442.0118 0.2374274 0.1389192
Moved 1153.177 498.3772 468.5688 0.3203176 0.2072242
Moved 1153.208 520.4715 487.4715 0.3714618 0.2558423
Moved 1153.239 534.6895 501.6895 0.4043737 0.2924111
Moved 1153.27 541.814 509.7211 0.4208658 0.3130685
Moved 1153.301 544.5 512.5 0.4270834 0.3202159
Moved 1153.331 547.0817 515.0817 0.4330595 0.3268562
Moved 1153.362 547.8421 516.8421 0.4348197 0.3313839
Moved 1153.393 548 518.5 0.4351853 0.335648
Moved 1153.423 548 519 0.4351853 0.3369341
Stationary 1153.454 548 519 0.4351853 0.3369341
Moved 1153.485 534.074 519 0.4029492 0.3369341
Moved 1153.516 516.5296 506.8238 0.362337 0.3056167
Moved 1153.547 491.3117 496.6558 0.3039623 0.2794645
Moved 1153.577 453.5497 478.2748 0.2165501 0.2321883
Moved 1153.608 411.1402 453.1413 0.11838 0.1675444
Moved 1153.639 371.3993 428.5631 0.02638718 0.1043289
Moved 1153.67 339 406 -0.04861111 0.04629618
Moved 1153.7 317.7131 391.2848 -0.09788643 0.008448455
Moved 1153.731 298.6103 375.666 -0.1421057 -0.03172329
Moved 1153.762 286 366.5 -0.1712963 -0.05529835
Moved 1153.792 274.8756 357.1005 -0.1970472 -0.07947427
Moved 1153.823 268.0308 351.0308 -0.2128917 -0.09508556
Moved 1153.854 264.2549 348.2549 -0.2216321 -0.1022251
Ended 1153.885 264 346.8698 -0.2222222 -0.1057876
Began 1154.592 454 344 0.2175926 -0.1131688
Stationary 1154.623 454 344 0.2175926 -0.1131688
Stationary 1154.653 454 344 0.2175926 -0.1131688
Stationary 1154.684 454 344 0.2175926 -0.1131688
Stationary 1154.715 454 344 0.2175926 -0.1131688
Moved 1154.746 454 365.3054 0.2175926 -0.05837107
Moved 1154.776 463.8684 394.8685 0.2404362 0.01766578
Moved 1154.807 473 416 0.2615741 0.07201634
Moved 1154.838 488.2906 447.3232 0.2969691 0.1525802
Moved 1154.869 502.0624 471.0998 0.328848 0.2137339
Moved 1154.899 511.3163 485.8605 0.3502691 0.2516987
Moved 1154.93 518.5579 496.7438 0.3670321 0.2796909
Moved 1154.961 527.9807 509.9742 0.3888441 0.3137195
Moved 1154.992 533.498 517.2471 0.4016159 0.3324256
Moved 1155.022 537.5129 523.0259 0.4109095 0.3472887
Moved 1155.053 539.9517 525.9517 0.4165549 0.354814
Moved 1155.084 541 529 0.4189815 0.3626543
Moved 1155.115 542 531.4782 0.4212962 0.3690282
Moved 1155.146 542 533.2435 0.4212962 0.3735685
Stationary 1155.176 542 533.2435 0.4212962 0.3735685
Moved 1155.207 543.2058 534 0.4240875 0.3755144
Moved 1155.238 543 535.3591 0.4236111 0.37901
Stationary 1155.268 543 535.3591 0.4236111 0.37901
Stationary 1155.299 543 535.3591 0.4236111 0.37901
Stationary 1155.33 543 535.3591 0.4236111 0.37901
Moved 1155.361 534.772 520.4289 0.4045647 0.3406092
Moved 1155.391 527.2338 508.7229 0.3871152 0.3105012
Moved 1155.422 512.5588 485.294 0.3531453 0.2502417
Moved 1155.453 491.9907 453.2738 0.3055341 0.1678852
Moved 1155.484 461.1968 403.723 0.2342519 0.04043964
Moved 1155.514 431.9189 359.2537 0.1664791 -0.07393613
Moved 1155.545 409.2171 320.2821 0.1139285 -0.1741716
Moved 1155.576 395.5736 291.1472 0.08234621 -0.2491072
Moved 1155.607 388.2717 271.8149 0.06544371 -0.2988299
Moved 1155.637 384.3917 257.3708 0.05646229 -0.3359804
Moved 1155.668 381.4308 244.2922 0.04960825 -0.3696189
Moved 1155.699 378.6742 235.0225 0.04322728 -0.3934607
Moved 1155.73 378 231.1943 0.04166663 -0.4033068
Moved 1155.76 377 228.5 0.03935188 -0.4102367
Moved 1155.791 372.4605 228 0.02884368 -0.4115227
Moved 1155.822 360.8702 228 0.002014438 -0.4115227
Moved 1155.853 344.5238 246.1224 -0.03582458 -0.3649114
