this is a non profit organization
Direct
0.6 0.6
432 388.8
Began 1302.096 357 498 -0.006944438 0.2829217
Stationary 1302.126 357 498 -0.006944438 0.2829217
Stationary 1302.157 357 498 -0.006944438 0.2829217
Moved 1302.188 357 488.7484 -0.006944438 0.2591265
Moved 1302.218 369.9059 458.2354 0.02293021 0.1806464
Moved 1302.249 385.2614 416.3633 0.05847553 0.07295086
Moved 1302.28 391.7166 387.1175 0.07341802 -0.002269863
Moved 1302.311 394.1992 369.8044 0.07916491 -0.04679927
Moved 1302.341 397.0066 364.9935 0.0856633 -0.05917317
Moved 1302.372 408.2939 364 0.1117915 -0.06172839
Moved 1302.403 441 398 0.1875 0.02572008
Moved 1302.433 469.5981 436.8972 0.2536994 0.1257643
Moved 1302.464 479.4068 472.644 0.2764045 0.2177056
Moved 1302.495 482 495.3691 0.2824074 0.2761551
Moved 1302.526 482 503.2343 0.2824074 0.2963843
Moved 1302.556 482 507.488 0.2824074 0.307325
Moved 1302.587 440.0034 494.7879 0.1851931 0.2746602
Moved 1302.618 369.1948 454.3717 0.02128422 0.1707091
Moved 1302.649 311.2896 417.5264 -0.1127555 0.07594238
Moved 1302.679 278.7637 393.011 -0.1880469 0.0128883
Moved 1302.71 259 377.5 -0.2337963 -0.02700625
Moved 1302.741 253.9295 372.9295 -0.2455335 -0.03876164
Ended 1302.771 252 371 -0.25 -0.04372435
Began 1303.539 471 528 0.2569444 0.3600822
Stationary 1303.57 471 528 0.2569444 0.3600822
Moved 1303.601 449.5956 511.6461 0.2073971 0.3180198
Moved 1303.632 409.4979 478.2614 0.1145784 0.2321536
Moved 1303.662 365.9482 446.1848 0.01376887 0.1496522
Moved 1303.693 319.398 417.0416 -0.09398614 0.0746953
Moved 1303.724 282.7659 399.7814 -0.1787827 0.0303018
Moved 1303.755 263.0698 391.3566 -0.2243754 0.008633185
Moved 1303.785 250.0701 384.7134 -0.2544674 -0.008453322
Moved 1303.816 244.0019 380.0019 -0.2685141 -0.02057126
Ended 1303.847 244.0019 380.0019 -0.2685141 -0.02057126
Began 1304.584 190 376 -0.3935185 -0.03086435
Stationary 1304.615 190 376 -0.3935185 -0.03086435
Ended 1304.645 190 376 -0.3935185 -0.03086435
Began 1305.444 415 232 0.1273148 -0.4012346
Moved 1305.475 415 244.3391 0.1273148 -0.3694982
Moved 1305.506 415 273.875 0.1273148 -0.2935314
Moved 1305.536 435.807 328.1307 0.1754792 -0.153985
Moved 1305.567 464.5529 404.264 0.2420207 0.04183125
Moved 1305.598 485.8646 453.4628 0.2913533 0.1683714
Moved 1305.629 501.8611 485.5786 0.328382 0.2509737
Moved 1305.659 509.9809 502.9619 0.3471781 0.2956837
Moved 1305.69 513 511.0637 0.3541666 0.3165219
Moved 1305.721 513 512 0.3541666 0.31893
Moved 1305.751 479.7849 452.3019 0.2772799 0.1653856
Moved 1305.782 442.5493 355.0353 0.1910864 -0.08478572
Moved 1305.813 428.9073 309.0244 0.1595077 -0.2031265
Moved 1305.844 420.8806 277.9628 0.1409273 -0.2830176
Moved 1305.874 416.94 256.5801 0.1318056 -0.3380142
Moved 1305.905 416 245.1146 0.1296297 -0.3675035
Ended 1305.936 416 242 0.1296297 -0.3755144
Began 1307.963 590 503 0.5324074 0.2957818
Stationary 1307.994 590 503 0.5324074 0.2957818
Stationary 1308.025 590 503 0.5324074 0.2957818
Stationary 1308.056 590 503 0.5324074 0.2957818
Stationary 1308.086 590 503 0.5324074 0.2957818
Moved 1308.117 582.7705 508.623 0.5156724 0.3102442
Moved 1308.148 575.6442 512.6779 0.4991763 0.3206736
Moved 1308.178 563.7017 515.2164 0.4715316 0.3272025
Moved 1308.209 538.2138 515 0.412532 0.326646
Moved 1308.24 501.419 515 0.3273589 0.326646
Moved 1308.271 454.5 515 0.21875 0.326646
Moved 1308.301 392.1441 502.2783 0.07440775 0.2939256
Moved 1308.332 357.7803 497.54 -0.005138169 0.2817388
Moved 1308.363 332.2722 494.8961 -0.06418467 0.2749383
Moved 1308.393 318.7368 492.3474 -0.09551679 0.268383
Moved 1308.424 306.9055 489.4764 -0.122904 0.2609989
Moved 1308.455 300.2037 487.6019 -0.1384173 0.2561775
Moved 1308.486 296.7291 487 -0.1464603 0.2546296
Stationary 1308.516 297 487 -0.1458333 0.2546296
