a very traditional way to dress
Direct
0.6 0.6
432 388.8
Began 805.8036 166 356 -0.4490741 -0.0823046
Stationary 805.8343 166 356 -0.4490741 -0.0823046
Stationary 805.8651 166 356 -0.4490741 -0.0823046
Stationary 805.8958 166 356 -0.4490741 -0.0823046
Stationary 805.9266 166 356 -0.4490741 -0.0823046
Moved 805.9573 183.1492 365.0111 -0.4093769 -0.05912789
Moved 805.988 194.1783 367.0446 -0.3838466 -0.05389775
Moved 806.0188 203.6238 369 -0.3619819 -0.04886839
Ended 806.0496 211.8947 369 -0.3428364 -0.04886839
Began 807.0026 358 201 -0.004629641 -0.4809672
Stationary 807.0334 358 201 -0.004629641 -0.4809672
Stationary 807.0641 358 201 -0.004629641 -0.4809672
Stationary 807.0948 358 201 -0.004629641 -0.4809672
Stationary 807.1256 358 201 -0.004629641 -0.4809672
Moved 807.1564 343.9253 225.1122 -0.03721004 -0.4189502
Moved 807.187 335 243 -0.05787035 -0.3729424
Moved 807.2178 322.1616 271.8864 -0.08758892 -0.2986461
Moved 807.2486 307.1213 302.7089 -0.1224044 -0.21937
Moved 807.2794 290.313 331.6365 -0.1613124 -0.144968
Moved 807.3101 275.0042 357.6597 -0.1967496 -0.07803576
Moved 807.3408 257.2219 388.7042 -0.2379123 0.001811
Moved 807.3716 247.1207 405.319 -0.2612948 0.04454463
Moved 807.4023 239.0415 417.9171 -0.2799966 0.07694707
Moved 807.433 234.1607 425.6786 -0.2912947 0.09690991
Moved 807.4638 231.3182 431.3636 -0.2978746 0.1115319
Moved 807.4945 229.5488 435.9024 -0.3019704 0.1232057
Moved 807.5253 230 439 -0.3009259 0.1311728
Moved 807.556 230 441.6163 -0.3009259 0.137902
Moved 807.5868 230 445.7626 -0.3009259 0.1485664
Moved 807.6176 230 448.1532 -0.3009259 0.1547149
Moved 807.6483 230 452.6918 -0.3009259 0.1663882
Moved 807.679 239.4835 457.7096 -0.2789733 0.1792941
Moved 807.7097 241.1124 462.2248 -0.2752028 0.1909073
Moved 807.7405 246.7548 467.7548 -0.2621417 0.2051304
Moved 807.7712 252.446 472.446 -0.2489676 0.2171964
Moved 807.802 264.2673 479.1337 -0.2216035 0.2343972
Moved 807.8328 276.2931 485.6465 -0.1937661 0.2511485
Moved 807.8635 285.765 489.1767 -0.1718403 0.2602281
Moved 807.8942 293.1901 492.0634 -0.1546525 0.2676526
Moved 807.925 302.4903 495.8301 -0.1331242 0.2773407
Moved 807.9557 310.1861 498.593 -0.1153099 0.284447
Moved 807.9865 318.0182 501.6788 -0.0971801 0.2923836
Moved 808.0172 321.582 502 -0.08893061 0.2932098
Moved 808.0479 324.5519 503 -0.08205583 0.2957818
Moved 808.0787 327.311 503 -0.07566889 0.2957818
Moved 808.1093 329.7955 503 -0.06991788 0.2957818
Moved 808.1402 331.243 503 -0.06656726 0.2957818
Moved 808.1709 332 503 -0.06481484 0.2957818
Moved 808.2017 334.5 503 -0.05902777 0.2957818
Moved 808.2324 335.1948 503 -0.05741939 0.2957818
Moved 808.2631 337.1136 503 -0.05297765 0.2957818
Stationary 808.2938 337.1136 503 -0.05297765 0.2957818
Moved 808.3246 339.3601 493.4794 -0.04777759 0.2712947
Moved 808.3554 340.3073 494.6927 -0.04558494 0.2744153
Moved 808.3862 341 494 -0.04398147 0.2726337
Moved 808.4169 342 492.5 -0.04166668 0.2687756
Moved 808.4476 343 491.522 -0.03935183 0.2662602
Moved 808.4783 344 491.0524 -0.03703703 0.2650525
Moved 808.5091 345 490.2855 -0.03472224 0.2630798
Moved 808.5399 346 490 -0.03240739 0.2623456
Moved 808.5706 346.9401 489 -0.03023118 0.2597736
Moved 808.6014 347.6828 488 -0.02851203 0.2572016
Moved 808.6321 348.5 488 -0.02662038 0.2572016
Moved 808.6628 349.5 487 -0.02430553 0.2546296
Moved 808.6935 349.6217 486 -0.02402385 0.2520575
Moved 808.7243 350.5 486 -0.02199074 0.2520575
Moved 808.7551 351 485 -0.02083332 0.2494856
Moved 808.7858 351.913 485 -0.01871983 0.2494856
Moved 808.8165 352 483.8433 -0.01851852 0.2465104
Moved 808.8473 353.5 484 -0.0150463 0.2469135
Moved 808.8781 354.5 482.5 -0.0127315 0.2430555
Moved 808.9088 355.2166 483 -0.0110728 0.2443414
Moved 808.9395 356.021 481.979 -0.009210706 0.2417154
