travel at the speed of light
Direct
0.6 0.6
432 388.8
Began 438.2805 360 488 0 0.2572016
Stationary 438.3112 360 488 0 0.2572016
Stationary 438.342 360 488 0 0.2572016
Stationary 438.3726 360 488 0 0.2572016
Stationary 438.4034 360 488 0 0.2572016
Moved 438.4342 345.927 488 -0.03257637 0.2572016
Moved 438.4649 335.3423 488 -0.05707805 0.2572016
Moved 438.4956 325.7181 488 -0.07935628 0.2572016
Moved 438.5262 319.0785 488 -0.09472564 0.2572016
Moved 438.5571 312.3168 488 -0.1103778 0.2572016
Moved 438.5878 307.5777 488 -0.121348 0.2572016
Moved 438.6185 301.4935 488 -0.1354316 0.2572016
Moved 438.6492 285.1985 474.3129 -0.1731517 0.2219982
Moved 438.68 260.2983 449.2651 -0.230791 0.1575748
Moved 438.7107 235.1879 422.3364 -0.2889169 0.08831377
Moved 438.7415 218.1927 404.1927 -0.3282577 0.04164778
Moved 438.7722 206.8793 389.5991 -0.3544461 0.004112926
Moved 438.8029 201.8517 383.7035 -0.3660839 -0.01105069
Moved 438.8336 200.2354 382 -0.3698254 -0.01543218
Moved 438.8644 200 379.5 -0.3703704 -0.02186214
Moved 438.8951 200 378.5562 -0.3703704 -0.02428965
Moved 438.9259 214.3656 366.8582 -0.3371167 -0.05437709
Moved 438.9566 246.6066 340.4508 -0.2624848 -0.1222974
Moved 438.9873 287.1248 308.2293 -0.1686926 -0.2051716
Moved 439.0181 314.8712 287.6819 -0.1044649 -0.2580199
Moved 439.0488 332.108 275.7352 -0.06456479 -0.288747
Moved 439.0796 338.9322 271.0339 -0.04876802 -0.3008389
Moved 439.1103 343.6764 267.1618 -0.03778607 -0.3107979
Moved 439.1411 346.5 265.5 -0.03125002 -0.3150721
Moved 439.1717 348.1613 265 -0.02740438 -0.3163581
Moved 439.2025 349.3745 265 -0.02459606 -0.3163581
Moved 439.2332 351 282.7956 -0.02083332 -0.2705874
Moved 439.264 339.9943 340.0114 -0.04630943 -0.1234277
Moved 439.2947 321.1315 406.8349 -0.08997335 0.04844363
Moved 439.3254 312.1495 429.9845 -0.110765 0.1079848
Moved 439.3561 303.5235 451.9531 -0.1307327 0.1644882
Moved 439.3869 296.6813 466.6375 -0.1465711 0.2022568
Moved 439.4176 289.3042 483.3916 -0.1636477 0.2453487
Moved 439.4484 283.1036 493.8964 -0.1780008 0.2723671
Moved 439.4791 278.6901 501.6198 -0.1882173 0.2922318
Moved 439.5099 276.1903 504.8097 -0.194004 0.3004364
Moved 439.5406 274 507.6754 -0.199074 0.3078069
Moved 439.5713 272.4547 509 -0.2026511 0.3112139
Moved 439.602 270.584 510 -0.2069814 0.3137859
Moved 439.6328 271 511.3871 -0.2060186 0.3173537
Moved 439.6635 270 512.3856 -0.2083333 0.3199218
Moved 439.6942 268.9176 512 -0.210839 0.31893
Moved 439.725 269 513 -0.2106481 0.321502
Moved 439.7557 304.2654 495.3673 -0.1290154 0.2761504
Moved 439.7864 385.1178 463.8234 0.05814314 0.1950191
Moved 439.8172 442.6377 443.9086 0.1912911 0.1437977
Moved 439.8479 477.0835 431.0448 0.2710267 0.1107119
Moved 439.8787 506.7279 416.5121 0.3396478 0.07333347
Moved 439.9094 524.5986 404.5211 0.3810154 0.04249251
Moved 439.9401 533.4863 399.2568 0.4015886 0.02895269
Moved 439.9708 537.5304 394.4696 0.41095 0.01663985
Ended 440.0016 540.3997 392.6003 0.4175919 0.01183196
Began 440.3397 170 367 -0.4398148 -0.05401234
Stationary 440.3704 170 367 -0.4398148 -0.05401234
Stationary 440.4012 170 367 -0.4398148 -0.05401234
Moved 440.4319 180.8824 377.8823 -0.4146242 -0.02602291
Moved 440.4626 202.9269 400.9269 -0.3635951 0.03324815
Moved 440.4926 228.67 429.2538 -0.3040045 0.1061053
Moved 440.5241 248.1684 451.621 -0.2588694 0.1636343
Moved 440.5548 260.32 466.98 -0.2307408 0.2031377
Moved 440.5856 271.5016 475.6262 -0.2048574 0.2253758
Moved 440.6163 281.2335 485.2335 -0.18233 0.250086
Moved 440.647 290.8524 492.8525 -0.1600638 0.2696822
Moved 440.6778 297.2985 498.199 -0.1451423 0.2834337
Moved 440.7085 305.0128 504.0064 -0.1272851 0.2983703
Moved 440.7392 313.5062 509.7531 -0.1076245 0.3131509
