this is a non profit organization
Direct
0.6 0.6
432 388.8
Began 1120.348 338 538 -0.05092591 0.3858024
Stationary 1120.378 338 538 -0.05092591 0.3858024
Stationary 1120.409 338 538 -0.05092591 0.3858024
Moved 1120.44 338 525.1603 -0.05092591 0.3527786
Moved 1120.471 354.4153 509.377 -0.0129275 0.3121836
Moved 1120.501 366.9165 489.1169 0.0160104 0.2600742
Moved 1120.532 380.4147 468.0243 0.04725625 0.2058237
Moved 1120.563 388.8386 452.3229 0.06675591 0.1654394
Moved 1120.594 400.0062 429.9877 0.09260684 0.1079929
Moved 1120.624 409.3353 411.3294 0.1142021 0.06000357
Moved 1120.655 417.9564 396.0726 0.1341583 0.02076282
Moved 1120.686 424.1255 385.7491 0.1484385 -0.005789431
Moved 1120.717 428.8745 376.6883 0.1594317 -0.02909389
Moved 1120.747 433.618 369.382 0.1704122 -0.04788599
Moved 1120.778 435 366.1121 0.1736111 -0.05629598
Moved 1120.809 437 363.2747 0.1782407 -0.06359407
Moved 1120.839 438 362 0.1805556 -0.06687243
Moved 1120.87 439.0351 360.965 0.1829515 -0.06953463
Moved 1120.901 440 360 0.1851852 -0.07201654
Moved 1120.932 441 360 0.1875 -0.07201654
Moved 1120.962 442.3562 360 0.1906394 -0.07201654
Moved 1120.993 443.1994 360 0.1925912 -0.07201654
Moved 1121.024 444.3213 360 0.1951881 -0.07201654
Moved 1121.055 446.5 360 0.2002315 -0.07201654
Moved 1121.085 448.8824 360 0.2057463 -0.07201654
Moved 1121.116 451.3019 360 0.2113469 -0.07201654
Moved 1121.147 453.2802 369.2802 0.2159264 -0.04814776
Moved 1121.177 455.1518 375.4554 0.2202588 -0.03226488
Moved 1121.208 457 386.117 0.2245371 -0.004843135
Moved 1121.239 458 399.0155 0.2268519 0.02833201
Moved 1121.27 458 415.2372 0.2268519 0.07005452
Moved 1121.301 458 436.0356 0.2268519 0.1235482
Moved 1121.331 458 453.4004 0.2268519 0.1682108
Moved 1121.362 458 467.7581 0.2268519 0.205139
Moved 1121.393 458 484.1407 0.2268519 0.2472755
Moved 1121.423 447.5 497 0.2025463 0.2803498
Moved 1121.454 450 502.0095 0.2083333 0.2932343
Moved 1121.485 448 506.8809 0.2037037 0.3057636
Moved 1121.516 444.2484 509 0.1950194 0.3112139
Moved 1121.546 440 510 0.1851852 0.3137859
Moved 1121.577 432.3009 510 0.1673633 0.3137859
Moved 1121.608 420.7585 510 0.1406448 0.3137859
Moved 1121.639 403.6901 493.4313 0.1011346 0.271171
Moved 1121.669 386.6966 482.3547 0.0617977 0.2426818
Moved 1121.7 358.2283 459.8442 -0.004101098 0.1847845
Moved 1121.731 333.5144 439.7001 -0.06130924 0.1329735
Moved 1121.761 314.6865 425.6865 -0.1048923 0.09693031
Moved 1121.792 299.8399 410.84 -0.1392594 0.05874468
Moved 1121.823 288.9734 398.9734 -0.1644134 0.0282237
Moved 1121.854 279.8532 388.4709 -0.185525 0.001211049
Moved 1121.884 274.1201 383.1201 -0.1987961 -0.01255137
Moved 1121.915 270.2083 378.2084 -0.207851 -0.02518422
Moved 1121.946 267.3339 376 -0.2145049 -0.03086435
Moved 1121.977 265.4593 374.4593 -0.2188442 -0.03482693
Moved 1122.007 263.9792 374 -0.2222703 -0.03600823
Stationary 1122.038 263.9792 374 -0.2222703 -0.03600823
Moved 1122.069 262.751 374 -0.2251133 -0.03600823
Ended 1122.1 263 374 -0.2245371 -0.03600823
Began 1123.483 488 510 0.2962963 0.3137859
Stationary 1123.513 488 510 0.2962963 0.3137859
Stationary 1123.544 488 510 0.2962963 0.3137859
Moved 1123.575 488 500.0017 0.2962963 0.2880701
Moved 1123.605 481.2701 498.0386 0.2807179 0.2830209
Moved 1123.636 474.4998 492.3333 0.265046 0.2683468
Moved 1123.667 463.4313 484.8588 0.2394242 0.2491223
Moved 1123.698 444 471.5 0.1944444 0.2147633
Moved 1123.728 418.6486 453.0991 0.1357607 0.1674358
Moved 1123.759 388.757 433.8542 0.06656716 0.1179376
Moved 1123.79 357.7424 415.3712 -0.005225936 0.07039914
Moved 1123.821 338.7014 404.6865 -0.04930223 0.04291789
Moved 1123.851 318.7785 392.7306 -0.09542008 0.01216716
Moved 1123.882 303.8513 384.4257 -0.1299738 -0.009193302
Moved 1123.913 288.6951 375.8171 -0.1650576 -0.03133475
