want to join us for lunch
Direct
0.6 0.6
432 388.8
Began 793.2057 209 498 -0.349537 0.2829217
Stationary 793.2365 209 498 -0.349537 0.2829217
Moved 793.2672 209 481.7593 -0.349537 0.2411505
Moved 793.2979 209 451.4655 -0.349537 0.1632343
Moved 793.3286 197.948 418.7659 -0.3751204 0.07913024
Moved 793.3593 196.0972 393.7772 -0.3794047 0.01485907
Moved 793.39 196 379.2914 -0.3796296 -0.02239879
Moved 793.4208 204.6789 370.0406 -0.3595395 -0.0461919
Moved 793.4515 260.8775 347.5774 -0.2294502 -0.1039676
Moved 793.4822 350.8448 320.4097 -0.02119248 -0.1738435
Moved 793.513 419.1779 285.3895 0.1369858 -0.2639161
Moved 793.5437 458.4127 262.8776 0.2278071 -0.321817
Moved 793.5745 475.6543 249.6765 0.2677183 -0.3557703
Moved 793.6052 481.2038 245.7961 0.2805643 -0.3657507
Moved 793.6359 482 246 0.2824074 -0.3652264
Moved 793.6666 435.0775 306.7631 0.1737904 -0.2089427
Moved 793.6973 356.8851 401.1292 -0.007210325 0.03376855
Moved 793.7281 324.1973 439.1829 -0.08287658 0.1316433
Moved 793.7588 313.2721 449.7279 -0.1081664 0.1587651
Moved 793.7896 309.2164 453.7836 -0.1175546 0.1691964
Moved 793.8203 309 458.351 -0.1180555 0.1809437
Ended 793.851 309 460 -0.1180555 0.1851851
Began 794.4656 324 504 -0.08333336 0.2983539
Moved 794.4963 328.672 504 -0.07251843 0.2983539
Moved 794.527 365.3543 504 0.01239419 0.2983539
Moved 794.5577 437.5195 504 0.1794434 0.2983539
Moved 794.5886 477.7592 504 0.2725906 0.2983539
Ended 794.6193 487.5 504 0.2951388 0.2983539
Began 795.2338 445 372 0.1967593 -0.04115226
Stationary 795.2646 445 372 0.1967593 -0.04115226
Stationary 795.2953 445 372 0.1967593 -0.04115226
Moved 795.326 469.3653 422.4575 0.2531604 0.08862519
Moved 795.3568 489.4164 456.8018 0.2995752 0.1769592
Moved 795.3875 506.7521 481.8529 0.3397039 0.2413911
Moved 795.4182 517.2982 496.731 0.3641163 0.2796578
Moved 795.449 520.3116 502.6233 0.3710918 0.2948129
Moved 795.4797 521.8164 504.8164 0.3745751 0.3004536
Moved 795.5104 523.6952 507.6952 0.378924 0.3078579
Moved 795.5412 524 509.1227 0.3796296 0.3115295
Moved 795.5719 525 511.0888 0.3819444 0.3165863
Moved 795.6026 525 512.5 0.3819444 0.3202159
Moved 795.6334 526 512.8741 0.3842592 0.3211783
Moved 795.6641 526 513.5 0.3842592 0.3227879
Moved 795.6948 526 514.5 0.3842592 0.32536
Stationary 795.7255 526 514.5 0.3842592 0.32536
Moved 795.7563 526 515.1164 0.3842592 0.3269454
Stationary 795.7869 526 515.1164 0.3842592 0.3269454
Stationary 795.8177 526 515.1164 0.3842592 0.3269454
Stationary 795.8484 526 515 0.3842592 0.326646
Moved 795.8792 517.405 515 0.3643634 0.326646
Moved 795.9099 511.7018 515 0.3511617 0.326646
Moved 795.9406 504.7148 515 0.3349881 0.326646
Moved 795.9713 498.4443 511.3701 0.320473 0.3173099
Moved 796.0021 487.0028 497.6034 0.293988 0.2819017
Moved 796.0328 454.1536 414.8802 0.2179482 0.0691364
Moved 796.0635 448 366.5336 0.2037037 -0.05521201
Moved 796.0943 448 329.1168 0.2037037 -0.1514486
Moved 796.1251 448 304.8452 0.2037037 -0.2138756
Moved 796.1558 448 289.6868 0.2037037 -0.2528632
Ended 796.1865 456 286 0.2222222 -0.2623458
Began 797.0162 432 517 0.1666667 0.33179
Stationary 797.047 432 517 0.1666667 0.33179
Stationary 797.0776 432 517 0.1666667 0.33179
Moved 797.1084 389.1772 490.4514 0.06753971 0.2635067
Moved 797.1391 324.8355 448.5317 -0.08139928 0.1556884
Moved 797.1699 298.7312 433.1541 -0.1418259 0.116137
Moved 797.2006 282.5533 421.932 -0.1792747 0.0872736
Moved 797.2313 270.7005 415.4802 -0.2067118 0.07067951
Moved 797.262 264.7249 409.7249 -0.2205441 0.0558768
Ended 797.2927 263 409 -0.2245371 0.05401234
Began 797.9074 315 391 -0.1041667 0.007715971
Stationary 797.938 315 391 -0.1041667 0.007715971
Stationary 797.9689 315 391 -0.1041667 0.007715971
Moved 797.9996 391.5047 417.5822 0.07292757 0.07608575
