this is too much to handle
Moved 179.9163 404.2024 494.2161 0.1023204 0.2731895
Moved 179.947 441.4564 505.5916 0.1885564 0.3024473
Moved 179.9777 488.0242 520.3151 0.2963522 0.3403166
Moved 180.0085 507.467 524.3524 0.3413588 0.3507006
Moved 180.0393 521.9468 528.2367 0.3748769 0.360691
Moved 180.07 529.9397 529 0.3933789 0.3626543
Moved 180.1007 540.6413 530.7283 0.4181511 0.3670994
Ended 180.1315 542 531 0.4212962 0.3677982
Began 180.3466 390 377 0.06944448 -0.02829226
Stationary 180.3775 390 377 0.06944448 -0.02829226
Stationary 180.4082 390 377 0.06944448 -0.02829226
Moved 180.4389 352.8051 377 -0.01665483 -0.02829226
Moved 180.4696 313.8664 377 -0.1067906 -0.02829226
Moved 180.5004 280.4211 377 -0.1842104 -0.02829226
Moved 180.5311 254.3302 377 -0.244606 -0.02829226
Moved 180.5619 236.8615 377 -0.2850428 -0.02829226
Moved 180.5927 231 377 -0.2986111 -0.02829226
Moved 180.6234 232 369.3857 -0.2962963 -0.04787618
Moved 180.6541 261.2979 354.8014 -0.2284771 -0.08538736
Moved 180.6849 301.5 324 -0.1354167 -0.164609
Moved 180.7156 340.996 279.8044 -0.04399081 -0.2782808
Moved 180.7463 360.8311 258.1689 0.001923839 -0.3339278
Moved 180.7771 375.9605 243.2994 0.03694554 -0.3721723
Moved 180.8078 385.3107 235.7928 0.05858967 -0.3914794
Moved 180.8386 392.8142 231.0929 0.07595886 -0.4035676
Moved 180.8694 395.6682 229 0.08256514 -0.4089506
Moved 180.9001 396.5 229 0.08449078 -0.4089506
Moved 180.9308 378.2726 248.5001 0.04229774 -0.358796
Moved 180.9616 337.6693 287.3307 -0.05169143 -0.2589231
Moved 180.9923 312.8117 314.1884 -0.1092322 -0.1898448
Moved 181.0231 305.6781 328.6438 -0.1257451 -0.1526652
Moved 181.0538 304 338.7378 -0.1296296 -0.1267033
Moved 181.0846 314.6839 354.3484 -0.1048985 -0.08655257
Moved 181.1153 343.3639 370.5246 -0.03850952 -0.0449471
Moved 181.146 377.0406 377.3401 0.03944575 -0.02741755
Moved 181.1768 408.9467 378 0.1133025 -0.02572024
Moved 181.2076 429.7014 378 0.1613457 -0.02572024
Moved 181.2383 448.3305 378 0.2044687 -0.02572024
Moved 181.269 458.6716 371 0.2284066 -0.04372435
Moved 181.2998 463 370 0.2384259 -0.04629637
Moved 181.3305 457.3367 370 0.2253165 -0.04629637
Moved 181.3613 422.1532 376.9507 0.1438731 -0.0284191
Moved 181.392 386.1967 395.9082 0.06064047 0.02033995
Moved 181.4228 353.8065 415.2141 -0.01433675 0.0699949
Moved 181.4535 330.5 433 -0.06828706 0.1157406
Moved 181.4843 311.1732 450.8268 -0.1130249 0.1615915
Moved 181.515 295.7191 464.8539 -0.1487983 0.1976695
Moved 181.5457 283.0945 474.4291 -0.1780221 0.222297
Moved 181.5765 278.7524 480.4951 -0.1880731 0.2378989
Ended 181.6072 277.5 481.5 -0.1909722 0.2404835
PhraseEnd 182.0685
