a very traditional way to dress
Direct
0.6 0.6
432 388.8
Began 394.4214 186 384 -0.4027778 -0.01028807
Stationary 394.4526 186 384 -0.4027778 -0.01028807
Ended 394.4834 186 384 -0.4027778 -0.01028807
Began 395.1596 343 246 -0.03935183 -0.3652264
Stationary 395.1902 343 246 -0.03935183 -0.3652264
Stationary 395.221 343 246 -0.03935183 -0.3652264
Moved 395.2517 343 258.3551 -0.03935183 -0.3334489
Moved 395.2825 328.2353 289.4117 -0.07352943 -0.2535707
Moved 395.3132 306.4901 332.206 -0.1238655 -0.1435032
Moved 395.344 285.5 374.5 -0.1724537 -0.03472222
Moved 395.3747 266.981 412.2417 -0.2153216 0.06235001
Moved 395.4055 254.7229 436.5542 -0.243697 0.1248821
Moved 395.4362 248.1266 453.6835 -0.2589662 0.1689389
Moved 395.4669 243.2283 465.5435 -0.2703049 0.1994429
Moved 395.4977 241.6397 471.3603 -0.2739822 0.214404
Moved 395.5284 241 477.4598 -0.275463 0.230092
Moved 395.5592 241 480.0924 -0.275463 0.2368631
Moved 395.5899 241 483.6352 -0.275463 0.2459752
Moved 395.6206 253.5 486.5 -0.2465278 0.2533436
Moved 395.6514 262.1181 489.3727 -0.2265784 0.2607321
Moved 395.6821 267.8151 490 -0.213391 0.2623456
Moved 395.7129 275.2045 492 -0.1962858 0.2674896
Moved 395.7436 283.4349 493.6088 -0.177234 0.2716274
Moved 395.7743 297.4021 497.9609 -0.1449025 0.2828211
Moved 395.8051 312.1653 499.0236 -0.1107284 0.2855545
Moved 395.8358 324.5705 499.8926 -0.08201277 0.2877897
Moved 395.8665 333.2803 500.7601 -0.06185114 0.2900207
Moved 395.8972 340.5 501 -0.0451389 0.2906378
Moved 395.928 345.1551 501 -0.03436327 0.2906378
Moved 395.9587 350.0225 501 -0.023096 0.2906378
Moved 395.9894 352.8977 501 -0.01644055 0.2906378
Moved 396.0202 355.3572 501 -0.01074726 0.2906378
Ended 396.0509 356 501 -0.009259283 0.2906378
Began 397.1574 345 491 -0.03472224 0.2649176
Stationary 397.1881 345 491 -0.03472224 0.2649176
Stationary 397.2189 345 491 -0.03472224 0.2649176
Stationary 397.2496 345 491 -0.03472224 0.2649176
Stationary 397.2803 345 491 -0.03472224 0.2649176
Stationary 397.3111 345 491 -0.03472224 0.2649176
Moved 397.3418 334.4226 491 -0.05920693 0.2649176
Moved 397.3726 327.5 491 -0.07523149 0.2649176
Moved 397.4033 320.5267 491 -0.09137342 0.2649176
Moved 397.434 313.9455 491 -0.1066076 0.2649176
Moved 397.4647 308.2009 491 -0.1199053 0.2649176
Moved 397.4955 304.3217 491 -0.1288849 0.2649176
Moved 397.5263 301.6838 491 -0.1349911 0.2649176
Moved 397.557 299.8125 491 -0.1393229 0.2649176
Moved 397.5877 296.9396 491 -0.1459731 0.2649176
Moved 397.6184 269.2621 471.4097 -0.2100414 0.214531
Moved 397.6492 240.4615 446.9038 -0.2767094 0.1515014
Moved 397.6799 216.7924 422.477 -0.3314991 0.08867534
Moved 397.7106 205.3405 412.2554 -0.3580081 0.06238513
Moved 397.7414 198.5068 405.2534 -0.373827 0.04437588
Moved 397.7721 195.3791 401.3791 -0.3810669 0.0344112
Moved 397.8028 195 399.9474 -0.3819444 0.03072884
Moved 397.8336 195 398.7759 -0.3819444 0.02771585
Moved 397.8643 213.0166 407.9073 -0.3402393 0.05120191
Moved 397.8951 239.3008 422.029 -0.2793964 0.08752308
Moved 397.9258 260.5 434 -0.2303241 0.1183127
Moved 397.9565 275.6667 443.4 -0.1952161 0.1424897
Moved 397.9873 287.0116 452.0116 -0.1689547 0.1646388
Moved 398.018 293.7494 456.7495 -0.1533578 0.1768247
Moved 398.0487 297.3193 460.3193 -0.1450943 0.1860064
Moved 398.0795 300.2922 462.2922 -0.1382125 0.1910808
Moved 398.1102 302.1639 463 -0.1338798 0.1929011
Moved 398.1409 303.5 464 -0.130787 0.1954732
Moved 398.1716 305.5532 466 -0.1260342 0.2006171
Moved 398.2024 308.4217 468.4217 -0.1193943 0.2068459
Moved 398.2331 310.2933 469 -0.1150618 0.2083333
Moved 398.2639 310.8838 470 -0.1136949 0.2109053
Stationary 398.2946 311 470 -0.113426 0.2109053
Moved 398.3254 312 471.149 -0.1111111 0.2138607
Ended 398.3561 313 471 -0.1087963 0.2134772
Backspace 399.1859
