a picture is worth many words
Direct
0.6 0.6
432 388.8
Began 576.0328 190 374 -0.3935185 -0.03600823
Stationary 576.0635 190 374 -0.3935185 -0.03600823
Stationary 576.0942 190 374 -0.3935185 -0.03600823
Ended 576.1249 190 374 -0.3935185 -0.03600823
Began 577.3232 558 538 0.4583333 0.3858024
Stationary 577.3539 558 538 0.4583333 0.3858024
Stationary 577.3846 558 538 0.4583333 0.3858024
Stationary 577.4153 558 538 0.4583333 0.3858024
Moved 577.446 546.9733 538 0.4328085 0.3858024
Moved 577.4767 541.243 529.1215 0.4195441 0.3629668
Moved 577.5075 535.4915 525.2457 0.4062302 0.3529983
Moved 577.5382 527.5 520 0.3877315 0.3395061
Moved 577.569 519.1951 515.5976 0.3685072 0.3281831
Moved 577.5996 509.6967 509.8484 0.3465202 0.313396
Moved 577.6304 499.2425 505.1212 0.3223206 0.3012376
Moved 577.6611 490.5797 502.645 0.3022678 0.2948686
Moved 577.6918 476.1982 498.6396 0.2689774 0.2845669
Moved 577.7225 462.5919 495.7653 0.2374813 0.277174
Moved 577.7532 450.5671 495 0.2096461 0.2752057
Moved 577.784 439.165 495 0.1832524 0.2752057
Moved 577.8147 429.5527 495 0.1610016 0.2752057
Moved 577.8455 419.9236 495 0.138712 0.2752057
Moved 577.8762 413.2111 495 0.1231738 0.2752057
Moved 577.9069 404.6426 495 0.1033394 0.2752057
Moved 577.9376 397.0265 495 0.08570939 0.2752057
Moved 577.9683 388.5 505.5 0.06597221 0.3022119
Moved 577.9991 380.757 503 0.04804869 0.2957818
Moved 578.0298 372.1889 505.937 0.02821505 0.3033358
Moved 578.0605 362.5882 508.804 0.00599126 0.3107096
Moved 578.0912 353.5 512.5 -0.0150463 0.3202159
Moved 578.1219 343.2272 515.2576 -0.03882587 0.3273085
Moved 578.1526 332.6065 518.1312 -0.0634108 0.3346995
Moved 578.1833 323.9861 520.0046 -0.08336549 0.3395181
Moved 578.2141 318.3631 520.5457 -0.09638171 0.3409095
Moved 578.2449 312.151 521 -0.1107616 0.3420781
Moved 578.2756 309.7177 521 -0.1163943 0.3420781
Moved 578.3063 306.8416 521 -0.1230518 0.3420781
Moved 578.337 305 521 -0.1273148 0.3420781
Moved 578.3677 303 521 -0.1319445 0.3420781
Moved 578.3984 301.5 521 -0.1354167 0.3420781
Moved 578.4292 300.7501 521 -0.1371526 0.3420781
Moved 578.4599 300 515.2341 -0.1388889 0.3272482
Moved 578.4907 298.2999 508.8995 -0.1428244 0.3109555
Moved 578.5213 297 500.6937 -0.1458333 0.2898501
Moved 578.5521 295.9013 484.309 -0.1483767 0.2477082
Moved 578.5828 293.0248 445.3972 -0.1550351 0.1476265
Moved 578.6135 290 403.4398 -0.162037 0.03971143
Moved 578.6443 290 366.5 -0.162037 -0.05529835
Moved 578.675 298.2723 336.2765 -0.1428881 -0.1330338
Moved 578.7057 303.149 314.9574 -0.1315996 -0.1878668
Moved 578.7364 309.0753 298.7739 -0.1178811 -0.229491
Moved 578.7672 313.1439 288.7122 -0.1084632 -0.25537
Moved 578.7979 318.8639 279.7042 -0.09522254 -0.2785387
Moved 578.8285 324.6231 271.3769 -0.08189087 -0.2999566
Moved 578.8593 327.1846 266.6308 -0.07596155 -0.3121637
Moved 578.89 329.6924 264.3077 -0.0701566 -0.3181387
Moved 578.9207 331 263 -0.06712963 -0.3215021
Moved 578.9515 332.4382 262 -0.06380036 -0.3240741
Moved 578.9822 332 260.6266 -0.06481484 -0.3276065
Stationary 579.0129 332 260.6266 -0.06481484 -0.3276065
Moved 579.0436 333.0536 261 -0.06237582 -0.3266461
Stationary 579.0744 333.0536 261 -0.06237582 -0.3266461
Moved 579.105 334 261 -0.06018519 -0.3266461
Moved 579.1359 335.9996 274.9982 -0.0555564 -0.2906425
Moved 579.1666 337.8775 293.1428 -0.05120943 -0.2439744
Moved 579.1973 341.5 316.5 -0.04282405 -0.1838992
Moved 579.228 346.6349 356.4446 -0.03093764 -0.08116098
Moved 579.2587 352.3675 396.7562 -0.01766786 0.02252096
Moved 579.2894 358.1385 427.6923 -0.004309118 0.1020891
Moved 579.3201 362.2116 451.4523 0.005119543 0.1632003
Moved 579.3509 365.479 471.353 0.01268287 0.2143853
Moved 579.3817 368.3499 483.0497 0.01932849 0.2444694
