come and see our new car
Direct
0.6 0.6
432 388.8
Began 854.2861 283 220 -0.1782407 -0.4320988
Stationary 854.3168 283 220 -0.1782407 -0.4320988
Stationary 854.3476 283 220 -0.1782407 -0.4320988
Moved 854.3783 325.2586 283.4847 -0.08041987 -0.2688152
Moved 854.4091 357.4026 330.4271 -0.006012519 -0.1480786
Moved 854.4397 387.2191 375.5506 0.06300718 -0.03202014
Moved 854.4705 416.8382 420.2572 0.1315698 0.08296593
Moved 854.5012 445.881 460.8413 0.1987986 0.1873489
Moved 854.532 460.341 482.5939 0.232271 0.243297
Moved 854.5627 475.7034 505.9378 0.2678319 0.3033379
Moved 854.5934 481.3223 512.3223 0.2808386 0.3197588
Moved 854.6242 484.2135 516.2136 0.2875313 0.3297673
Moved 854.6549 485.4734 517.4734 0.2904478 0.3330078
Moved 854.6857 486 517 0.2916667 0.33179
Moved 854.7164 486 495.3157 0.2916667 0.2760176
Moved 854.7471 476.8997 458.7994 0.2706011 0.182097
Moved 854.7779 471.1599 421.6797 0.2573147 0.08662482
Moved 854.8087 464.1627 378.2204 0.2411174 -0.02515338
Moved 854.8394 460.5391 345.0864 0.2327294 -0.1103746
Moved 854.8701 456.9777 325.8438 0.2244854 -0.159867
Moved 854.9009 454.7577 305.5459 0.2193465 -0.2120734
Moved 854.9316 453.1462 291.5847 0.2156161 -0.2479818
Moved 854.9624 453 283.7953 0.2152778 -0.2680163
Moved 854.9931 452 278.0856 0.2129629 -0.2827016
Moved 855.0238 452 275.8255 0.2129629 -0.2885147
Moved 855.0546 440.1005 285.9659 0.1854179 -0.2624335
Moved 855.0853 406.5307 326.7462 0.1077101 -0.1575458
Moved 855.116 367.3664 377.0421 0.0170518 -0.0281841
Moved 855.1468 327.6772 426.634 -0.07482122 0.0993672
Moved 855.1776 285.4272 474.8917 -0.1726223 0.2234869
Moved 855.2083 265.8221 496.1779 -0.2180044 0.2782353
Moved 855.2391 260.265 502.7349 -0.230868 0.2951
Moved 855.2698 258.0037 505.9963 -0.2361025 0.3034883
Ended 855.3005 258 507.2626 -0.2361111 0.3067454
Began 856.069 188 381 -0.3981482 -0.01800419
Stationary 856.0998 188 381 -0.3981482 -0.01800419
Stationary 856.1305 188 381 -0.3981482 -0.01800419
Moved 856.1613 221.5618 355.6985 -0.3204589 -0.08307994
Moved 856.192 241.3592 340.7366 -0.2746316 -0.1215622
Moved 856.2227 313.5 290 -0.1076389 -0.2520577
Moved 856.2534 346.2018 274.3991 -0.03194034 -0.2921834
Moved 856.2842 376.368 261.4528 0.03788889 -0.3254815
Moved 856.3149 394.6403 252.1798 0.08018593 -0.3493318
Moved 856.3457 405.9115 248.0442 0.1062767 -0.3599686
Moved 856.3764 413.111 244.963 0.122942 -0.3678935
Moved 856.4072 416.5882 245 0.1309913 -0.3677984
Moved 856.4379 418 244 0.1342593 -0.3703704
Stationary 856.4686 418 244 0.1342593 -0.3703704
Moved 856.4993 403.3659 278.3727 0.1003842 -0.2819633
Moved 856.5301 384 309 0.0555556 -0.2031893
Moved 856.5608 362.4261 338.9626 0.005616049 -0.126125
Moved 856.5916 347.8483 357.4396 -0.02812892 -0.07860176
Moved 856.6223 344.1518 363.8482 -0.03668567 -0.06211889
Moved 856.6531 343 367.4063 -0.03935183 -0.05296738
Ended 856.6838 343 368.5 -0.03935183 -0.0501544
Began 858.0979 226 361 -0.3101852 -0.06944452
Stationary 858.1286 226 361 -0.3101852 -0.06944452
Stationary 858.1594 226 361 -0.3101852 -0.06944452
Stationary 858.1901 226 361 -0.3101852 -0.06944452
Stationary 858.2208 226 361 -0.3101852 -0.06944452
Moved 858.2515 226 376.3437 -0.3101852 -0.0299803
Moved 858.2823 226 385.3698 -0.3101852 -0.006765043
Moved 858.313 239.646 409.82 -0.2785972 0.05612137
Moved 858.3438 249.4924 435.231 -0.2558046 0.1214789
Moved 858.3745 258.1165 463.3496 -0.2358413 0.1938003
Moved 858.4052 263.5307 486.8576 -0.2233085 0.2542633
Moved 858.4359 266.8028 501.211 -0.2157343 0.2911805
Moved 858.4667 269.0486 509.1459 -0.2105355 0.3115892
Moved 858.4975 269.6201 515.2401 -0.2092128 0.3272635
Moved 858.5282 270 519.1746 -0.2083333 0.3373832
Moved 858.559 270 521.8905 -0.2083333 0.3443685
