this is too much to handle
Direct
0.6 0.6
432 388.8
Began 441.0198 338 499 -0.05092591 0.2854938
Stationary 441.0505 338 499 -0.05092591 0.2854938
Stationary 441.0812 338 499 -0.05092591 0.2854938
Stationary 441.1119 338 499 -0.05092591 0.2854938
Moved 441.1427 348.5032 478.9936 -0.02661298 0.234037
Moved 441.1734 358.8707 457.694 -0.00261421 0.1792541
Moved 441.2041 366.7756 438.2651 0.01568417 0.1292827
Moved 441.2348 374.466 415.4465 0.03348619 0.07059289
Moved 441.2655 381.0294 396.9119 0.04867911 0.02292158
Moved 441.2962 386.7701 382.6896 0.06196797 -0.0136585
Moved 441.327 391.8462 370.4615 0.07371794 -0.04510934
Moved 441.3577 394.7219 361.5562 0.08037478 -0.06801401
Moved 441.3884 396.1597 358.6807 0.08370291 -0.07540989
Moved 441.4191 398.0353 354.9647 0.0880446 -0.08496735
Moved 441.4498 399.2193 354 0.09078553 -0.08744855
Moved 441.4805 407.8847 367.2886 0.1108442 -0.05327005
Moved 441.5112 426.1608 396.6014 0.1531501 0.02212285
Moved 441.5419 447.3707 429.2845 0.202247 0.1061843
Moved 441.5727 461.0676 461.9698 0.2339528 0.1902515
Moved 441.6034 470.2769 489.4692 0.2552707 0.2609804
Moved 441.6341 475.5099 504.0397 0.2673841 0.298456
Moved 441.6648 477 511.0141 0.2708333 0.3163942
Moved 441.6955 478 515.8838 0.2731481 0.3289191
Moved 441.7263 478 517 0.2731481 0.33179
Moved 441.757 464.2535 512.5305 0.2413276 0.3202945
Moved 441.7877 436.7027 494.4684 0.1775525 0.2738386
Moved 441.8183 394.9394 466.2222 0.08087814 0.2011886
Moved 441.8491 349.7755 433.517 -0.02366771 0.1170705
Moved 441.8797 316.5 409 -0.1006944 0.05401234
Moved 441.9105 281.9013 387.6091 -0.1807841 -0.001005597
Moved 441.9412 261.6781 374.1188 -0.2275969 -0.03570282
Moved 441.972 252.8072 367.8073 -0.2481314 -0.05193616
Moved 442.0027 250 366.5 -0.2546296 -0.05529835
Ended 442.0334 251 367 -0.2523148 -0.05401234
Began 443.3542 504 519 0.3333333 0.3369341
Stationary 443.3849 504 519 0.3333333 0.3369341
Stationary 443.4156 504 519 0.3333333 0.3369341
Moved 443.4464 489.4141 519 0.2995697 0.3369341
Moved 443.4771 469.7037 500.4222 0.2539437 0.2891516
Moved 443.5078 422.6023 464.8018 0.1449127 0.1975353
Moved 443.5385 363.4535 425.5175 0.007994275 0.09649543
Moved 443.5692 328.762 399.0715 -0.07231022 0.02847589
Moved 443.5999 294.8464 377.084 -0.1508186 -0.02807601
Moved 443.6307 271.5201 364.2601 -0.2048146 -0.06105956
Moved 443.6614 260.0666 359.6888 -0.2313273 -0.07281683
Moved 443.6921 254.1407 355.1407 -0.2450447 -0.08451477
Ended 443.7228 253 355 -0.2476852 -0.08487654
Began 445.2893 332 483 -0.06481484 0.2443414
Stationary 445.32 332 483 -0.06481484 0.2443414
Stationary 445.3508 332 483 -0.06481484 0.2443414
Stationary 445.3815 332 483 -0.06481484 0.2443414
Moved 445.4122 359.9671 483 -7.624428E-05 0.2443414
Moved 445.4429 411.6097 476 0.1194669 0.2263374
Moved 445.4736 424.6695 476 0.1496979 0.2263374
Moved 445.5044 440.1288 476 0.1854834 0.2263374
Moved 445.535 457.6571 476 0.2260582 0.2263374
Moved 445.5657 473.0376 476 0.2616612 0.2263374
Moved 445.5965 484.4726 476 0.288131 0.2263374
Moved 445.6272 492.0477 476 0.3056659 0.2263374
Moved 445.6579 498.7627 476 0.3212098 0.2263374
Moved 445.6887 502.7555 476 0.3304526 0.2263374
Moved 445.7194 505.199 476 0.3361088 0.2263374
Moved 445.7501 508.579 483 0.3439328 0.2443414
Moved 445.7809 510.4507 484 0.3482656 0.2469135
Moved 445.8115 511.8861 484 0.3515881 0.2469135
Ended 445.8422 514 484 0.3564815 0.2469135
Began 447.1016 474 228 0.2638889 -0.4115227
Stationary 447.1324 474 228 0.2638889 -0.4115227
Stationary 447.163 474 228 0.2638889 -0.4115227
Moved 447.1938 474 240.2648 0.2638889 -0.3799774
Moved 447.2245 461.3022 265.0237 0.2344959 -0.316297
Moved 447.2552 440.8378 347.6489 0.1871245 -0.1037837
Moved 447.2859 436.0603 368.7186 0.1760656 -0.04959224
