want to join us for lunch
Direct
0.6 0.6
432 388.8
Began 1591.876 198 519 -0.375 0.3369341
Stationary 1591.907 198 519 -0.375 0.3369341
Stationary 1591.938 198 519 -0.375 0.3369341
Stationary 1591.969 198 519 -0.375 0.3369341
Stationary 1591.999 198 519 -0.375 0.3369341
Moved 1592.03 205.0904 507.858 -0.3585871 0.3082766
Moved 1592.061 207 465.277 -0.3541667 0.1987577
Moved 1592.092 207 448.3589 -0.3541667 0.1552442
Moved 1592.122 207 415.5338 -0.3541667 0.07081738
Moved 1592.153 207 380.3132 -0.3541667 -0.01977057
Moved 1592.184 207 358.2927 -0.3541667 -0.07640783
Moved 1592.214 207 343.345 -0.3541667 -0.1148535
Moved 1592.245 207 337.6627 -0.3541667 -0.1294685
Moved 1592.276 207 331.6223 -0.3541667 -0.1450046
Moved 1592.307 207 327.7623 -0.3541667 -0.1549323
Moved 1592.338 207 325.5 -0.3541667 -0.1607511
Moved 1592.368 207 324.9732 -0.3541667 -0.1621059
Moved 1592.399 207 323.8209 -0.3541667 -0.1650697
Moved 1592.43 212.227 324 -0.3420672 -0.164609
Moved 1592.46 251.3 324 -0.2516204 -0.164609
Moved 1592.491 262.3345 322.121 -0.2260775 -0.169442
Moved 1592.522 300.4654 306.7673 -0.1378115 -0.208932
Moved 1592.553 328.2575 289.8069 -0.07347807 -0.2525544
Moved 1592.583 349.588 278.1325 -0.02410183 -0.282581
Moved 1592.614 365.3221 267.452 0.01231968 -0.3100515
Moved 1592.645 384.8962 255.8354 0.05763014 -0.3399294
Moved 1592.676 392.8955 251.0522 0.07614692 -0.3522319
Moved 1592.706 400.0482 248 0.09270419 -0.3600824
Moved 1592.737 403.6474 246.1763 0.1010357 -0.364773
Moved 1592.768 406.3228 246 0.1072287 -0.3652264
Stationary 1592.799 406 246 0.1064815 -0.3652264
Moved 1592.829 406 271.5081 0.1064815 -0.2996193
Moved 1592.86 382.4302 309.0596 0.05192171 -0.2030362
Moved 1592.891 361.6924 358.1755 0.003917614 -0.076709
Moved 1592.922 343.8982 401.3901 -0.03727272 0.03443965
Moved 1592.952 330.8159 444.1445 -0.06755591 0.1444045
Moved 1592.983 320.9198 482.4009 -0.09046336 0.2428006
Moved 1593.014 319.6511 491.4422 -0.09340018 0.2660549
Moved 1593.044 320 495.8526 -0.09259259 0.2773986
Ended 1593.075 320 501.1649 -0.09259259 0.2910618
Began 1593.905 329 485 -0.07175927 0.2494856
Stationary 1593.936 329 485 -0.07175927 0.2494856
Stationary 1593.967 329 485 -0.07175927 0.2494856
Stationary 1593.997 329 485 -0.07175927 0.2494856
Stationary 1594.028 329 485 -0.07175927 0.2494856
Stationary 1594.059 329 485 -0.07175927 0.2494856
Stationary 1594.09 329 485 -0.07175927 0.2494856
Moved 1594.12 339.1364 485 -0.04829546 0.2494856
Moved 1594.151 366 485 0.01388888 0.2494856
Moved 1594.182 400.8469 485 0.09455304 0.2494856
Moved 1594.213 423.2973 485 0.1465214 0.2494856
Moved 1594.243 438.7879 485 0.1823794 0.2494856
Moved 1594.274 447 485 0.2013889 0.2494856
Moved 1594.305 454.6881 485 0.2191853 0.2494856
Moved 1594.336 460.9336 485 0.2336426 0.2494856
Moved 1594.366 469.0333 485 0.252392 0.2494856
Moved 1594.397 475 485 0.2662037 0.2494856
Moved 1594.428 481.631 485 0.2815532 0.2494856
Moved 1594.458 485.7163 485 0.29101 0.2494856
Moved 1594.489 488.9028 485 0.2983862 0.2494856
Moved 1594.52 491.4478 485 0.3042772 0.2494856
Ended 1594.551 493.6122 485 0.3092876 0.2494856
Began 1595.934 446 350 0.199074 -0.09773669
Stationary 1595.965 446 350 0.199074 -0.09773669
Stationary 1595.995 446 350 0.199074 -0.09773669
Stationary 1596.026 446 350 0.199074 -0.09773669
Stationary 1596.057 446 350 0.199074 -0.09773669
Moved 1596.088 455.0289 383.6301 0.2199744 -0.01123946
Moved 1596.118 462.166 408.5532 0.2364953 0.05286299
Moved 1596.149 473 450.5 0.2615741 0.1607509
Moved 1596.18 479.6697 477.1835 0.2770133 0.2293814
Moved 1596.211 483.3297 492.6484 0.2854854 0.2691574
Moved 1596.241 484.889 504.4448 0.2890948 0.2994979
Moved 1596.272 486.4355 511.3066 0.2926749 0.3171464
Moved 1596.303 486.6523 514.3046 0.2931767 0.3248575
