watch out for low flying objects
Direct
0.6 0.6
432 388.8
Began 391.0751 218 529 -0.3287037 0.3626543
Stationary 391.1059 218 529 -0.3287037 0.3626543
Moved 391.1365 218 518.3958 -0.3287037 0.3353801
Moved 391.1673 206.5 499.5 -0.3553241 0.2867798
Moved 391.198 193.2542 455.7626 -0.3859857 0.1742863
Moved 391.2288 186.5616 421.3693 -0.4014778 0.0858264
Moved 391.2595 181.9137 397.3097 -0.4122368 0.0239446
Moved 391.2902 179.3705 385.4819 -0.4181239 -0.006476743
Moved 391.3209 178 378.0162 -0.4212963 -0.02567864
Moved 391.3517 178 375.5 -0.4212963 -0.03215028
Moved 391.3824 178 375 -0.4212963 -0.03343629
Moved 391.4131 215.2067 399.9685 -0.3351697 0.03078307
Moved 391.4438 247.8208 427.2007 -0.2596742 0.1008248
Moved 391.4746 272.9933 448.4942 -0.2014043 0.155592
Moved 391.5053 287.2177 462.2177 -0.1684775 0.1908891
Moved 391.536 302.6909 483.5672 -0.1326601 0.2458003
Moved 391.5667 312.6282 497.4423 -0.1096569 0.2814873
Moved 391.5975 319.3842 506.3842 -0.09401809 0.3044859
Moved 391.6282 322.2293 512.4586 -0.08743221 0.3201094
Moved 391.6589 324 516.1024 -0.08333336 0.3294814
Moved 391.6896 325.5 517.5 -0.07986113 0.3330761
Moved 391.7204 326.3734 519.3734 -0.07783925 0.3378945
Stationary 391.7511 326.3734 519.3734 -0.07783925 0.3378945
Moved 391.7818 327.1201 520 -0.07611086 0.3395061
Moved 391.8125 328.0373 520 -0.07398774 0.3395061
Moved 391.8433 329.6664 520 -0.07021655 0.3395061
Moved 391.874 334.0791 501.2231 -0.06000201 0.2912115
Moved 391.9047 337 464.5743 -0.05324075 0.1969504
Moved 391.9355 337 423.6586 -0.05324075 0.0917143
Moved 391.9662 325.5543 380.7716 -0.07973537 -0.01859162
Moved 391.9969 319.6271 347.8221 -0.09345571 -0.1033383
Moved 392.0276 316 322.0775 -0.1018519 -0.1695538
Moved 392.0583 313.9075 304.3527 -0.1066955 -0.2151422
Moved 392.0891 311.9905 283.9333 -0.1111332 -0.2676612
Moved 392.1198 311 273.4799 -0.113426 -0.2945477
Moved 392.1505 310 266.486 -0.1157407 -0.3125361
Moved 392.1813 309 260.2651 -0.1180555 -0.3285363
Stationary 392.212 309 260 -0.1180555 -0.3292181
Stationary 392.2427 309 260 -0.1180555 -0.3292181
Moved 392.2735 309 264.6997 -0.1180555 -0.3171304
Moved 392.3042 331.58 290.0101 -0.06578694 -0.2520318
Moved 392.3349 350.8244 317.7366 -0.02123987 -0.1807188
Moved 392.3657 367.0679 341.2459 0.01636098 -0.1202523
Moved 392.3963 378.6415 357.3698 0.04315168 -0.07878142
Moved 392.4271 391.4081 372.0102 0.07270405 -0.04112612
Moved 392.4578 404.3763 387.8515 0.1027228 -0.0003820584
Moved 392.4885 413.0412 399.3882 0.1227806 0.02929067
Moved 392.5193 416.8656 402.8655 0.1316333 0.03823433
Ended 392.55 418.3039 404.3039 0.1349627 0.0419338
Began 393.8712 501 514 0.3263889 0.324074
Stationary 393.9019 501 514 0.3263889 0.324074
Stationary 393.9326 501 514 0.3263889 0.324074
Stationary 393.9633 501 514 0.3263889 0.324074
Moved 393.9941 486.0511 514 0.2917851 0.324074
Moved 394.0248 476.8386 514 0.2704597 0.324074
Moved 394.0555 461.4575 514 0.2348554 0.324074
Moved 394.0863 448.7475 505.3495 0.2054341 0.3018248
Moved 394.117 432.364 502.4728 0.1675092 0.2944258
Moved 394.1477 415.1703 500.5958 0.1277089 0.2895981
Moved 394.1785 395.2833 497.6567 0.08167436 0.2820387
Moved 394.2092 388.1115 497.2223 0.06507297 0.2809215
Moved 394.24 377.3913 495.3478 0.04025767 0.2761003
Moved 394.2707 367.4229 494 0.01718253 0.2726337
Moved 394.3014 359.6985 492.9246 -0.0006978214 0.2698678
Moved 394.3321 350.1979 492 -0.0226901 0.2674896
Moved 394.3628 344.1733 491 -0.03663594 0.2649176
Moved 394.3936 338.5 491 -0.04976853 0.2649176
Moved 394.4243 337.8901 491 -0.05118037 0.2649176
Ended 394.455 338 491 -0.05092591 0.2649176
Began 395.8684 294 341 -0.1527778 -0.1208849
Stationary 395.8991 294 341 -0.1527778 -0.1208849
Stationary 395.9298 294 341 -0.1527778 -0.1208849
