players must know all the rules
Direct
0.6 0.6
432 388.8
Began 500.5952 540 538 0.4166667 0.3858024
Stationary 500.626 540 538 0.4166667 0.3858024
Stationary 500.6567 540 538 0.4166667 0.3858024
Moved 500.6874 540 481.5192 0.4166667 0.2405329
Moved 500.7182 526.7392 430.5438 0.3859704 0.1094233
Moved 500.7489 524.5037 398.5404 0.3807955 0.02711009
Moved 500.7797 524 384.4214 0.3796296 -0.009204094
Moved 500.8104 523.1508 378.3015 0.3776638 -0.02494475
Moved 500.8411 518.3231 370.9923 0.3664886 -0.04374414
Moved 500.8718 488.7093 363.9167 0.2979381 -0.0619426
Moved 500.9026 413.0457 358.5878 0.122791 -0.07564882
Moved 500.9333 352.3343 357 -0.01774465 -0.07973259
Moved 500.9641 294.6637 356 -0.1512414 -0.0823046
Moved 500.9948 252.9599 354 -0.247778 -0.08744855
Moved 501.0255 225 350.5 -0.3125 -0.09645069
Moved 501.0563 214.7475 350 -0.3362325 -0.09773669
Moved 501.087 209.0851 349 -0.34934 -0.1003086
Moved 501.1177 208 349 -0.3518518 -0.1003086
Moved 501.1485 217.9772 365.7301 -0.3287564 -0.05727861
Moved 501.1792 246.9324 397.7177 -0.2617305 0.02499404
Moved 501.21 265.4907 416.4907 -0.2187715 0.07327852
Moved 501.2407 279.738 429.738 -0.1857917 0.1073507
Moved 501.2715 289.0434 438.0435 -0.1642513 0.1287125
Moved 501.3022 300.5151 448.5151 -0.1376965 0.1556458
Moved 501.3329 315.2688 458.7613 -0.1035444 0.1819991
Moved 501.3636 330.8934 468.3677 -0.06737629 0.2067069
Moved 501.3944 345.6474 476.3237 -0.03322363 0.2271698
Moved 501.4251 357.5849 481.0566 -0.005590419 0.2393431
Moved 501.4558 365.2017 484.4006 0.01204103 0.2479437
Moved 501.4866 370.8179 486 0.0250414 0.2520575
Moved 501.5173 373.5 487 0.03125002 0.2546296
Moved 501.5481 374 488 0.03240744 0.2572016
Stationary 501.5788 374 488 0.03240744 0.2572016
Moved 501.6095 361.6536 488 0.003827711 0.2572016
Moved 501.6403 336.54 489 -0.05430559 0.2597736
Moved 501.671 312.7518 490.8054 -0.1093708 0.264417
Moved 501.7017 292.7995 492.2445 -0.1555568 0.2681185
Moved 501.7325 277.2448 493 -0.1915629 0.2700616
Moved 501.7632 268.8803 493 -0.2109251 0.2700616
Moved 501.7939 265.5 493 -0.21875 0.2700616
Moved 501.8247 265 493 -0.2199074 0.2700616
Stationary 501.8554 265 493 -0.2199074 0.2700616
Stationary 501.8861 265 493 -0.2199074 0.2700616
Moved 501.9169 277.5075 493 -0.1909548 0.2700616
Moved 501.9476 283.3039 493 -0.1775373 0.2700616
Moved 501.9783 286.5 493 -0.1701389 0.2700616
Moved 502.0091 289.3846 493 -0.1634616 0.2700616
Moved 502.0398 290.5 493 -0.1608796 0.2700616
Moved 502.0706 291.094 493 -0.1595047 0.2700616
Moved 502.1013 283.4181 471.4181 -0.177273 0.2145526
Moved 502.132 259.5 435 -0.2326389 0.1208847
Moved 502.1627 241.7914 404.6246 -0.2736309 0.04275859
Moved 502.1935 232.1495 387.2991 -0.2959502 -0.001802837
Moved 502.2242 228.2165 380.433 -0.3050544 -0.01946257
Moved 502.2549 226.7852 377.5703 -0.3083677 -0.02682541
Ended 502.2857 227 376.6888 -0.3078704 -0.02909248
Began 502.593 455 245 0.2199073 -0.3677984
Stationary 502.6238 455 245 0.2199073 -0.3677984
Stationary 502.6545 455 245 0.2199073 -0.3677984
Moved 502.6852 447.9199 258.1488 0.2035182 -0.3339795
Moved 502.7159 439.3029 304.8795 0.1835717 -0.2137874
Moved 502.7467 430.3689 375.2233 0.162891 -0.03286197
Moved 502.7775 424.1805 437.5562 0.148566 0.1274594
Moved 502.8081 419.4233 463.8836 0.1375539 0.1951738
Moved 502.8389 417.1776 476.7572 0.1323555 0.2282849
Moved 502.8696 415.3087 485.3827 0.1280293 0.2504698
Moved 502.9004 412.87 489 0.1223842 0.2597736
Moved 502.9311 409.9483 490 0.1156212 0.2623456
Moved 502.9619 374.9815 478.6928 0.03467937 0.2332633
Moved 502.9926 316.0195 442.0759 -0.1018068 0.139084
Moved 503.0233 277.1675 413.534 -0.1917419 0.06567381
Moved 503.054 257.3578 396.5923 -0.2375978 0.02209958
