he is just like everyone else
he is just like everyone else
Basic
0.6 0.6
432 326.4
Began 529.6893 383 378 0.05324075 0.03063726
Stationary 529.7271 383 378 0.05324075 0.03063726
Stationary 529.7548 383 378 0.05324075 0.03063726
Stationary 529.7831 383 378 0.05324075 0.03063726
Moved 529.8126 361.4019 393.0187 0.003245075 0.07665036
Moved 529.8427 334.1667 415.3611 -0.05979921 0.1451014
Moved 529.874 303.7714 442.2286 -0.1301588 0.227416
Moved 529.9051 280.218 463.3093 -0.1846805 0.2920015
Moved 529.9357 263.7282 480.3171 -0.2228514 0.3441089
Moved 529.9656 256.085 488.83 -0.240544 0.3701901
Ended 529.9941 255 497 -0.2430556 0.3952206
Candidates 530.0431 5 her he here grew hee
Began 530.597 338 411 -0.05092591 0.1317402
Stationary 530.6364 338 411 -0.05092591 0.1317402
Moved 530.6642 306.9268 411 -0.1228547 0.1317402
Moved 530.6922 238.3515 405.8379 -0.2815937 0.115925
Moved 530.7214 193.9791 402.7482 -0.3843076 0.106459
Ended 530.7508 188 403 -0.3981482 0.1072304
Accept 530.8083 he
Began 530.9673 491 511 0.3032407 0.4381127
Stationary 531.0054 491 511 0.3032407 0.4381127
Stationary 531.0347 491 511 0.3032407 0.4381127
Moved 531.0629 479.5356 511 0.2767028 0.4381127
Moved 531.0921 469.1855 497.9366 0.2527442 0.3980902
Moved 531.1215 445.212 488.1716 0.1972499 0.3681729
Moved 531.1592 411.1732 475.7589 0.1184565 0.3301437
Moved 531.1885 371.1461 457.7349 0.02580126 0.274923
Moved 531.2184 335.2503 439.3848 -0.05729089 0.2187036
Moved 531.2474 305.3083 424.8656 -0.1266012 0.1742207
Moved 531.2773 278.7617 410.0898 -0.1880516 0.1289517
Moved 531.307 258.127 398.4543 -0.2358172 0.09330386
Moved 531.3373 235.8701 385.9188 -0.2873376 0.05489836
Moved 531.3668 222.4592 378.2296 -0.3183816 0.03134054
Moved 531.397 216.4932 375 -0.3321917 0.02144608
Moved 531.4247 215 375 -0.3356481 0.02144608
Ended 531.4703 215 375 -0.3356481 0.02144608
Candidates 531.537 5 its ita is puts us
Began 532.2142 216 364 -0.3333333 -0.01225481
Stationary 532.2513 216 364 -0.3333333 -0.01225481
Moved 532.2798 260.283 349.4579 -0.2308263 -0.05680795
Moved 532.3109 304.3881 341.4816 -0.1287313 -0.0812453
