that is a very nasty cut
Moved 242.1296 368.7682 194 0.02029667 -0.5330882
Moved 242.1474 361.1576 194 0.002679726 -0.5330882
Moved 242.1654 353.1146 194 -0.01593843 -0.5330882
Moved 242.1833 341.146 203.7562 -0.04364361 -0.5031978
Moved 242.2015 328.8062 207.0485 -0.07220799 -0.4931113
Moved 242.2202 309.9942 211.386 -0.1157542 -0.4798223
Moved 242.2397 283.1193 216.9891 -0.1779647 -0.4626558
Moved 242.2581 260.3748 221.2422 -0.230614 -0.4496257
Moved 242.2775 246.6406 225.5526 -0.2624061 -0.4364197
Moved 242.3061 221.4315 229.7299 -0.3207603 -0.4236218
Moved 242.3251 213.2805 231.1439 -0.3396283 -0.4192895
Moved 242.3424 204.0678 233.1729 -0.3609543 -0.4130734
Moved 242.3603 196.5105 234.7842 -0.378448 -0.4081367
Moved 242.3784 181.5624 238 -0.41305 -0.3982843
Moved 242.3952 176.8074 239.0642 -0.4240569 -0.3950238
Moved 242.4134 171.0473 240.4882 -0.4373905 -0.3906612
Moved 242.4306 168.2147 240 -0.4439474 -0.3921569
Moved 242.4477 166.6299 240 -0.447616 -0.3921569
Moved 242.4654 164 240 -0.4537037 -0.3921569
Moved 242.4917 159.6564 241 -0.4637584 -0.3890932
Stationary 242.5088 159.6564 241 -0.4637584 -0.3890932
Moved 242.5246 157.7789 241 -0.4681043 -0.3890932
Moved 242.5417 157 241 -0.4699074 -0.3890932
Moved 242.5582 155.9033 242.0967 -0.4724461 -0.3857332
Stationary 242.5748 155.9033 242.0967 -0.4724461 -0.3857332
Moved 242.5969 156 243.0078 -0.4722222 -0.3829418
Moved 242.6163 156 244.4729 -0.4722222 -0.3784531
Moved 242.6349 156 248.7644 -0.4722222 -0.3653051
Moved 242.6531 172.2928 255.7887 -0.4345074 -0.3437846
Moved 242.6796 200.2404 276.3442 -0.3698139 -0.2808081
Moved 242.6968 212.9704 286.2278 -0.3403462 -0.2505276
Moved 242.7138 230.2882 294.8701 -0.3002589 -0.22405
Moved 242.7317 252.8849 305.9424 -0.2479516 -0.1901272
Stationary 242.7476 252.8849 305.9424 -0.2479516 -0.1901272
Moved 242.7633 261.4565 309.1522 -0.2281101 -0.1802936
Moved 242.7801 276.7266 314.9089 -0.1927625 -0.1626566
Moved 242.7965 283.1875 318.0938 -0.1778067 -0.152899
Moved 242.8139 289.902 319.4755 -0.1622639 -0.1486657
Moved 242.8313 294.7454 320.9151 -0.1510523 -0.1442551
Moved 242.8571 301.4997 322.7499 -0.1354173 -0.1386341
Moved 242.8743 303.2452 323 -0.1313768 -0.1378676
Moved 242.8913 304.5 323 -0.1284722 -0.1378676
Stationary 242.9081 304.5 323 -0.1284722 -0.1378676
Ended 242.925 304 324 -0.1296296 -0.1348038
Candidates 243.0617 5 that they there threat these
Began 243.554 312 271 -0.1111111 -0.2971814
Moved 243.5806 312 325.8297 -0.1111111 -0.1291984
Moved 243.5978 296.8475 369.9014 -0.1461862 0.005825454
Moved 243.6142 288.8318 396.782 -0.1647413 0.08818019
Moved 243.6311 281.4928 418.5215 -0.1817296 0.1547842
Moved 243.6481 271.088 441.346 -0.2058148 0.2247121
Ended 243.6655 265 452 -0.2199074 0.257353
Accept 243.6956 that
Began 244.0473 268 267 -0.212963 -0.3094362
Stationary 244.0766 268 267 -0.212963 -0.3094362
Stationary 244.0959 268 267 -0.212963 -0.3094362
Stationary 244.1136 268 267 -0.212963 -0.3094362
Moved 244.1301 280.1316 267 -0.1848806 -0.3094362
Moved 244.1478 284.1676 267 -0.1755379 -0.3094362
Moved 244.1643 290.3908 274.1878 -0.1611323 -0.2874148
Moved 244.1832 314.93 291.7062 -0.1043288 -0.2337431
Moved 244.2015 329.9434 304.7667 -0.06957541 -0.1937293
Moved 244.2197 339.9355 311.7017 -0.04644547 -0.1724826
Moved 244.2381 349.328 319.2734 -0.02470364 -0.149285
Moved 244.2553 354.9562 323.4672 -0.01167536 -0.1364363
Moved 244.279 367.1723 335.1723 0.01660257 -0.1005751
Moved 244.3044 374.8409 340.9205 0.03435403 -0.08296415
Moved 244.323 377.7112 343.7112 0.04099816 -0.07441428
Moved 244.3408 379.6061 344.803 0.04538447 -0.07106903
Moved 244.3589 381.244 346.2441 0.04917602 -0.06665417
Moved 244.3758 382.5 347.5 0.05208333 -0.06280638
Moved 244.3923 383.7643 348.7643 0.05501002 -0.05893277
Moved 244.4094 385.203 349 0.05834033 -0.05821069
Moved 244.4279 388.0787 351 0.06499697 -0.05208343
Moved 244.4465 388 352.5 0.06481478 -0.04748775
Moved 244.4638 389 352.9552 0.06712963 -0.04609314
Moved 244.4899 389 353.5 0.06712963 -0.04442402
Moved 244.507 390.226 354.226 0.06996751 -0.0421999
Stationary 244.5232 390 354 0.06944448 -0.04289207
Stationary 244.5387 390 354 0.06944448 -0.04289207
Moved 244.554 390 355.2796 0.06944448 -0.03897171
Stationary 244.5723 390 355.2796 0.06944448 -0.03897171
Moved 244.5886 390 356.3729 0.06944448 -0.03562235
Moved 244.6119 382.2973 357 0.05161414 -0.03370098
Moved 244.6293 379.7079 357 0.0456202 -0.03370098
Moved 244.6476 375.8375 357 0.03666093 -0.03370098
Moved 244.6792 365.1626 358 0.01195043 -0.03063726
Moved 244.6963 359.5257 358 -0.001097917 -0.03063726
Moved 244.714 354.1197 358 -0.01361191 -0.03063726
Moved 244.7324 345.5663 358 -0.03341139 -0.03063726
Moved 244.7501 335.3064 349.3266 -0.0571611 -0.05721018
Moved 244.7679 314.4427 343.2885 -0.1054568 -0.07570922
Moved 244.7859 303.7107 340.6777 -0.1302992 -0.08370811
Moved 244.8045 293.8008 336.8002 -0.1532389 -0.09558753
Moved 244.823 285.5201 333.6514 -0.1724073 -0.1052345
Moved 244.8405 275.9262 330.6932 -0.1946153 -0.1142979
Moved 244.8686 255.8642 323.9661 -0.2410551 -0.1349079
Moved 244.888 248.6855 321.0742 -0.2576724 -0.1437677
Moved 244.9086 228.9863 313.9932 -0.3032724 -0.1654621
Moved 244.9327 225 312 -0.3125 -0.1715685
Moved 244.9511 221.4355 310.2903 -0.3207512 -0.1768066
Moved 244.9686 213.8133 307.2711 -0.338395 -0.1860566
Moved 244.9864 210.6704 304.6704 -0.3456704 -0.1940244
Moved 245.0038 207.1916 302.7944 -0.3537231 -0.1997721
Moved 245.0223 202.8947 299.9297 -0.3636698 -0.2085486
Moved 245.0402 198.5791 297.0527 -0.3736594 -0.217363
Moved 245.0681 189.8446 289.8964 -0.3938782 -0.2392879
Moved 245.0862 182.8178 287.1271 -0.410144 -0.2477722
Moved 245.1046 178.2309 282.2308 -0.4207619 -0.2627731
Moved 245.1229 170.5941 277.3961 -0.4384397 -0.2775856
Moved 245.1402 167.5217 274.5217 -0.4455517 -0.286392
Moved 245.158 165.4819 273.7409 -0.4502735 -0.288784
Moved 245.1759 160.6151 270.41 -0.4615391 -0.2989888
Moved 245.1937 156.2932 267.5288 -0.4715436 -0.3078162
Moved 245.2104 154.3258 266.3258 -0.4760977 -0.3115018
Moved 245.2289 151.5 263.5 -0.4826389 -0.3201594
Moved 245.2554 150.0117 263.0117 -0.4860841 -0.3216554
Moved 245.273 148.9571 263 -0.4885251 -0.3216912
Moved 245.2907 147.0685 261.0685 -0.492897 -0.3276088
Moved 245.3084 145.647 259.647 -0.4961874 -0.3319638
Moved 245.3261 144.2069 259.2069 -0.4995211 -0.3333122
Moved 245.3428 143.5 258.5 -0.5011575 -0.335478
Stationary 245.3598 143.5 258.5 -0.5011575 -0.335478
Moved 245.3763 143 258.1555 -0.5023148 -0.3365333
Moved 245.3938 143 257.5 -0.5023148 -0.3385417
Ended 245.4115 141 257 -0.5069445 -0.3400736
Candidates 245.5119 5 his is goods odds good
Began 245.9405 221 211 -0.3217593 -0.481005
Ended 245.9628 221 211 -0.3217593 -0.481005
Cancel 245.9931
Began 246.0823 193 213 -0.3865741 -0.4748775
Stationary 246.109 193 213 -0.3865741 -0.4748775
Moved 246.1272 182.9014 213 -0.4099506 -0.4748775
Moved 246.145 175.927 213 -0.426095 -0.4748775
Moved 246.1632 168.7182 221.7946 -0.442782 -0.4479334
Moved 246.1804 162.5411 220.6918 -0.4570809 -0.451312
Moved 246.1974 155.9942 221 -0.4722358 -0.4503677
Moved 246.2202 139.4557 223.6492 -0.5105191 -0.4422514
Moved 246.2385 129.4531 225.0781 -0.5336733 -0.4378734
Moved 246.2565 118 228 -0.5601852 -0.4289216
Moved 246.2739 110.2514 229.9581 -0.5781217 -0.4229225
Moved 246.2919 98.97481 231 -0.604225 -0.4197304
Moved 246.3099 94.95848 232.0138 -0.6135221 -0.4166244
Moved 246.3279 92.11072 232 -0.6201141 -0.4166667
Moved 246.3467 90.11863 232.8813 -0.6247254 -0.4139664
Moved 246.3649 87.34652 233 -0.6311423 -0.413603
Moved 246.3829 86.23716 233 -0.6337103 -0.413603
Moved 246.411 83.5 233 -0.6400463 -0.413603
Moved 246.4287 82.25853 233 -0.6429201 -0.413603
Moved 246.4473 80.38884 233 -0.647248 -0.413603
Moved 246.4645 79.5 233 -0.6493056 -0.413603
Moved 246.4825 78.75768 233 -0.6510239 -0.413603
Stationary 246.4998 78.75768 233 -0.6510239 -0.413603
Moved 246.5158 77.62709 233 -0.653641 -0.413603
Stationary 246.5335 77.62709 233 -0.653641 -0.413603
Moved 246.5555 76.77841 233 -0.6556055 -0.413603
Stationary 246.5724 76.77841 233 -0.6556055 -0.413603
Moved 246.5971 75.81342 233 -0.6578393 -0.413603
Stationary 246.6145 75.81342 233 -0.6578393 -0.413603
Moved 246.6299 74.98653 233 -0.6597533 -0.413603
Stationary 246.6461 74.98653 233 -0.6597533 -0.413603
Stationary 246.6627 75 233 -0.6597222 -0.413603
Moved 246.6806 73.52442 233 -0.6631379 -0.413603
Stationary 246.6984 74 233 -0.662037 -0.413603
Stationary 246.7154 74 233 -0.662037 -0.413603
Stationary 246.7316 74 233 -0.662037 -0.413603
Stationary 246.7482 74 233 -0.662037 -0.413603
Ended 246.7749 74 234.1716 -0.662037 -0.4100134
Candidates 246.8678 5 s d ss a sd
Began 248.7933 278 253 -0.1898148 -0.3523284
Stationary 248.823 278 253 -0.1898148 -0.3523284
Ended 248.841 278 253 -0.1898148 -0.3523284
Cancel 248.8876
Began 249.3194 235 261 -0.2893518 -0.3278186
Stationary 249.344 235 261 -0.2893518 -0.3278186
Stationary 249.3604 235 261 -0.2893518 -0.3278186
Stationary 249.3808 235 261 -0.2893518 -0.3278186
Moved 249.3983 250.9099 261 -0.2525234 -0.3278186
Moved 249.4166 259.5133 261 -0.2326082 -0.3278186
Moved 249.4349 270 274.5 -0.2083333 -0.2864583
Moved 249.4546 302.5433 293.7803 -0.1330016 -0.2273887
Moved 249.4731 315.5777 301.4861 -0.1028294 -0.2037803
Moved 249.4918 324.7779 307.5186 -0.08153275 -0.1852987
Moved 249.5102 331.2622 311.6967 -0.06652266 -0.172498
Moved 249.5281 337.1767 315.0884 -0.05283167 -0.1621066
Moved 249.5463 344.153 319.5765 -0.03668278 -0.1483562
Moved 249.5645 347.0199 322.02 -0.03004645 -0.1408702
Moved 249.583 349.9085 323.4542 -0.02336 -0.136476
Moved 249.6076 353.6714 325.3357 -0.01464948 -0.1307117
Moved 249.6253 354.7688 326 -0.01210933 -0.1286766
Moved 249.6425 357.4095 327.2047 -0.005996624 -0.1249856
Moved 249.6601 358.1996 327 -0.004167507 -0.1256128
Moved 249.6776 359.7069 328.7069 -0.0006784498 -0.1203833
Moved 249.695 361.1572 329 0.002678732 -0.1194852
Moved 249.7123 362.5926 330 0.006001393 -0.1164215
Moved 249.7296 364.0266 330 0.009320775 -0.1164215
Moved 249.7466 365 331.9029 0.01157403 -0.1105916
Moved 249.7638 366.0114 332 0.0139154 -0.1102941
Moved 249.7905 366 333.3729 0.01388888 -0.1060879
Moved 249.8119 367.1696 333 0.01659632 -0.1072304
Moved 249.8294 367 334.5 0.01620372 -0.1026347
Moved 249.8472 367 335.1062 0.01620372 -0.1007776
Moved 249.8654 367 335.6573 0.01620372 -0.09908901
Moved 249.8836 367 337.5 0.01620372 -0.09344363
Moved 249.9012 367 337.6181 0.01620372 -0.09308179
Stationary 249.9196 367 338 0.01620372 -0.09191177
Stationary 249.9372 367 338 0.01620372 -0.09191177
Moved 249.9569 367 339 0.01620372 -0.08884795
Moved 249.9856 367 340 0.01620372 -0.08578432
Stationary 250.0061 367 340 0.01620372 -0.08578432
Moved 250.0256 367 341.1143 0.01620372 -0.08237045
Moved 250.0435 358.7487 341 -0.002896637 -0.08272059
Moved 250.0612 355.623 341 -0.01013189 -0.08272059
Moved 250.0797 351.6031 342.1323 -0.01943727 -0.07925147
Moved 250.0969 347.5 342 -0.02893518 -0.07965678
Moved 250.1157 324.9775 342 -0.08107056 -0.07965678
Moved 250.134 310.8896 338.1116 -0.1136814 -0.09156985
Moved 250.1521 297.0372 333.0082 -0.1457472 -0.1072052
Moved 250.1799 268.9136 323.3915 -0.210848 -0.1366681
Moved 250.1974 255.0362 319.1109 -0.2429717 -0.1497828
Moved 250.2184 249.0413 317.4404 -0.2568488 -0.1549008
Moved 250.2358 234.4579 310.729 -0.2906066 -0.1754627
Moved 250.2538 216.8616 301.9308 -0.3313389 -0.202418
Moved 250.2731 208.3516 298.7839 -0.351038 -0.2120592
Moved 250.2911 201.7746 295.8873 -0.3662626 -0.2209336
Moved 250.31 196.0308 294.0077 -0.3795583 -0.2266921
Moved 250.3302 183.5 289 -0.4085648 -0.2420342
Moved 250.348 177.0433 288.0087 -0.4235109 -0.2450716
Moved 250.3762 167.4055 284.1352 -0.4458206 -0.2569388
Moved 250.3941 163.0733 281.3822 -0.4558489 -0.2653731
Moved 250.4115 161.5122 281.2561 -0.4594626 -0.2657595
Moved 250.4294 159.2651 280.1326 -0.4646642 -0.2692017
Moved 250.4475 156.4777 278.7388 -0.4711164 -0.2734717
Moved 250.4656 153.6062 278.3031 -0.4777634 -0.2748067
Moved 250.483 150.7518 276.8759 -0.4843709 -0.2791795
Moved 250.4996 146.8791 275.4396 -0.4933353 -0.2835797
Moved 250.5163 140.1249 273.5624 -0.5089702 -0.2893308
Moved 250.5336 137.6506 273 -0.5146977 -0.291054
Moved 250.5596 134.9707 271.9854 -0.5209012 -0.2941625
Moved 250.5771 132.0944 272 -0.5275592 -0.2941176
Moved 250.5977 127.3397 269.6699 -0.5385655 -0.3012566
Moved 250.6192 126.2311 270 -0.5411318 -0.3002451
Moved 250.6362 124.8049 268.8049 -0.544433 -0.3039065
Moved 250.655 122.2655 269 -0.5503113 -0.3033088
Moved 250.6732 120.8309 269 -0.5536321 -0.3033088
Moved 250.6915 119.3943 268.3943 -0.5569575 -0.3051643
Moved 250.7097 118.5 267.5 -0.5590278 -0.3079043
Moved 250.7286 117.7552 268 -0.5607518 -0.3063726
Moved 250.7565 115.5 268 -0.5659723 -0.3063726
Moved 250.775 114.8337 268 -0.5675145 -0.3063726
Moved 250.792 112.8433 267 -0.5721221 -0.3094362
Moved 250.8098 111.2543 267 -0.5758002 -0.3094362
Moved 250.8278 109.8224 265.8224 -0.5791147 -0.313044
Moved 250.8456 108.3839 265.3839 -0.5824447 -0.3143876
Moved 250.8633 107.5 264.5 -0.5844907 -0.3170956
Moved 250.8808 106.9271 265 -0.585817 -0.3155637
Moved 250.8981 105.3989 264 -0.5893544 -0.3186274
Moved 250.9154 103.7607 264 -0.5931464 -0.3186274
Ended 250.9469 103 263 -0.5949074 -0.3216912
Candidates 251.0265 5 his goods is pass joss
Began 251.6613 218 289 -0.3287037 -0.2420342
Stationary 251.6877 218 289 -0.3287037 -0.2420342
Moved 251.7055 234.4548 289 -0.2906139 -0.2420342
Moved 251.725 253.102 289 -0.2474491 -0.2420342
Moved 251.7437 285.8024 289 -0.1717536 -0.2420342
Moved 251.765 356.7503 279.5312 -0.007522454 -0.2710442
Moved 251.784 390.0652 275.3668 0.06959547 -0.2838027
Ended 251.8023 413 273 0.1226852 -0.291054
Accept 251.8375 is
Began 252.3383 327 277 -0.07638887 -0.278799
Stationary 252.3632 327 277 -0.07638887 -0.278799
Stationary 252.3805 327 277 -0.07638887 -0.278799
Stationary 252.3967 327 277 -0.07638887 -0.278799
Stationary 252.4129 327 277 -0.07638887 -0.278799
Stationary 252.4331 327 277 -0.07638887 -0.278799
Moved 252.4513 305.0251 277 -0.1272568 -0.278799
Moved 252.4774 269.5616 277 -0.2093482 -0.278799
Moved 252.4974 248.1183 277 -0.2589854 -0.278799
Moved 252.5211 218.2575 277 -0.3281077 -0.278799
Moved 252.5401 206.5 277 -0.3553241 -0.278799
Moved 252.5586 197.517 277 -0.3761181 -0.278799
Moved 252.5756 186.5563 277 -0.4014899 -0.278799
Moved 252.5998 171.6295 277 -0.4360428 -0.278799
Moved 252.624 164.9117 273.3455 -0.4515932 -0.2899954
Moved 252.6426 153.9454 268.6485 -0.4769782 -0.3043858
Moved 252.6616 149.6215 269 -0.4869872 -0.3033088
Moved 252.6801 145.3143 269 -0.4969578 -0.3033088
Moved 252.6989 141.0119 269 -0.5069169 -0.3033088
Moved 252.7161 137.6879 268 -0.5146113 -0.3063726
Moved 252.7349 131.7087 268 -0.5284522 -0.3063726
Moved 252.7534 129.9181 268 -0.5325971 -0.3063726
Moved 252.771 127.6968 268 -0.5377389 -0.3063726
Moved 252.7984 124.9325 268 -0.5441376 -0.3063726
Moved 252.8199 123.4804 268 -0.547499 -0.3063726
Ended 252.8384 123 268 -0.548611 -0.3063726
Candidates 252.9277 5 a as gas ass faa
Began 253.3553 261 218 -0.2291666 -0.4595588
Stationary 253.382 261 218 -0.2291666 -0.4595588
Moved 253.4001 261 235.876 -0.2291666 -0.4047917
Moved 253.4184 261 266.8073 -0.2291666 -0.3100267
Moved 253.4363 261 294.7254 -0.2291666 -0.2244932
Moved 253.4545 247.2374 330.0506 -0.2610246 -0.1162665
Moved 253.4742 235.9395 379.0372 -0.287177 0.03381505
Moved 253.4935 230.8876 392.6331 -0.2988713 0.07546897
Moved 253.5123 220.8526 419.012 -0.3221006 0.1562869
Ended 253.5307 220.8526 419.012 -0.3221006 0.1562869
Accept 253.5629 a
Began 253.9943 252 319 -0.25 -0.1501226
Stationary 254.0127 252 319 -0.25 -0.1501226
Stationary 254.0336 252 319 -0.25 -0.1501226
Stationary 254.0505 252 319 -0.25 -0.1501226
Stationary 254.0675 252 319 -0.25 -0.1501226
Stationary 254.0856 252 319 -0.25 -0.1501226
Stationary 254.1102 252 319 -0.25 -0.1501226
Moved 254.1279 252 296.3015 -0.25 -0.2196646
Moved 254.1456 244.2838 285.9863 -0.2678617 -0.2512676
Moved 254.1653 240.5616 274.8311 -0.2764777 -0.2854441
Moved 254.1852 235.9682 254.7775 -0.2871107 -0.3468828
Moved 254.2038 233.027 246.0811 -0.2939189 -0.3735262
Moved 254.2231 232.3067 238.1467 -0.2955864 -0.3978348
Moved 254.2414 230.962 228.7339 -0.2986991 -0.4266731
Moved 254.2605 227.0967 212.4836 -0.3076465 -0.4764594
Moved 254.2876 225.6602 205.3011 -0.3109717 -0.4984646
Moved 254.3067 223.7775 193.11 -0.3153299 -0.535815
Moved 254.3247 224 188 -0.3148148 -0.5514706
Moved 254.3465 223 185.1198 -0.3171296 -0.5602949
Moved 254.3638 221.8456 179.3826 -0.3198018 -0.577872
Moved 254.3823 220.9703 170.9109 -0.321828 -0.603827
Moved 254.3998 221 168.0686 -0.3217593 -0.6125348
Moved 254.4182 221 166.0884 -0.3217593 -0.6186018
Moved 254.435 219.6567 163.3134 -0.3248689 -0.6271037
Stationary 254.4564 220 162.6521 -0.3240741 -0.6291296
Moved 254.4847 220 159.6632 -0.3240741 -0.6382869
Moved 254.5038 220 158.5 -0.3240741 -0.6418507
Moved 254.5219 220 157.8948 -0.3240741 -0.6437047
Moved 254.5392 220 156.6266 -0.3240741 -0.6475902
Stationary 254.5566 220 157 -0.3240741 -0.646446
Stationary 254.5737 220 157 -0.3240741 -0.646446
Stationary 254.5909 220 157 -0.3240741 -0.646446
Stationary 254.6083 220 157 -0.3240741 -0.646446
Moved 254.6313 220 186.2104 -0.3240741 -0.5569533
Moved 254.6492 220 207.9967 -0.3240741 -0.4902062
Moved 254.6771 220 247.0791 -0.3240741 -0.3704684
Moved 254.7022 218.1858 271.213 -0.3282737 -0.2965288
Moved 254.723 212.6338 296.7817 -0.3411254 -0.2181934
Moved 254.7416 208.6633 311.2344 -0.3503163 -0.1739141
Moved 254.7601 204.5 322 -0.3599537 -0.1409313
Moved 254.7795 201.5 328.5 -0.3668981 -0.1210172
Moved 254.7969 197.7285 338.543 -0.3756284 -0.09024807
Moved 254.8154 191.0942 351.8429 -0.3909855 -0.04950093
Moved 254.8326 188.1889 357.6221 -0.3977108 -0.03179485
Moved 254.8493 184.3335 366.1661 -0.4066353 -0.005618358
Moved 254.877 179 378 -0.4189815 0.03063726
Moved 254.8941 178.2247 381.326 -0.4207762 0.04082727
Moved 254.9114 176.7819 384.4362 -0.4241159 0.05035588
Moved 254.9333 176 388.9567 -0.4259259 0.06420571
Moved 254.9523 174.9093 392.1815 -0.4284507 0.07408544
Moved 254.9712 174 396.9238 -0.4305556 0.08861472
Moved 254.9889 172.6006 398.3994 -0.4337949 0.09313556
Moved 255.0119 173 399.5042 -0.4328704 0.09652016
Moved 255.0307 172 402.3693 -0.4351852 0.1052982
Moved 255.0489 172 403.8104 -0.4351852 0.1097131
Moved 255.0781 170.7578 405.2422 -0.4380608 0.1141
Moved 255.0964 171 406.3729 -0.4375 0.117564
Moved 255.1152 171 407.0847 -0.4375 0.1197449
Stationary 255.1324 171 407.0847 -0.4375 0.1197449
Moved 255.1488 169.6266 408.3734 -0.4406792 0.1236931
Moved 255.1671 170 409.2521 -0.4398148 0.1263851
Moved 255.1853 170 410.3718 -0.4398148 0.1298157
Moved 255.2066 170 411.3729 -0.4398148 0.1328826
Stationary 255.2248 170 411.3729 -0.4398148 0.1328826
Moved 255.2425 170 413.3748 -0.4398148 0.1390158
Moved 255.2705 181.4416 416.2713 -0.4133296 0.14789
Moved 255.289 185.0944 417.6981 -0.4048741 0.1522615
Moved 255.3078 200 419 -0.3703704 0.1562501
Moved 255.327 205.7961 420 -0.3569536 0.1593137
Moved 255.3447 213.6608 420 -0.3387482 0.1593137
Moved 255.3647 219.6493 420 -0.3248859 0.1593137
Moved 255.3826 224.9126 420 -0.3127023 0.1593137
Moved 255.4012 232.5698 420 -0.2949772 0.1593137
Moved 255.4195 235.5801 420 -0.288009 0.1593137
Moved 255.4371 239.5 420 -0.2789352 0.1593137
Moved 255.4651 244.4721 420 -0.2674257 0.1593137
Moved 255.4881 246.3399 420.67 -0.2631021 0.1613664
Moved 255.5075 251 421 -0.2523148 0.1623774
Moved 255.5267 252.9672 421 -0.2477611 0.1623774
Moved 255.5457 254.4242 421 -0.2443884 0.1623774
Moved 255.5644 256.5375 421 -0.2394966 0.1623774
Moved 255.5838 260.8152 421 -0.2295944 0.1623774
Stationary 255.602 260.8152 421 -0.2295944 0.1623774
Moved 255.62 262.2891 421 -0.2261826 0.1623774
Moved 255.6383 263.5 421 -0.2233796 0.1623774
Moved 255.6673 264.0735 421 -0.222052 0.1623774
Moved 255.6857 264 422 -0.2222222 0.1654412
Stationary 255.7042 264 422 -0.2222222 0.1654412
Moved 255.7227 257.0235 423.9966 -0.2383716 0.1715584
Moved 255.7418 249.8199 426.872 -0.2550465 0.1803678
Ended 255.7647 237 429 -0.2847222 0.1868873
Candidates 255.867 5 very cry bet ct betty
Began 256.3617 316 232 -0.1018519 -0.4166667
Stationary 256.3852 316 232 -0.1018519 -0.4166667
Moved 256.403 316 244.6501 -0.1018519 -0.37791
Moved 256.4215 316 269.512 -0.1018519 -0.3017401
Moved 256.4394 316 297.4725 -0.1018519 -0.2160768
Moved 256.4572 303.3117 326.3378 -0.1312229 -0.1276416
Moved 256.4768 299.049 345.1212 -0.1410904 -0.07009422
Moved 256.4963 287.6073 384.421 -0.1675756 0.05030936
Moved 256.5144 276.5107 405.6675 -0.1932623 0.1154029
Ended 256.5332 276.5107 405.6675 -0.1932623 0.1154029
Accept 256.5849 very
Began 256.9765 260 315 -0.2314815 -0.1623775
Stationary 257.0041 260 315 -0.2314815 -0.1623775
Stationary 257.023 260 315 -0.2314815 -0.1623775
Moved 257.0422 260 303.7393 -0.2314815 -0.1968773
Moved 257.0615 260 297.0565 -0.2314815 -0.2173514
Moved 257.0807 265.4426 282.335 -0.218883 -0.2624541
Moved 257.0999 269.2454 268.6503 -0.21008 -0.3043802
Moved 257.1193 271.1337 258.4651 -0.2057089 -0.3355847
Moved 257.1404 273.0021 247.985 -0.2013839 -0.367693
Moved 257.1592 277.9091 232.4542 -0.1900251 -0.4152751
Moved 257.1788 280.6884 226.623 -0.1835915 -0.4331402
Moved 257.1978 281.5 219 -0.181713 -0.4564951
Moved 257.2213 285.3386 206.3073 -0.1728274 -0.4953822
Moved 257.2413 287.7862 199.8551 -0.1671615 -0.5151497
Moved 257.2621 289.2211 195.3367 -0.16384 -0.5289931
