what goes up must come down
what goes up must come down
FixStart
0.6 0.6
432 326.4
Began 1612.519 383 430 0.05324075 0.189951
Stationary 1612.571 383 430 0.05324075 0.189951
Moved 1612.61 368.9559 430 0.02073129 0.189951
Moved 1612.65 346.9417 446.3098 -0.0302276 0.2399198
Moved 1612.688 310.5562 467.9679 -0.1144533 0.3062742
Moved 1612.727 282.6905 482.8386 -0.1789572 0.3518341
Moved 1612.767 254.3945 498.9633 -0.2444572 0.4012357
Moved 1612.807 239.1993 509.6005 -0.2796312 0.4338252
Moved 1612.857 228.4386 520.1228 -0.3045403 0.4660625
Moved 1612.899 228 524.4316 -0.3055556 0.4792634
Moved 1612.94 228 528.723 -0.3055556 0.4924112
Moved 1612.994 228 531 -0.3055556 0.4993872
Moved 1613.044 247.0661 531 -0.2614211 0.4993872
Moved 1613.085 270.9302 516.614 -0.20618 0.4553124
Moved 1613.126 283.0213 513.7447 -0.1781913 0.4465218
Moved 1613.166 308.9494 502.2504 -0.1181728 0.4113063
Moved 1613.21 344.4868 478.6106 -0.03591021 0.3388806
Moved 1613.249 372.7146 457.1109 0.02943198 0.2730114
Moved 1613.288 408 434 0.1111111 0.2022059
Moved 1613.326 424.9849 422.2614 0.150428 0.1662419
Moved 1613.365 441.6276 412.9149 0.1889528 0.137607
Moved 1613.432 448 406.1022 0.2037037 0.1167347
Moved 1613.474 449 400.8052 0.2060185 0.1005061
Moved 1613.515 414.2354 398 0.125545 0.09191177
Moved 1613.555 378.3459 406.436 0.04246752 0.1177576
Moved 1613.596 329.4198 420.4321 -0.07078752 0.1606375
Moved 1613.637 302.7505 430.7186 -0.132522 0.1921525
Moved 1613.678 260.2137 445.5359 -0.2309867 0.2375487
Moved 1613.719 231.6973 451.4718 -0.296997 0.2557347
Moved 1613.763 215.0955 454.4761 -0.3354272 0.2649391
Moved 1613.809 210.2288 457.5424 -0.3466925 0.2743332
Moved 1613.872 220.4631 478.7718 -0.3230022 0.3393743
Moved 1613.915 238.2439 497.1743 -0.2818428 0.3957545
Moved 1613.957 276.3696 513.0109 -0.1935889 0.4442735
Moved 1613.997 317.3943 514 -0.09862418 0.447304
Moved 1614.039 345 518.5 -0.03472224 0.4610907
Moved 1614.078 355.3002 520 -0.01087924 0.4656863
Moved 1614.119 366.7921 521 0.01572231 0.46875
Moved 1614.159 369.2612 521 0.021438 0.46875
Moved 1614.2 372.2119 522 0.0282682 0.4718138
Ended 1614.238 372 523.5 0.02777775 0.4764093
Candidates 1614.335 5 what welfare wheat senate delay
Began 1614.783 448 364 0.2037037 -0.01225481
Moved 1614.833 448 390.0303 0.2037037 0.0674949
Moved 1614.874 448 452.4431 0.2037037 0.2587104
Ended 1614.921 496 570.5 0.3148148 0.6204045
Accept 1614.965 what
Began 1615.69 473 488 0.2615741 0.3676471
Stationary 1615.745 473 488 0.2615741 0.3676471
Stationary 1615.785 473 488 0.2615741 0.3676471
Moved 1615.824 439.7502 475.15 0.184607 0.3282783
Moved 1615.863 427.5218 473.2609 0.1563005 0.3224905
Moved 1615.902 420.2497 472.2496 0.1394668 0.3193923
Moved 1615.942 418.7354 472 0.1359615 0.3186275
Moved 1615.982 418 469.1631 0.1342593 0.309936
Moved 1616.024 415.1891 465.189 0.1277524 0.2977605
Moved 1616.063 413.3276 464 0.1234435 0.2941177
Moved 1616.103 412 463 0.1203704 0.291054
Stationary 1616.142 412 463 0.1203704 0.291054
Moved 1616.18 426.151 474.3632 0.1531273 0.3258677
Moved 1616.219 442.5265 482.9399 0.1910335 0.3521445
Moved 1616.257 474.5558 506.9049 0.2651754 0.4255665
Moved 1616.296 496.6546 522.6104 0.3163301 0.4736839
Moved 1616.334 526.9102 542.4551 0.3863663 0.5344825
Moved 1616.372 546.8406 552.7754 0.4325013 0.5661011
Moved 1616.435 577.5255 567.2627 0.5035311 0.6104863
Moved 1616.475 597.0932 575.0466 0.5488269 0.6343339
Moved 1616.514 606.6742 578.8914 0.571005 0.6461135
Moved 1616.554 613.1909 581.1909 0.58609 0.6531584
Moved 1616.594 613 582.5 0.5856481 0.6571692
Moved 1616.636 590.8392 585.0322 0.53435 0.664927
Moved 1616.679 557.3523 591.6619 0.456834 0.6852387
Moved 1616.722 525.817 597.5458 0.3838357 0.7032653
Moved 1616.765 481.5 599.5 0.28125 0.7092525
Moved 1616.805 453.0085 599 0.2152975 0.7077206
Moved 1616.872 391.0711 592 0.07192384 0.6862745
Moved 1616.91 379.4897 592 0.04511505 0.6862745
Moved 1616.949 368.8708 592 0.0205342 0.6862745
Moved 1616.989 364.9917 592 0.01155476 0.6862745
Moved 1617.029 363.6271 592 0.008396109 0.6862745
Moved 1617.069 363 572.0781 0.006944438 0.6252394
Moved 1617.108 372.2266 541.6403 0.02830237 0.5319863
Moved 1617.147 382.21 504.2999 0.05141208 0.4175853
Moved 1617.187 387.8964 485.3627 0.06457488 0.3595673
Moved 1617.226 394.2455 465.2635 0.07927199 0.2979887
Ended 1617.289 407 457.5 0.1087963 0.2742034
Candidates 1617.397 5 does ford died fired showed
Began 1618.051 500 487 0.324074 0.3645834
Stationary 1618.105 500 487 0.324074 0.3645834
Stationary 1618.149 500 487 0.324074 0.3645834
Stationary 1618.192 500 487 0.324074 0.3645834
Stationary 1618.232 500 487 0.324074 0.3645834
Stationary 1618.271 500 487 0.324074 0.3645834
Stationary 1618.309 500 487 0.324074 0.3645834
Stationary 1618.347 500 487 0.324074 0.3645834
Stationary 1618.385 500 487 0.324074 0.3645834
Ended 1618.422 500 487 0.324074 0.3645834
Cancel 1618.462
Began 1619.479 405 401 0.1041667 0.1011029
Stationary 1619.526 405 401 0.1041667 0.1011029
Ended 1619.565 405 401 0.1041667 0.1011029
Began 1619.604 417 406 0.1319444 0.1164215
SingleKey 1619.604 g
Stationary 1619.648 417 406 0.1319444 0.1164215
Moved 1619.689 430.5057 422.6321 0.1632075 0.1673777
Moved 1619.73 449.4666 443.4667 0.2070987 0.2312092
Moved 1619.771 484.3369 472.6021 0.2878168 0.3204722
Moved 1619.813 514.627 489.7868 0.3579327 0.3731214
Moved 1619.855 533.8299 499.415 0.402384 0.4026195
Moved 1619.897 560.5639 511.3383 0.4642683 0.4391493
Moved 1619.946 576.2283 518.1522 0.5005284 0.4600253
Moved 1619.986 589.1461 530.5281 0.5304307 0.4979414
Moved 1620.026 596.5 546 0.5474536 0.5453431
Moved 1620.066 596 552.3603 0.5462963 0.5648293
Moved 1620.109 582.6326 557 0.5153533 0.5790441
Moved 1620.15 562.9302 557 0.4697459 0.5790441
Moved 1620.196 526.9518 532.7319 0.3864624 0.5046934
Moved 1620.236 498.711 522.1133 0.3210903 0.4721608
Moved 1620.276 457.8477 509.4275 0.2264992 0.433295
Moved 1620.315 432.0233 506.1163 0.1667206 0.4231504
Moved 1620.376 398.6267 501.1044 0.08941372 0.4077955
Moved 1620.415 379.303 499.8257 0.04468282 0.4038779
Moved 1620.454 368.8826 498.9706 0.02056151 0.4012581
Moved 1620.504 352.1347 497.5674 -0.01820664 0.3969589
Moved 1620.545 345.3943 498 -0.03380944 0.3982843
Moved 1620.587 340.5 498 -0.0451389 0.3982843
Moved 1620.627 337.8956 498 -0.05116766 0.3982843
Moved 1620.667 335.5995 497 -0.0564826 0.3952206
Moved 1620.708 333.8379 497 -0.06056036 0.3952206
Moved 1620.75 333 497 -0.06249999 0.3952206
Moved 1620.813 332 497 -0.06481484 0.3952206
Moved 1620.852 331.0737 493.1473 -0.06695911 0.3834172
Moved 1620.891 328.7929 469.3431 -0.07223869 0.3104874
Moved 1620.931 326.155 444.86 -0.0783449 0.235478
Moved 1620.971 320.9064 413.4385 -0.09049436 0.1392112
Moved 1621.012 320 393.4479 -0.09259259 0.07796536
Ended 1621.052 320 389 -0.09259259 0.06433833
Candidates 1621.148 5 goes hours puts press its
Began 1621.711 448 448 0.2037037 0.2450981
Moved 1621.757 453.7383 490.4765 0.2169867 0.3752344
Ended 1621.797 533 649 0.4004629 0.8609069
Accept 1621.84 goes
Backspace 1622.895
Began 1623.835 394 458 0.07870366 0.2757353
Stationary 1623.886 394 458 0.07870366 0.2757353
Moved 1623.926 387.1767 470.4117 0.06290893 0.3137613
Moved 1623.971 362.3428 501.3224 0.005423228 0.4084634
Moved 1624.011 337.0211 526.9789 -0.05319198 0.4870678
Moved 1624.058 303 554 -0.1319445 0.569853
Moved 1624.1 270.5826 578.6152 -0.2069848 0.6452673
Moved 1624.14 247.5945 603.5069 -0.260198 0.7215285
Moved 1624.183 243.3349 616.3254 -0.2700581 0.7608008
Moved 1624.226 241 630.9113 -0.275463 0.805488
Moved 1624.266 241 633.5 -0.275463 0.8134192
Moved 1624.306 241 633 -0.275463 0.8118873
Moved 1624.347 255.7442 604.7242 -0.2413328 0.725258
Moved 1624.387 290.1979 560.7526 -0.161579 0.5905412
Moved 1624.428 322.0533 534.7573 -0.08783956 0.5108986
Moved 1624.49 380.6115 495.8824 0.04771193 0.3917968
Moved 1624.53 411.0606 477.7758 0.1181959 0.3363228
Moved 1624.572 429.7494 464.1671 0.161457 0.2946295
Moved 1624.614 437.5 459 0.1793981 0.2787991
