the bathroom is good for reading
Moved 2115.545 277 445.5391 -0.1921296 0.2375584
Moved 2115.595 301.231 465.7694 -0.1360394 0.2995387
Moved 2115.646 329.3221 493.3221 -0.07101361 0.3839524
Moved 2115.699 380.6465 530.0977 0.04779289 0.496623
Moved 2115.762 439.219 565.4793 0.1833773 0.6050224
Moved 2115.815 467.2736 585.4189 0.2483186 0.6661118
Moved 2115.866 488.1855 598.5928 0.2967256 0.7064729
Moved 2115.918 495.5202 601.5201 0.3137041 0.7154417
Moved 2115.971 502.2605 602 0.3293067 0.7169118
Moved 2116.052 519.2 561.3333 0.3685185 0.59232
Moved 2116.103 528.3958 527.2298 0.3898049 0.4878364
Moved 2116.152 533.3353 510.6587 0.4012392 0.4370671
Moved 2116.204 535.5 500 0.40625 0.4044118
Moved 2116.256 535 496.9426 0.4050927 0.3950446
Moved 2116.308 535 494.6455 0.4050927 0.388007
Moved 2116.36 519.4756 493.2378 0.3691564 0.3836943
Moved 2116.41 504.7179 493 0.3349951 0.3829657
Moved 2116.46 488.0604 493 0.296436 0.3829657
Moved 2116.51 457.1257 514.1557 0.224828 0.447781
Moved 2116.59 423.3654 535.1077 0.1466793 0.511972
Moved 2116.643 407.4749 548.525 0.1098957 0.5530791
Moved 2116.692 397.4179 561.3732 0.08661549 0.5924423
Moved 2116.742 394 576.0139 0.07870366 0.6372976
Moved 2116.792 394 582.5082 0.07870366 0.6571941
Moved 2116.84 413.6712 591.6204 0.1242389 0.6851115
Moved 2116.89 450.9984 601.111 0.2106445 0.714188
Moved 2116.94 504.4798 604 0.334444 0.7230393
Moved 2116.988 543.6038 598.3962 0.4250087 0.7058708
Moved 2117.037 574.1031 590.5419 0.4956091 0.6818073
Moved 2117.115 614.3564 575.6574 0.5887879 0.6362054
Moved 2117.164 631.5762 565.2825 0.6286485 0.6044195
Moved 2117.212 644.4735 556.6843 0.6585035 0.578077
Moved 2117.26 650.1038 553 0.6715366 0.5667892
Moved 2117.309 654.8298 548.1702 0.6824763 0.5519922
Moved 2117.359 647.5759 528.926 0.6656848 0.4930331
Moved 2117.411 615.9493 482.4823 0.5924751 0.3507424
Moved 2117.464 582.412 438.3768 0.5148426 0.2156152
Moved 2117.514 564.554 413.7386 0.4735045 0.1401305
Moved 2117.565 554.3725 400.5588 0.4499363 0.0997512
Moved 2117.644 546.1019 388.1019 0.4307914 0.0615867
Moved 2117.698 543 385 0.4236111 0.05208334
Ended 2117.746 542 384 0.4212962 0.04901971
Candidates 2117.835 5 bathroom caution bargain nation maturation
Began 2118.312 562 372 0.4675925 0.012255
Moved 2118.375 540.1748 446.3009 0.4170713 0.2398924
Moved 2118.428 539 484.5 0.4143518 0.3569241
Ended 2118.483 539 487 0.4143518 0.3645834
Accept 2118.543 bathroom
Began 2118.994 459 394 0.2291666 0.07965691
Stationary 2119.058 459 394 0.2291666 0.07965691
Moved 2119.107 473.6953 415.8691 0.2631836 0.1466579
Moved 2119.166 502.6133 447.0111 0.3301235 0.2420684
Moved 2119.217 530.0012 472.0012 0.3935214 0.3186313
Moved 2119.27 551.4839 492.4839 0.4432498 0.3813846
Moved 2119.321 564.1902 508.7853 0.4726624 0.4313275
Moved 2119.372 571.9564 518.9564 0.4906399 0.462489
Moved 2119.423 575.2598 523.2598 0.4982865 0.4756733
Moved 2119.473 576 525 0.5000001 0.481005
Moved 2119.523 577.3713 525 0.5031743 0.481005
Moved 2119.574 563.4584 518.6418 0.4709686 0.4615253
Moved 2119.626 534.5348 500.9534 0.4040157 0.4073329
Moved 2119.679 490.3297 473.8499 0.3016891 0.324295
Moved 2119.756 428.7274 447.6478 0.159091 0.2440189
Moved 2119.809 404.2032 440.4813 0.1023223 0.2220627
Moved 2119.859 388.8878 434.9439 0.06686985 0.2050979
Moved 2119.911 376.1653 430.5827 0.0374198 0.1917362
Moved 2119.961 368.5752 426.2876 0.01985003 0.1785773
Moved 2120.011 362.6313 422.3157 0.006091098 0.1664083
Moved 2120.062 352.589 416.589 -0.01715511 0.1488633
Moved 2120.112 348.7324 416 -0.0260825 0.1470588
Ended 2120.161 347.5 416 -0.02893518 0.1470588
Candidates 2120.255 5 is his its us id
Began 2120.727 433 356 0.1689814 -0.03676471
Moved 2120.789 433 380.444 0.1689814 0.03812519
Moved 2120.839 423.1616 414.707 0.1462074 0.1430973
Moved 2120.888 421.9135 442.519 0.1433183 0.2283059
Ended 2120.938 422 449.5 0.1435185 0.2496937
Accept 2120.985 is
Began 2121.729 410 403 0.1157407 0.1072304
Stationary 2121.79 410 403 0.1157407 0.1072304
Moved 2121.84 436.7111 423.7524 0.1775721 0.17081
Moved 2121.896 480.8634 448.0843 0.2797764 0.2453563
Moved 2121.948 506.0854 461.9059 0.3381606 0.2877021
Moved 2121.999 529.6217 473.8487 0.3926428 0.3242914
Moved 2122.051 551.5 489.5 0.443287 0.3722427
Moved 2122.105 564.2613 500.2613 0.4728271 0.4052123
Moved 2122.161 573.3702 509.3702 0.4939125 0.4331195
Moved 2122.219 577.7493 514 0.5040494 0.447304
Moved 2122.272 580.0206 517.0206 0.509307 0.4565584
Moved 2122.328 580 518 0.5092593 0.4595588
Moved 2122.395 558.4861 503.4861 0.4594585 0.4150922
Moved 2122.443 527.7152 476.8759 0.3882297 0.3335657
Moved 2122.491 497.2019 448.2019 0.317597 0.2457167
Moved 2122.542 467.8612 426.689 0.2496787 0.1798068
Moved 2122.594 448.4749 413.6062 0.2048032 0.1397249
Moved 2122.65 430.4147 399.4147 0.1629969 0.09624594
Moved 2122.707 416.5297 388.5297 0.1308557 0.06289749
Moved 2122.775 396.0678 375.7119 0.08349041 0.02362719
Moved 2122.829 388.1164 371 0.0650842 0.009191177
Moved 2122.879 376.909 365.6364 0.03914127 -0.007241474
Moved 2122.958 350.2097 365 -0.02266268 -0.009191177
Moved 2123.008 334.5 375.5 -0.05902777 0.02297794
Moved 2123.057 327.2745 376.3628 -0.07575353 0.0256214
Moved 2123.108 322.2755 381 -0.08732527 0.03982843
Moved 2123.157 319.7691 385.2309 -0.09312715 0.05279083
Moved 2123.207 320 388 -0.09259259 0.06127456
Ended 2123.256 320 388 -0.09259259 0.06127456
Candidates 2123.364 5 of off good god goods
Began 2124.237 446 442 0.199074 0.2267157
Stationary 2124.297 446 442 0.199074 0.2267157
Stationary 2124.347 446 442 0.199074 0.2267157
Stationary 2124.397 446 442 0.199074 0.2267157
Stationary 2124.449 446 442 0.199074 0.2267157
Moved 2124.5 475.1473 449.6295 0.2665446 0.2500902
Moved 2124.552 494.6911 454.9228 0.311785 0.2663076
Moved 2124.604 516.6433 460.6573 0.3626003 0.2838767
Ended 2124.654 523 463 0.3773148 0.291054
Accept 2124.705 good
Began 2125.518 515 468 0.3587963 0.3063726
Stationary 2125.576 515 468 0.3587963 0.3063726
Moved 2125.633 486.5 461 0.2928241 0.2849264
Moved 2125.686 463.9476 458.9825 0.2406194 0.2787455
Moved 2125.738 452.3741 458 0.213829 0.2757353
Moved 2125.79 446.2858 458 0.1997357 0.2757353
Moved 2125.841 445 458 0.1967593 0.2757353
Stationary 2125.889 445 458 0.1967593 0.2757353
Stationary 2125.938 445 458 0.1967593 0.2757353
Moved 2125.993 483.0909 477.0455 0.2849326 0.3340855
Moved 2126.041 516.8848 494.9424 0.3631593 0.3889168
Moved 2126.091 544.6573 509.8531 0.4274474 0.4345991
Moved 2126.141 569.4684 522.7342 0.4848805 0.4740631
Moved 2126.195 593.4255 532.6064 0.5403367 0.5043088
Moved 2126.247 609.7089 540.8059 0.57803 0.5294299
Moved 2126.299 623.4576 549.2288 0.6098555 0.5552351
Moved 2126.354 628 554.6016 0.6203704 0.571696
Moved 2126.406 630 557.5 0.6250001 0.580576
Moved 2126.466 631 558 0.6273149 0.5821079
Moved 2126.555 610.5265 558 0.5799224 0.5821079
Moved 2126.608 566.9233 548.9233 0.4789891 0.5542992
Moved 2126.667 527.1395 550 0.3868969 0.5575981
Moved 2126.719 509.0439 550 0.3450091 0.5575981
Moved 2126.771 500.1618 550 0.3244487 0.5575981
Moved 2126.823 489.6996 550 0.3002307 0.5575981
Moved 2126.875 485.3782 550 0.2902274 0.5575981
Moved 2126.926 482 557 0.2824074 0.5790441
Moved 2126.978 480 562.6138 0.2777778 0.5962434
Ended 2127.037 480 569.5 0.2777778 0.6173407
Candidates 2127.138 5 fit foot door for fire
Began 2127.903 509 527 0.3449074 0.4871323
Moved 2127.965 509 483.5624 0.3449074 0.3540516
Moved 2128.016 502 343.8883 0.3287037 -0.07387152
Ended 2128.067 502 326 0.3287037 -0.1286766
Accept 2128.116 for
Began 2128.858 502 444 0.3287037 0.2328433
Stationary 2128.915 502 444 0.3287037 0.2328433
Moved 2128.964 485.0078 464.3907 0.2893698 0.2953146
Moved 2129.017 458.4845 501.9529 0.2279734 0.410395
Moved 2129.069 431.7441 542.4264 0.1660744 0.5343946
Moved 2129.121 422.9763 559.0474 0.1457784 0.5853169
Moved 2129.174 418.691 566.618 0.1358587 0.6085112
Moved 2129.226 414.2809 569.7191 0.1256503 0.6180119
Moved 2129.282 405.9594 572.0203 0.1063876 0.6250621
Moved 2129.334 391.8233 572 0.07366499 0.6250001
Moved 2129.387 384.3009 566.4075 0.05625218 0.6078663
Moved 2129.44 372.7511 547.5021 0.02951632 0.5499453
Moved 2129.506 356.4748 514.9496 -0.008160223 0.4502132
Moved 2129.555 346.3714 494.1142 -0.0315477 0.3863793
Moved 2129.604 338.8832 474.5327 -0.04888152 0.3263869
Moved 2129.654 332.5201 459.0402 -0.06361092 0.278922
Moved 2129.705 332 449.4536 -0.06481484 0.2495516
Moved 2129.754 332 448 -0.06481484 0.2450981
Moved 2129.805 343.4818 447 -0.03823653 0.2420344
Moved 2129.855 358 447 -0.004629641 0.2420344
Moved 2129.904 382.6506 447 0.05243202 0.2420344
Moved 2129.959 413.2819 458.9128 0.1233378 0.2785318
Moved 2130.038 449.5684 476.941 0.2073343 0.3337654
Moved 2130.087 466.5836 486.389 0.2467213 0.3627116
Moved 2130.135 490.8666 500.2933 0.3029321 0.4053103
Moved 2130.185 515.091 517.3507 0.3590069 0.4575696
Moved 2130.238 545.3898 540.1582 0.4291431 0.5274455
Moved 2130.291 565 559.5 0.474537 0.5867035
Moved 2130.344 572.9382 569 0.4929126 0.6158089
Moved 2130.397 574 570 0.4953703 0.6188726
Moved 2130.454 576.6218 529.7825 0.5014392 0.4956573
Moved 2130.505 579 487.0134 0.5069445 0.3646245
Moved 2130.582 579 412.6379 0.5069445 0.1367584
Moved 2130.63 579 380.4124 0.5069445 0.03802823
Moved 2130.679 579 352.7901 0.5069445 -0.04659896
Moved 2130.728 571.2368 335.4736 0.4889742 -0.09965205
Moved 2130.776 568.3078 324.9235 0.4821941 -0.1319747
Moved 2130.824 560.0143 315.0143 0.4629962 -0.1623334
Moved 2130.873 551.1169 309.039 0.4424004 -0.1806402
Moved 2130.921 536.0295 307 0.4074758 -0.1868873
Moved 2130.969 515.5 317.5 0.3599537 -0.154718
Moved 2131.017 497.0188 333.4764 0.3171732 -0.1057706
Moved 2131.093 486.7278 362.0888 0.2933513 -0.01811028
Moved 2131.139 487 380.5966 0.2939814 0.03859268
Moved 2131.186 487 395.9016 0.2939814 0.08548289
Moved 2131.24 495.3457 409.3457 0.3133002 0.1266719
Ended 2131.287 499.4181 416.4181 0.322727 0.1483397
Candidates 2131.334 5 reading trading eating heading testing
Began 2131.993 506 426 0.337963 0.1776961
Moved 2132.054 499 473.5244 0.3217593 0.3232977
Ended 2132.105 499 504 0.3217593 0.4166667
Accept 2132.163 reading
PhraseEnd 2135.402
